Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Lemons,6.06,23.7,57.66,309,1050.39,131,41,166
Lemons,6.39,24.58,77.79,682,1644.82,133,49,226
Lemons,6.46,18.58,56.61,157,1950.07,134,66,212
Lemons,6.17,22.64,62.71,735,1619.1,118,48,159
Lemons,6.79,18.27,74.54,145,1386.83,102,62,156
Lemons,6.84,21.54,52.75,410,1933.62,121,60,173
Lemons,6.57,28.23,60.22,408,1753.75,124,38,213
Lemons,6.64,28.95,78.08,470,1509.23,122,48,160
Lemons,6.28,19.87,57.37,157,1745.42,135,55,232
Lemons,6.13,23.21,55.75,987,1912.52,137,34,136
Lemons,6.29,19.13,63.08,168,1046.64,134,27,172
Lemons,6.74,22.78,70.07,158,1126.87,105,33,113
Lemons,6.0,28.09,75.72,484,1150.75,124,62,232
Lemons,6.44,21.53,62.17,330,1957.67,148,58,137
Lemons,6.09,19.18,53.0,967,1170.59,116,60,214
Lemons,6.48,18.18,50.69,149,1162.66,133,50,101
Lemons,6.28,28.08,58.42,912,1444.12,143,73,139
Lemons,6.12,27.76,78.75,217,1301.24,119,56,139
Lemons,6.28,26.85,73.22,538,1891.4,110,34,245
Lemons,6.51,19.4,50.13,181,1554.33,103,54,112
Lemons,6.7,22.72,79.02,209,1573.33,133,66,157
Lemons,6.91,20.36,50.99,226,1087.17,127,64,172
Lemons,6.96,25.96,76.86,886,1438.68,147,46,115
Lemons,6.09,19.53,63.72,574,1353.73,139,46,126
Lemons,6.3,25.86,79.97,500,1013.84,147,23,127
Lemons,6.86,29.23,74.03,1037,1726.5,132,29,102
Lemons,6.37,27.98,71.61,908,1055.72,124,38,205
Lemons,6.33,29.25,64.61,311,1542.64,123,64,250
Lemons,6.57,18.4,64.76,166,1515.52,129,45,230
Lemons,6.7,25.38,58.28,1077,1763.93,150,63,136
Lemons,6.25,18.82,61.31,768,1463.32,100,63,105
Lemons,6.6,18.92,65.55,292,1205.19,134,60,249
Lemons,6.69,23.33,64.95,1037,1955.82,132,70,213
Lemons,6.56,18.75,59.77,907,1104.93,141,62,136
Lemons,6.84,24.92,59.19,484,1186.85,106,47,249
Lemons,6.61,28.02,54.58,982,1291.31,145,63,138
Lemons,6.84,23.37,65.89,571,1376.68,101,33,165
Lemons,6.0,20.77,61.53,593,1077.23,123,24,120
Lemons,6.69,23.27,70.4,638,1464.1,134,35,109
Lemons,6.23,25.95,65.73,676,1990.97,127,25,178
Lemons,6.87,25.14,52.79,380,1520.97,138,40,106
Lemons,6.16,29.51,72.9,439,1781.87,118,38,163
Lemons,6.27,22.97,77.89,737,1071.99,130,30,122
Lemons,6.22,21.29,60.64,931,1371.48,145,69,158
Lemons,6.02,26.26,72.78,1050,1344.56,127,61,205
Lemons,6.39,25.4,73.58,572,1822.99,150,38,161
Lemons,6.8,27.11,75.1,881,1098.3,112,60,153
Lemons,6.8,29.06,63.13,325,1960.72,122,46,149
Lemons,6.81,28.64,76.29,250,1278.1,118,69,107
Lemons,6.99,27.66,69.87,589,1929.63,125,73,156
Lemons,6.65,27.52,69.24,71,1794.68,136,74,195
Lemons,6.1,22.51,71.64,812,1476.62,104,59,187
Lemons,6.27,26.97,65.55,61,1956.99,120,25,194
Lemons,6.65,18.08,55.03,448,1685.29,131,74,140
Lemons,6.7,25.14,55.57,295,1582.27,139,48,187
Lemons,6.96,25.93,67.38,130,1789.16,131,69,108
Lemons,6.89,25.94,63.18,385,1150.05,105,25,108
Lemons,6.4,23.32,61.13,350,1185.84,147,75,151
Lemons,6.02,29.68,56.45,721,1387.14,145,45,165
Lemons,6.26,29.05,73.05,455,1942.02,138,43,184
Lemons,6.82,21.09,52.23,1053,1665.73,136,26,186
Lemons,6.8,19.15,60.09,150,1691.53,116,21,136
Lemons,6.68,23.69,65.29,222,1324.16,113,66,100
Lemons,6.76,25.32,60.67,1085,1411.81,148,54,220
Lemons,6.64,24.23,61.67,84,1555.98,132,48,249
Lemons,6.58,21.68,61.28,100,1827.32,103,64,175
Lemons,6.19,21.71,63.88,230,1891.24,114,63,181
Lemons,6.2,21.16,60.27,984,1616.25,111,55,188
Lemons,6.65,28.63,58.96,222,1797.65,113,41,153
Lemons,6.77,20.33,75.37,230,1073.78,121,35,112
Lemons,6.3,21.77,65.13,755,1964.43,133,69,209
Lemons,6.07,22.63,62.02,783,1314.8,129,21,173
Lemons,6.22,18.75,76.92,427,1773.86,130,37,237
Lemons,6.77,21.17,62.5,504,1582.07,150,55,123
Lemons,6.02,27.13,61.51,1071,1507.12,144,41,232
Lemons,6.89,24.4,57.47,1060,1919.38,145,64,232
Lemons,6.79,26.45,74.51,209,1915.11,121,29,134
Lemons,6.92,24.99,76.32,380,1062.11,143,40,191
Lemons,6.84,26.93,59.56,1089,1180.72,113,31,162
Lemons,6.95,25.77,64.59,510,1419.45,132,59,157
Lemons,6.47,21.47,77.0,91,1823.48,133,36,167
Lemons,6.69,20.95,62.67,620,1566.64,118,35,104
Lemons,6.26,20.69,53.27,552,1779.45,102,60,234
Lemons,6.58,24.83,51.37,401,1145.28,103,39,113
Lemons,6.05,28.41,65.97,299,1627.25,133,38,148
Lemons,6.52,27.5,60.35,807,1701.09,109,74,131
Lemons,6.88,26.19,67.59,420,1611.69,130,70,124
Lemons,6.8,28.36,78.4,118,1472.37,112,55,232
Lemons,6.81,22.04,64.48,874,1140.81,111,71,246
Lemons,6.11,24.52,68.16,973,1222.32,125,21,115
Lemons,6.45,23.53,51.34,984,1723.41,117,69,163
Lemons,6.58,25.76,62.42,558,1936.0,113,35,250
Lemons,6.43,24.55,55.02,213,1533.39,150,42,162
