Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Almond,7.49,24.92,39.95,1418,391.61,89,33,107
Almond,6.79,19.5,55.61,637,448.88,70,35,113
Almond,6.16,21.25,44.71,1448,495.32,69,28,83
Almond,6.53,20.02,45.31,526,392.97,107,40,80
Almond,6.91,27.48,42.42,252,480.43,36,21,107
Almond,6.31,20.11,51.63,702,585.0,35,25,108
Almond,7.29,21.35,43.92,68,354.11,68,28,82
Almond,7.0,22.58,30.81,407,581.07,49,21,91
Almond,6.42,17.88,50.75,179,686.36,79,40,85
Almond,6.89,26.59,48.89,1299,568.14,82,23,107
Almond,6.87,21.87,30.42,768,435.59,111,37,80
Almond,6.78,24.73,32.42,899,421.84,61,33,115
Almond,6.72,24.68,35.32,698,457.05,51,38,110
Almond,6.72,15.95,33.54,1360,393.03,30,23,98
Almond,6.24,19.35,53.71,531,478.47,102,36,109
Almond,6.11,28.12,50.5,1472,773.97,102,37,108
Almond,6.27,28.01,32.88,445,444.17,83,40,88
Almond,7.15,19.84,33.9,685,749.55,93,24,100
Almond,7.46,23.14,58.24,433,796.26,110,25,103
Almond,6.97,17.77,39.99,671,456.21,92,24,82
Almond,6.68,21.72,58.45,1213,351.37,119,36,102
Almond,6.97,22.55,40.32,1215,554.26,113,29,104
Almond,6.02,17.93,35.14,311,774.19,98,24,114
Almond,6.1,19.73,50.81,447,668.76,116,22,89
Almond,6.24,15.02,55.94,189,422.17,70,24,92
Almond,7.27,23.06,30.9,1355,498.91,102,25,96
Almond,6.44,29.35,43.84,155,614.37,79,26,106
Almond,6.93,16.72,56.98,478,581.6,37,36,116
Almond,6.85,16.18,56.61,152,424.81,43,32,86
Almond,6.88,22.49,44.73,643,672.51,75,33,98
Almond,6.14,29.23,44.47,1322,391.29,74,33,95
Almond,7.32,21.14,38.31,1133,543.07,62,33,87
Almond,6.16,18.99,33.88,1332,749.48,103,31,88
