Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Kiwi,6.1,15.61,70.2,1311,1086.21,90,33,222
Kiwi,5.8,20.59,70.98,1490,1064.34,199,28,104
Kiwi,6.88,20.97,70.41,348,830.17,158,59,192
Kiwi,6.03,27.46,56.31,556,1167.2,178,31,212
Kiwi,5.8,18.27,57.27,762,1498.95,116,36,197
Kiwi,6.5,22.96,58.66,1739,1494.39,89,39,254
Kiwi,5.86,25.37,76.58,729,1251.78,131,41,130
Kiwi,5.97,13.06,54.73,349,1256.18,174,40,125
Kiwi,6.96,24.04,54.65,1201,1060.62,184,81,134
Kiwi,6.38,18.7,67.55,1427,1178.46,185,39,116
Kiwi,6.97,19.21,61.61,1019,1236.14,94,78,107
Kiwi,6.8,12.86,53.31,1484,1103.67,132,53,150
Kiwi,5.94,23.89,61.05,1594,1021.43,156,62,235
Kiwi,5.73,25.89,64.86,1581,1270.62,141,32,189
Kiwi,6.0,20.24,71.75,958,1465.34,90,37,184
Kiwi,5.83,17.27,71.47,1285,1006.4,142,51,180
Kiwi,5.67,17.37,63.51,1735,1189.52,156,40,265
Kiwi,5.55,17.0,63.37,661,974.72,163,81,278
Kiwi,6.18,23.67,54.89,999,1486.62,97,59,247
Kiwi,5.61,25.06,59.27,1292,1382.42,129,54,273
Kiwi,5.89,23.61,75.51,991,1076.52,109,37,80
Kiwi,6.15,15.69,57.36,742,1460.32,178,65,200
Kiwi,6.63,18.76,52.02,1120,1377.59,90,34,188
Kiwi,6.44,20.73,68.1,1772,1063.75,196,85,101
Kiwi,5.87,24.16,79.68,455,807.49,193,27,242
Kiwi,6.37,19.91,75.86,1629,1037.19,150,72,94
Kiwi,6.29,23.7,71.99,955,1274.85,187,31,83
Kiwi,5.95,16.33,79.27,1688,1444.68,181,25,258
Kiwi,6.8,12.19,77.37,1255,1216.09,149,55,258
Kiwi,6.22,25.94,54.6,1770,1249.71,115,76,193
Kiwi,5.72,18.85,55.22,542,1303.51,160,76,298
Kiwi,6.9,27.22,53.08,1582,1084.97,170,38,253
Kiwi,6.28,22.66,77.07,1782,1441.86,120,48,143
Kiwi,5.56,27.94,56.29,1054,1007.28,80,58,122
Kiwi,6.68,21.94,66.64,764,902.29,169,31,105
Kiwi,6.11,27.28,58.52,1198,1084.86,123,55,144
Kiwi,6.92,21.19,68.76,1701,1116.19,81,82,103
Kiwi,6.71,12.74,64.67,1177,875.34,174,21,146
Kiwi,6.63,23.05,74.26,1458,970.06,128,41,262
Kiwi,5.64,22.7,66.66,1631,1042.47,175,75,171
Kiwi,6.96,12.94,76.02,1287,1229.84,199,38,140
Kiwi,6.17,14.6,56.94,628,1484.09,108,86,115
Kiwi,6.42,20.77,72.51,403,1303.66,188,45,154
Kiwi,5.69,16.47,76.01,1413,1031.83,175,65,253
Kiwi,5.5,16.75,53.91,1223,1114.5,117,45,257
Kiwi,6.72,18.24,55.11,503,1078.4,110,86,124
Kiwi,6.32,23.84,62.02,1245,1318.94,151,62,288
Kiwi,6.85,23.17,63.98,1769,1467.22,180,32,126
Kiwi,6.77,27.04,79.75,1772,1185.49,126,88,153
Kiwi,6.62,16.53,52.52,1136,1422.48,198,36,145
Kiwi,5.78,23.88,59.93,838,1074.76,147,74,139
Kiwi,6.05,25.46,66.74,1541,1269.05,97,62,222
Kiwi,5.71,20.76,57.41,848,948.18,140,50,132
Kiwi,6.11,13.43,53.8,1062,1064.05,132,24,203
Kiwi,6.74,24.7,54.58,1105,813.58,198,73,299
Kiwi,5.62,23.03,68.33,662,1222.18,116,26,177
Kiwi,5.55,14.95,58.49,1552,1043.46,154,41,289
Kiwi,5.85,12.78,63.45,1705,1080.47,190,48,129
Kiwi,6.12,23.82,57.39,1358,1445.73,167,34,220
Kiwi,6.96,13.9,66.95,353,1152.22,134,56,261
Kiwi,6.76,15.77,62.33,536,884.96,113,23,182
Kiwi,5.79,23.9,61.31,1573,1265.47,192,55,87
Kiwi,6.43,22.17,59.84,476,857.78,152,50,238
Kiwi,5.63,13.9,73.5,366,1164.1,140,75,233
Kiwi,5.68,22.74,60.73,532,1273.1,134,50,142
Kiwi,6.02,26.32,60.61,1108,809.74,122,46,114
Kiwi,6.02,18.41,54.7,889,1187.18,133,84,92
Kiwi,6.07,13.2,74.97,1329,1220.77,159,87,87
Kiwi,5.8,18.69,68.61,1271,859.96,179,33,88
Kiwi,5.63,16.14,58.83,1294,1131.55,155,89,184
Kiwi,6.53,26.18,67.95,627,1386.15,178,48,195
Kiwi,6.7,12.64,70.08,231,1455.48,141,54,109
Kiwi,5.83,22.73,67.76,1467,1045.67,106,20,177
Kiwi,6.22,24.1,50.23,338,804.15,191,32,177
Kiwi,6.57,23.19,59.35,367,1220.66,96,29,98
Kiwi,6.78,15.25,66.99,792,1493.85,170,58,88
Kiwi,6.34,12.49,53.17,1055,975.45,171,71,115
Kiwi,6.76,16.65,63.54,301,1276.15,81,63,292
Kiwi,6.5,21.11,67.15,277,807.22,175,71,126
Kiwi,6.23,16.68,52.54,1684,806.72,91,81,196
Kiwi,6.08,15.44,56.92,1417,1109.01,140,33,218
Kiwi,5.89,15.29,75.71,698,973.63,109,73,151
Kiwi,5.92,27.15,59.5,814,1075.81,195,90,131
Kiwi,6.48,19.63,73.22,1406,1466.76,110,87,220
Kiwi,6.15,22.34,61.44,1508,1049.13,98,59,224
Kiwi,6.44,26.27,66.6,1224,1250.98,131,77,241
Kiwi,6.28,27.36,74.75,826,881.11,178,85,264
Kiwi,5.68,15.76,61.61,525,934.89,186,49,150
Kiwi,5.71,26.75,52.18,1565,1250.05,97,28,263
Kiwi,5.94,26.04,71.67,999,1095.26,122,31,190
Kiwi,5.97,16.48,67.8,1576,1229.82,164,51,94
Kiwi,5.64,27.94,72.75,247,1480.01,165,29,294
Kiwi,6.42,17.06,77.78,439,986.82,157,52,123
Kiwi,6.2,22.24,70.24,1578,1374.67,149,62,202
Kiwi,5.87,24.3,73.05,1302,822.33,101,66,131
Kiwi,6.49,25.24,65.05,562,981.69,126,48,190
Kiwi,6.77,15.1,56.87,1687,1221.4,97,43,279
Kiwi,6.61,15.74,76.96,940,1226.39,199,75,121
Kiwi,6.47,20.91,55.4,1411,999.21,125,79,269
Kiwi,6.08,22.74,56.35,1448,1095.07,169,87,98
Kiwi,6.38,25.09,69.42,1450,1028.23,168,68,271
Kiwi,6.38,18.49,66.25,1157,1452.35,200,22,213
Kiwi,6.22,27.06,54.17,1600,1420.23,171,34,83
Kiwi,6.83,19.26,76.62,782,1486.24,138,77,120
Kiwi,6.3,23.08,61.65,440,877.34,184,62,211
Kiwi,5.82,20.64,59.07,261,888.47,152,83,125
Kiwi,5.99,20.29,50.41,852,1363.19,152,21,93
Kiwi,5.94,15.05,69.27,854,1286.97,172,68,187
Kiwi,5.97,27.65,56.26,499,847.5,122,59,233
Kiwi,6.01,19.44,66.8,1286,1426.38,86,53,103
Kiwi,6.86,27.25,74.4,1339,1411.12,151,78,235
Kiwi,5.61,13.19,54.03,555,1264.87,181,83,267
Kiwi,6.0,26.72,61.44,662,1032.28,138,22,232
Kiwi,6.84,18.03,73.27,308,1230.31,140,39,183
Kiwi,5.67,23.06,56.05,1109,1140.5,162,20,121
Kiwi,5.57,23.81,50.95,713,830.09,141,28,95
Kiwi,6.3,19.8,67.99,1455,950.86,143,83,162
Kiwi,5.68,12.14,65.46,1504,1096.18,177,44,170
Kiwi,6.13,14.87,74.34,1388,830.18,96,31,158
Kiwi,6.56,13.13,67.24,1092,934.22,164,31,148
Kiwi,5.92,13.44,75.52,818,978.41,95,24,114
Kiwi,5.97,17.56,66.03,1378,1124.78,161,49,156
Kiwi,5.7,24.32,79.22,641,918.76,126,21,244
Kiwi,6.19,19.58,72.32,1267,898.39,95,26,160
Kiwi,6.19,17.37,63.68,1538,1391.07,178,83,285
Kiwi,6.03,22.56,73.22,1380,1275.55,105,77,255
Kiwi,6.49,22.49,52.86,1591,1309.37,200,23,139
Kiwi,6.72,19.88,75.67,1626,1007.87,170,82,224
Kiwi,5.55,19.87,50.0,893,1448.44,161,67,239
Kiwi,6.01,18.65,59.23,279,914.77,133,59,115
Kiwi,5.83,22.28,60.54,1583,1454.78,168,56,196
Kiwi,6.67,18.87,77.88,1731,875.75,169,51,228
Kiwi,5.83,12.33,68.6,1525,923.94,125,48,94
Kiwi,6.76,15.14,71.65,1484,1438.24,178,21,144
Kiwi,6.13,24.64,64.38,654,1299.17,120,58,120
Kiwi,6.17,24.0,55.32,279,1440.91,127,69,225
Kiwi,6.16,15.74,64.72,1764,904.57,137,81,258
Kiwi,6.48,13.88,63.41,403,1476.56,135,68,83
Kiwi,6.6,15.85,59.47,486,936.33,167,63,191
Kiwi,5.87,16.19,79.57,274,946.86,134,36,148
Kiwi,5.77,27.77,51.62,1180,1036.68,90,84,147
Kiwi,6.36,19.38,57.01,1482,1198.57,101,43,243
Kiwi,6.63,14.25,55.22,1464,1272.98,153,89,117
Kiwi,6.29,24.45,74.07,611,907.26,99,28,196
Kiwi,6.53,22.76,58.97,254,1034.93,117,85,285
Kiwi,5.83,22.78,60.82,528,1069.91,170,30,273
Kiwi,6.85,12.86,60.15,1120,830.34,112,78,234
Kiwi,6.99,23.44,66.75,394,959.72,158,23,90
Kiwi,5.75,17.18,54.36,311,998.48,99,64,190
Kiwi,5.5,17.56,58.06,1296,831.62,148,23,93
Kiwi,6.11,17.25,59.12,354,1208.17,112,32,126
Kiwi,6.02,13.02,62.46,534,938.12,175,66,273
Kiwi,6.71,21.43,77.16,1488,1015.88,152,31,128
Kiwi,6.52,24.17,60.23,1640,811.35,80,69,284
Kiwi,6.68,27.85,75.5,1040,1297.33,155,69,171
Kiwi,6.58,16.36,63.27,501,1111.5,173,42,265
Kiwi,6.21,20.49,53.19,508,1450.24,146,38,139
Kiwi,5.79,27.59,51.25,971,1355.75,165,69,187
Kiwi,5.51,14.35,70.94,1389,1324.61,153,71,251
Kiwi,6.8,13.46,65.05,1214,1458.39,182,28,189
Kiwi,6.98,18.23,70.02,372,1150.15,190,33,93
Kiwi,6.28,15.88,56.93,1662,824.7,183,76,278
Kiwi,5.6,20.65,77.05,1757,1029.35,194,25,185
Kiwi,6.22,26.98,59.93,701,1457.06,153,76,248
Kiwi,6.78,21.11,70.81,1481,1046.1,97,62,229
Kiwi,6.03,21.09,61.43,1188,818.13,191,71,245
Kiwi,6.18,12.25,59.15,1108,956.32,109,35,192
Kiwi,6.71,12.73,66.92,899,880.21,194,34,215
Kiwi,6.15,17.42,58.93,1607,1032.19,126,59,91
Kiwi,5.67,19.43,75.4,1296,1363.98,109,77,143
Kiwi,6.06,22.86,78.11,566,1340.32,89,33,139
Kiwi,5.51,18.11,52.97,801,1425.24,156,63,240
Kiwi,6.83,25.25,53.99,928,1487.44,90,88,95
Kiwi,5.98,20.88,64.68,1110,1296.71,147,84,207
Kiwi,6.61,15.23,55.47,291,1332.7,80,21,104
Kiwi,5.81,12.28,68.9,1324,933.19,165,23,98
Kiwi,5.97,18.69,50.0,720,901.58,166,45,118
Kiwi,5.67,24.15,69.99,1525,1377.38,132,69,291
Kiwi,6.64,15.29,61.58,324,1204.82,190,25,180
Kiwi,6.49,14.67,56.97,1173,1313.62,121,71,198
Kiwi,5.67,26.68,57.8,267,1230.0,179,32,234
Kiwi,5.52,18.45,56.83,1622,1263.58,140,65,220
Kiwi,5.79,25.38,71.9,345,1400.03,159,32,260
Kiwi,6.92,13.03,65.22,491,852.07,86,82,194
Kiwi,6.91,15.79,79.75,1396,897.53,138,51,265
Kiwi,6.76,18.09,65.1,1535,1099.65,157,56,105
Kiwi,6.26,18.8,75.09,1005,1440.13,123,21,203
Kiwi,6.45,20.03,64.85,1284,1412.19,200,86,185
Kiwi,6.36,20.0,55.84,1687,816.99,169,88,221
Kiwi,6.37,25.92,63.86,1767,995.73,133,78,293
Kiwi,5.63,12.95,54.5,336,1249.53,168,78,263
Kiwi,6.85,17.64,50.54,1100,897.11,168,73,99
Kiwi,5.7,14.22,59.62,1595,1495.47,139,66,267
Kiwi,6.35,19.42,73.0,367,1396.12,158,63,269
Kiwi,6.87,14.89,77.64,843,1388.52,162,54,117
Kiwi,6.28,21.59,78.87,229,1070.72,166,82,80
Kiwi,5.96,21.67,75.71,782,1351.25,128,80,80
Kiwi,6.33,26.02,77.57,709,1042.75,91,70,155
Kiwi,6.26,16.68,51.33,1719,903.6,111,26,141
Kiwi,6.09,20.76,74.63,1463,1354.25,86,77,239
