Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Olive,6.34,24.8,64.61,720,951.51,82,47,69
Olive,6.7,26.3,65.57,327,863.95,82,39,70
Olive,7.84,25.87,57.61,992,744.51,81,22,57
Olive,6.56,20.01,50.79,769,529.06,57,60,88
Olive,6.98,22.58,62.96,965,604.08,95,45,75
Olive,6.16,29.77,45.81,1156,808.01,117,48,63
Olive,6.23,19.22,69.37,474,874.18,69,44,52
Olive,7.99,19.8,45.14,711,535.62,44,43,80
Olive,8.24,23.02,65.89,970,904.11,94,21,85
Olive,7.85,22.47,67.78,953,879.24,80,43,119
Olive,8.46,19.69,50.93,245,871.98,95,48,110
Olive,7.09,21.41,68.73,1142,738.52,85,37,94
Olive,7.4,15.58,54.22,720,701.18,47,38,112
Olive,6.31,17.21,60.36,1033,884.05,84,57,52
Olive,8.25,20.58,65.36,954,909.41,96,31,97
Olive,7.44,15.63,42.93,827,790.56,117,58,90
Olive,7.15,26.2,48.4,588,625.35,88,55,107
Olive,6.16,17.49,56.98,1125,844.9,87,53,115
Olive,6.7,22.34,47.95,293,553.73,61,40,63
Olive,8.27,15.74,41.16,269,997.52,91,37,118
Olive,7.12,24.65,41.15,684,709.13,65,22,78
Olive,8.39,16.77,62.18,760,668.16,108,20,70
Olive,7.51,21.68,47.88,468,652.9,63,58,103
Olive,6.16,20.91,62.76,567,973.79,93,44,71
Olive,6.71,15.13,58.79,816,680.97,110,39,83
Olive,8.34,18.68,54.0,177,951.99,68,49,74
Olive,6.15,16.74,41.86,667,590.97,108,54,81
Olive,7.95,26.6,54.6,854,864.51,50,42,78
Olive,8.11,21.71,54.93,994,848.62,93,39,111
Olive,7.53,16.73,65.36,899,977.24,56,44,120
Olive,7.4,15.05,40.83,1163,948.95,110,49,96
Olive,6.65,22.39,44.21,1182,506.45,46,25,54
Olive,7.46,24.42,66.41,498,906.89,94,43,93
Olive,6.2,15.64,64.96,968,553.83,41,41,70
Olive,8.18,28.19,60.76,664,638.87,55,25,72
Olive,6.31,16.94,40.6,111,704.28,45,59,120
Olive,8.3,16.91,42.72,880,730.07,61,27,119
Olive,8.43,24.24,69.48,696,615.63,41,37,92
Olive,7.9,15.22,49.21,235,567.53,101,53,65
Olive,8.48,16.24,51.28,194,810.62,100,20,106
