Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Orange,7.44,11.55,57.28,1377,1496.28,115,49,140
Orange,7.1,18.33,61.1,940,1171.67,94,50,242
Orange,6.69,26.83,51.12,1406,858.2,139,35,159
Orange,6.56,23.61,62.45,1132,785.27,127,50,234
Orange,6.56,11.07,61.4,1020,794.45,121,41,260
Orange,7.42,10.84,53.42,848,1388.21,106,39,211
Orange,7.37,24.61,61.94,1324,886.33,119,41,277
Orange,6.4,12.39,73.9,1079,1431.94,117,33,230
Orange,6.31,20.46,67.26,853,1274.19,139,41,171
Orange,6.66,13.52,62.36,952,1341.15,130,48,236
Orange,6.89,14.81,51.96,1172,878.02,137,30,193
Orange,6.77,12.37,50.89,891,1410.16,126,44,184
Orange,6.52,15.36,73.21,1483,719.07,106,30,197
Orange,6.12,14.79,67.78,1110,883.04,132,40,216
Orange,6.04,14.66,62.34,965,1445.58,80,40,132
Orange,6.37,11.45,52.7,895,795.0,132,32,142
Orange,7.08,16.76,69.15,818,915.69,84,31,253
Orange,6.22,22.18,53.7,1464,1107.29,87,50,114
Orange,6.42,19.04,74.64,1305,1054.65,80,32,218
Orange,6.83,14.91,72.47,1331,1044.31,135,48,274
Orange,7.41,20.05,61.65,1189,768.14,97,40,297
Orange,6.4,21.0,65.32,1239,1103.45,109,50,217
Orange,6.63,19.37,53.01,1178,891.08,114,42,168
Orange,7.09,21.24,60.5,918,708.12,136,46,111
Orange,7.48,23.49,63.2,1207,807.3,99,31,116
Orange,7.3,20.72,55.06,1004,726.44,86,42,184
Orange,6.18,24.09,57.76,990,1340.13,143,43,273
Orange,7.21,11.1,50.77,1049,863.59,140,50,166
Orange,7.06,13.27,71.71,994,1332.03,134,31,154
Orange,6.44,26.36,72.24,1495,1269.44,148,48,159
Orange,6.37,16.23,71.83,842,1421.25,92,33,145
Orange,6.03,24.61,50.09,818,890.18,123,50,248
Orange,6.48,12.95,63.03,848,1034.2,81,40,258
Orange,6.1,24.22,56.26,1087,1328.37,110,48,215
