Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Avocado,6.32,25.09,74.74,294,1150.04,121,50,165
Avocado,6.63,29.82,65.77,519,1333.74,132,36,174
Avocado,6.11,20.75,61.35,739,1390.44,133,50,187
Avocado,6.71,21.91,53.98,956,1472.28,137,38,141
Avocado,6.95,34.49,57.25,577,1010.27,79,25,160
Avocado,6.72,23.49,65.99,1062,1361.61,63,44,174
Avocado,7.39,33.25,73.18,435,1429.78,99,43,119
Avocado,7.38,22.14,75.37,374,934.11,135,34,81
Avocado,6.96,23.42,73.88,1310,1434.86,105,21,164
Avocado,6.06,32.47,61.93,1374,1084.64,88,23,142
Avocado,7.26,27.38,73.71,857,1411.99,148,37,180
Avocado,6.38,25.35,65.31,929,1400.51,58,36,98
Avocado,6.72,20.26,78.98,945,761.4,99,48,189
Avocado,6.77,34.73,59.01,916,1451.29,121,49,141
Avocado,6.42,25.07,70.27,104,1184.79,57,49,117
Avocado,6.65,28.05,66.41,1271,1273.86,77,41,141
Avocado,7.38,29.72,67.64,790,817.6,127,43,197
Avocado,6.53,26.58,68.49,1187,1013.97,106,36,98
Avocado,7.2,26.93,56.45,105,1315.78,115,47,160
Avocado,6.84,25.58,78.37,1283,1455.15,90,42,160
Avocado,6.31,32.06,78.14,167,1016.31,101,42,128
Avocado,6.31,21.05,57.27,159,1014.48,87,28,152
Avocado,7.46,27.31,76.01,647,996.0,54,38,172
Avocado,6.17,22.96,65.22,1397,744.58,52,39,146
Avocado,6.79,21.47,77.73,352,1169.75,78,48,102
Avocado,6.94,30.37,60.48,435,1388.19,148,43,199
Avocado,6.58,33.9,72.12,1328,1052.63,71,44,176
Avocado,7.32,31.3,63.76,290,1381.75,62,34,86
Avocado,6.37,26.67,51.9,1289,1216.12,120,36,135
Avocado,6.51,28.47,64.91,1498,1409.05,141,34,115
Avocado,6.26,34.71,57.1,611,914.61,138,43,189
Avocado,6.25,28.08,67.03,460,1404.52,81,47,159
Avocado,7.01,21.19,55.19,189,937.36,150,26,99
Avocado,7.21,28.85,50.35,896,743.73,97,43,135
Avocado,6.64,29.66,54.1,372,778.91,112,21,198
Avocado,6.14,22.15,78.96,294,1107.73,105,50,124
Avocado,6.12,23.84,59.05,530,1350.63,74,31,88
Avocado,7.33,30.14,53.94,1207,834.88,105,24,186
Avocado,7.12,20.99,77.26,1284,1009.05,55,31,150
Avocado,6.57,29.63,55.17,138,1411.86,101,45,136
Avocado,7.33,30.65,69.46,456,1389.11,64,23,102
Avocado,7.22,26.13,52.54,1343,1237.67,92,40,153
Avocado,6.83,33.83,66.84,315,990.63,111,32,183
Avocado,6.99,21.07,79.7,1093,756.44,118,45,130
Avocado,6.99,21.42,59.28,444,1146.02,87,33,143
Avocado,6.78,27.18,60.3,1356,857.16,85,20,194
Avocado,7.2,26.63,60.94,438,920.34,88,38,101
Avocado,6.59,28.8,55.99,874,1031.6,92,33,157
Avocado,6.07,29.02,55.26,1106,1276.7,70,35,183
Avocado,6.16,30.56,58.32,1327,934.1,104,40,135
Avocado,6.73,21.43,66.39,138,1135.8,81,33,159
Avocado,6.26,26.4,63.44,527,1266.2,52,26,186
Avocado,6.4,27.55,74.87,579,1150.02,89,47,83
Avocado,6.37,24.11,54.7,923,1363.54,108,24,188
Avocado,7.2,20.33,78.84,662,824.16,72,44,93
Avocado,7.18,30.56,79.15,1135,1209.11,114,40,135
Avocado,6.08,31.34,59.74,1128,1220.92,124,25,160
Avocado,6.54,28.35,60.25,1328,702.53,108,46,151
Avocado,7.4,25.8,65.36,876,1426.22,148,43,197
Avocado,6.61,31.13,51.41,947,1179.82,100,50,129
Avocado,6.68,31.0,64.88,558,1162.48,73,46,169
Avocado,7.41,29.62,60.96,1095,1216.78,131,43,156
Avocado,6.93,31.9,59.22,419,892.85,127,50,100
Avocado,6.97,24.29,76.47,419,946.59,51,20,81
Avocado,6.91,32.29,50.87,201,1447.2,122,43,176
Avocado,6.11,34.32,72.47,1253,948.06,149,46,152
Avocado,6.3,23.71,60.45,503,925.89,69,41,148
Avocado,6.66,25.72,69.12,198,1200.11,131,26,100
Avocado,7.27,21.57,68.74,1256,1437.59,104,34,111
Avocado,6.62,27.27,60.52,1309,1130.21,98,36,193
Avocado,6.44,27.23,68.08,893,825.47,109,29,136
Avocado,7.22,29.49,61.02,578,984.31,57,50,110
Avocado,6.15,33.41,68.03,1329,735.68,95,40,124
Avocado,7.16,30.44,52.79,1118,932.98,73,35,166
Avocado,7.41,29.03,76.42,526,1227.63,87,46,135
Avocado,6.86,24.84,77.33,87,1262.6,139,45,116
Avocado,6.54,25.19,58.22,320,865.15,79,35,83
Avocado,6.17,28.75,58.6,346,889.79,50,48,163
Avocado,6.74,30.41,52.45,1211,987.9,131,37,111
Avocado,6.24,31.93,79.35,1494,1159.44,139,26,125
Avocado,6.83,21.18,60.91,986,1236.81,84,45,91
Avocado,7.47,23.06,55.68,696,879.97,129,39,86
Avocado,7.33,26.48,69.43,1417,1205.52,71,23,142
Avocado,6.35,28.34,59.55,456,954.75,76,49,89
Avocado,6.4,29.75,76.11,1033,817.94,141,36,156
Avocado,6.1,25.39,66.1,964,1095.49,145,42,190
Avocado,6.33,24.56,78.06,1342,1030.18,52,37,163
Avocado,6.23,21.62,54.74,311,1312.82,77,46,110
Avocado,6.01,34.85,76.58,1358,1038.25,130,45,183
Avocado,6.42,33.76,71.02,1385,883.18,71,32,134
Avocado,6.95,21.36,62.3,1431,842.36,105,46,183
Avocado,6.15,28.98,70.05,400,949.81,102,39,82
Avocado,7.08,20.65,76.34,568,1007.93,96,22,200
Avocado,6.02,28.97,63.73,971,1414.03,103,33,128
Avocado,6.76,21.89,71.0,862,1033.4,136,20,176
Avocado,6.31,32.91,77.76,176,1276.44,147,24,176
Avocado,7.21,28.78,71.25,287,772.34,123,42,186
Avocado,6.64,29.71,54.67,323,793.62,144,31,171
Avocado,6.62,30.08,70.15,1276,782.34,81,42,152
Avocado,6.44,29.8,71.17,1231,1440.81,132,50,141
Avocado,7.42,33.81,76.96,362,1093.03,63,27,194
Avocado,7.1,29.98,76.21,1173,1382.13,51,45,109
Avocado,7.04,32.72,66.08,788,747.68,131,50,165
Avocado,7.19,23.82,61.42,705,816.57,63,43,130
Avocado,6.09,27.56,63.49,1048,1052.67,86,20,156
Avocado,7.0,28.7,72.65,426,937.45,129,36,87
Avocado,7.25,25.89,55.79,1335,986.83,145,24,122
Avocado,6.04,26.78,53.98,97,1264.95,133,25,125
Avocado,6.0,31.15,71.44,1492,810.72,119,41,189
Avocado,6.69,20.02,51.26,374,894.87,146,41,176
Avocado,6.75,23.24,66.0,1132,1222.62,70,43,142
Avocado,6.21,22.61,54.6,783,1053.31,123,22,165
Avocado,6.45,30.97,50.61,254,1352.23,95,37,184
Avocado,6.56,27.08,64.87,269,1497.61,89,50,83
Avocado,7.18,33.44,62.1,606,1159.62,67,20,98
Avocado,7.02,30.65,53.36,1269,1170.45,107,49,143
Avocado,6.27,24.74,56.07,1087,1181.7,80,37,123
Avocado,6.73,30.73,79.34,1314,1156.21,126,45,186
Avocado,6.16,27.01,54.4,1313,1184.81,127,26,91
Avocado,7.1,22.22,51.46,300,1051.66,138,21,100
Avocado,6.11,24.65,50.2,946,855.91,143,37,131
Avocado,6.62,27.38,59.22,467,853.6,76,43,110
Avocado,7.22,28.66,53.2,305,1341.99,127,46,86
Avocado,6.54,33.88,51.35,259,936.28,139,39,125
Avocado,7.41,32.5,61.33,216,1465.28,141,45,167
Avocado,6.08,20.03,70.32,904,798.69,136,44,142
Avocado,6.89,23.02,78.56,460,1006.33,78,43,97
Avocado,7.47,31.62,51.7,1144,757.64,105,23,120
Avocado,7.42,29.33,65.52,377,1407.99,131,25,148
Avocado,7.48,20.11,62.95,469,1050.25,56,45,191
Avocado,7.48,25.36,79.69,1421,827.38,71,24,128
Avocado,6.59,28.44,50.0,243,727.99,123,39,91
Avocado,6.36,31.01,52.36,660,1113.03,85,32,188
Avocado,6.52,20.11,77.22,108,883.09,150,43,157
Avocado,7.35,20.56,66.53,363,732.0,67,31,95
Avocado,6.22,25.29,71.48,1391,1379.49,137,30,159
Avocado,6.66,23.99,52.46,395,1429.76,137,38,167
Avocado,6.98,27.09,64.34,736,1004.84,145,24,179
Avocado,6.85,24.58,72.62,966,1281.29,118,31,157
Avocado,7.09,33.72,76.29,220,1431.81,108,36,100
Avocado,6.03,34.53,65.05,1147,917.69,53,41,194
Avocado,6.35,31.13,67.39,317,1268.23,54,27,120
Avocado,7.22,32.22,79.08,73,836.78,50,26,99
Avocado,6.73,20.9,73.0,1222,890.71,91,41,192
Avocado,7.19,31.33,72.9,1324,710.26,109,43,98
Avocado,6.82,25.34,70.89,860,772.72,107,21,125
Avocado,6.49,26.55,75.27,147,795.8,57,24,167
Avocado,6.49,34.83,69.55,1053,1280.69,142,35,140
Avocado,6.42,30.36,62.26,1025,1159.91,70,22,172
Avocado,6.59,22.13,70.16,179,1378.99,139,22,119
Avocado,7.27,34.67,69.88,808,978.82,146,39,175
Avocado,6.25,33.22,61.65,610,967.13,132,48,194
Avocado,6.24,33.26,58.3,430,1059.6,136,22,105
Avocado,6.2,23.58,69.57,496,865.3,107,42,162
Avocado,6.65,27.57,61.04,568,711.51,142,33,97
Avocado,6.65,21.78,67.14,302,1106.76,116,24,193
Avocado,7.22,21.83,66.51,702,1174.56,111,23,128
Avocado,7.32,22.1,63.46,235,841.01,124,46,180
Avocado,7.03,33.02,54.42,613,1418.92,136,23,100
Avocado,6.29,21.0,57.26,683,1192.8,118,25,122
Avocado,7.04,25.4,75.77,469,1340.87,118,49,168
Avocado,6.43,34.95,79.88,1317,1392.99,138,44,144
Avocado,7.13,21.48,79.38,241,863.39,57,27,134
Avocado,6.4,23.2,70.82,1236,1239.33,113,21,132
Avocado,6.52,34.4,56.21,1485,938.04,111,27,171
Avocado,6.26,34.08,69.11,1102,1134.29,137,43,95
Avocado,6.84,26.19,61.78,984,1081.99,105,42,130
Avocado,6.4,32.98,68.81,764,1436.06,122,24,118
Avocado,6.69,30.12,68.04,1236,1132.17,122,46,178
Avocado,7.03,33.76,59.77,1137,1351.13,77,35,159
Avocado,6.08,33.12,74.04,1045,1212.31,108,26,80
Avocado,6.35,34.71,51.3,76,1001.43,144,29,134
Avocado,7.38,22.38,64.09,518,1360.09,59,41,114
Avocado,7.09,25.2,75.95,1057,1290.18,97,38,194
Avocado,6.47,23.58,53.19,188,708.15,71,44,164
Avocado,7.25,32.95,73.6,1362,1162.14,139,31,162
Avocado,7.15,34.31,71.78,1038,1320.11,66,23,110
Avocado,7.4,21.28,59.99,381,734.9,124,23,180
Avocado,6.5,22.18,53.08,675,1258.0,125,40,184
Avocado,6.39,29.24,75.14,1089,1473.07,127,37,164
Avocado,7.0,25.4,76.36,431,1275.97,54,39,83
Avocado,7.21,25.71,65.25,149,915.42,82,36,106
Avocado,7.38,26.13,78.94,793,947.45,149,32,197
Avocado,7.46,26.29,55.74,479,920.47,105,49,114
Avocado,6.02,25.16,72.68,178,749.23,132,26,166
Avocado,6.48,28.01,66.41,751,1105.25,104,46,180
Avocado,7.25,33.01,54.24,90,1262.36,113,21,82
Avocado,7.01,28.19,69.97,1122,771.5,131,47,101
Avocado,6.19,21.86,67.27,773,1344.68,138,21,179
Avocado,6.63,28.51,53.84,429,926.99,81,41,144
Avocado,7.15,33.86,73.32,747,1272.66,65,49,98
Avocado,6.27,25.27,58.9,1456,912.72,67,44,184
Avocado,7.14,30.62,79.84,582,1443.87,106,22,152
Avocado,6.9,23.11,55.05,1452,1418.86,98,50,144
Avocado,6.9,30.13,65.45,1463,1481.68,142,37,198
Avocado,7.4,20.03,71.17,1196,920.15,113,37,164
Avocado,7.49,25.65,54.46,1325,725.52,132,22,152
Avocado,6.1,32.0,58.14,976,1345.67,147,29,118
Avocado,6.64,27.06,51.11,1112,1055.56,70,23,152
Avocado,6.7,32.42,55.84,565,1416.4,132,22,171
