Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Lychee,5.83,33.85,79.4,90,1272.32,176,92,197
Lychee,5.79,31.54,71.76,401,1160.54,97,40,184
Lychee,6.65,25.31,62.09,419,1083.9,194,59,143
Lychee,5.25,33.06,72.77,85,1051.91,131,96,173
Lychee,5.77,29.05,72.77,533,1509.2,92,100,194
Lychee,6.55,23.53,79.02,841,1255.84,129,37,287
Lychee,6.5,27.16,69.72,434,1136.96,153,65,137
Lychee,5.99,32.83,78.07,481,1385.12,121,60,113
Lychee,6.37,27.55,78.36,637,1047.52,200,89,283
Lychee,5.74,33.41,79.14,778,1480.02,199,69,212
Lychee,6.33,26.06,70.24,381,1584.54,88,63,201
Lychee,6.08,27.78,78.46,677,1298.81,157,81,297
Lychee,6.72,31.28,64.17,756,1084.23,185,54,128
Lychee,6.88,29.22,78.71,860,1105.07,116,80,157
Lychee,6.38,27.52,77.93,467,1092.11,138,96,202
Lychee,6.3,29.45,74.45,655,1016.87,112,62,249
Lychee,6.48,23.17,68.73,859,1693.72,89,60,196
Lychee,5.93,30.6,76.41,168,1477.97,151,40,111
Lychee,6.34,24.52,68.41,501,1213.61,188,33,196
Lychee,6.42,26.58,69.01,891,1248.76,119,50,114
Lychee,6.23,23.76,64.97,988,1015.74,181,52,279
Lychee,5.26,31.45,71.83,495,1112.08,197,48,176
Lychee,6.3,24.49,63.45,755,1269.42,146,39,161
Lychee,5.51,24.61,68.33,756,1356.72,82,43,282
Lychee,5.33,28.77,78.38,977,1256.0,162,67,97
Lychee,6.2,30.16,62.3,814,1383.03,133,64,270
Lychee,5.97,27.01,60.86,416,1065.06,88,38,162
Lychee,6.39,32.06,63.82,300,1271.78,149,69,164
Lychee,5.13,32.06,73.14,557,1149.58,150,33,100
Lychee,6.42,30.51,70.1,593,1107.72,177,67,286
Lychee,5.95,25.97,63.15,257,1477.92,183,71,150
Lychee,6.02,32.04,62.47,321,1230.27,94,51,256
Lychee,6.51,30.72,63.73,883,1130.66,143,99,213
Lychee,6.65,23.2,65.54,148,1054.8,143,51,284
Lychee,5.46,31.29,70.29,162,1361.49,182,96,179
Lychee,6.29,24.51,72.63,838,1058.86,153,39,183
Lychee,5.65,24.3,63.2,222,1527.96,192,87,145
Lychee,6.39,22.31,62.36,839,1226.43,131,99,109
Lychee,6.97,28.19,68.9,904,1348.6,86,100,218
