Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Java Plum,6.79,31.76,66.82,1219,806.16,103,24,228
Java Plum,6.28,23.82,46.43,340,657.92,89,20,192
Java Plum,6.88,21.09,43.19,1292,868.58,95,33,90
Java Plum,6.44,31.44,62.75,985,1201.08,127,21,150
Java Plum,6.4,22.0,59.33,616,1299.34,90,24,125
Java Plum,5.67,26.39,65.92,1172,623.12,135,39,157
Java Plum,6.34,24.51,67.67,701,913.91,96,25,97
Java Plum,7.15,24.84,50.38,261,1178.19,117,20,165
Java Plum,5.54,33.13,56.12,598,724.61,119,28,116
Java Plum,5.78,24.03,51.07,1250,605.85,83,33,116
Java Plum,6.23,24.15,48.26,506,609.98,119,34,134
Java Plum,6.3,34.81,48.14,1168,752.67,142,27,223
Java Plum,6.93,34.51,62.44,958,1161.3,136,31,167
Java Plum,7.2,30.34,66.98,536,995.93,121,22,136
Java Plum,7.43,30.19,43.56,697,1149.12,86,30,172
Java Plum,6.63,34.05,62.71,1270,806.75,139,34,183
Java Plum,6.21,34.94,41.59,680,1279.73,116,22,228
Java Plum,5.61,21.21,66.54,759,1087.65,83,27,126
Java Plum,6.35,33.42,61.88,703,712.42,144,38,219
Java Plum,5.86,32.83,68.58,985,1218.49,97,38,212
Java Plum,6.05,24.01,65.88,820,737.4,133,26,198
Java Plum,6.76,26.9,45.18,205,1178.34,86,23,226
Java Plum,7.15,29.72,51.43,490,1007.02,95,27,112
Java Plum,6.32,33.52,46.03,620,684.2,104,26,168
Java Plum,7.42,26.54,60.0,382,1132.41,120,25,239
Java Plum,6.55,31.91,47.68,397,653.38,109,36,169
Java Plum,6.44,25.48,56.99,225,739.43,120,24,186
Java Plum,7.12,27.7,49.38,715,1191.59,149,30,188
Java Plum,5.56,24.47,66.29,1187,625.83,96,23,91
Java Plum,7.41,33.14,48.58,727,880.9,133,21,174
Java Plum,6.77,26.29,46.84,578,1176.37,147,20,193
Java Plum,6.7,21.37,57.09,239,1114.4,147,35,156
Java Plum,6.8,28.92,62.06,988,1203.53,116,34,221
Java Plum,6.74,32.59,53.07,418,733.97,144,20,221
Java Plum,7.03,25.52,62.9,1299,857.08,96,37,87
Java Plum,6.97,31.41,68.45,952,1271.88,136,38,201
Java Plum,6.95,26.0,62.77,284,1225.2,141,34,216
Java Plum,6.44,30.8,51.43,664,1216.29,115,22,152
Java Plum,6.04,24.67,54.83,818,1156.11,103,39,88
Java Plum,6.06,23.78,66.87,1300,1255.88,132,36,122
Java Plum,6.59,31.84,67.52,1194,639.54,139,28,125
Java Plum,5.89,29.01,65.38,553,733.31,117,40,197
Java Plum,7.38,28.11,59.17,738,805.59,85,22,191
Java Plum,6.77,26.04,61.15,1239,1289.92,99,35,195
Java Plum,6.46,34.79,45.41,212,630.06,84,34,236
Java Plum,6.88,22.41,50.21,698,1260.82,105,36,127
Java Plum,5.93,32.05,58.9,655,655.08,115,20,248
Java Plum,6.63,24.88,58.7,683,705.34,95,40,188
Java Plum,6.21,27.6,66.47,928,849.41,84,27,230
Java Plum,6.85,34.14,49.53,1227,672.62,80,37,108
Java Plum,6.45,26.95,56.31,599,782.46,134,34,234
