Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Limes,6.35,26.27,62.57,315,1580.62,94,46,137
Limes,6.51,25.55,73.55,225,1658.24,110,26,135
Limes,6.19,22.91,60.89,213,1444.16,122,56,137
Limes,6.43,27.7,63.93,835,1430.99,106,42,104
Limes,6.52,22.05,50.69,981,1942.87,126,22,125
Limes,6.2,20.4,73.93,368,1421.83,123,47,131
Limes,6.49,23.81,78.52,179,1664.34,145,27,124
Limes,6.13,26.85,68.94,485,1885.66,110,36,119
Limes,6.54,28.94,53.77,646,1034.0,146,54,127
Limes,6.78,23.49,62.9,256,1796.24,95,49,135
Limes,6.46,29.39,56.2,842,1466.14,139,27,106
Limes,6.5,22.81,78.15,974,1455.59,143,43,110
Limes,6.39,28.76,73.11,664,1654.59,138,66,104
Limes,6.59,27.69,74.58,962,1334.21,149,70,143
Limes,6.52,24.33,60.77,783,1300.71,102,36,108
Limes,6.32,25.47,72.55,670,1345.37,94,70,105
Limes,6.23,29.21,54.65,1166,1776.4,134,72,127
Limes,6.86,25.88,77.88,716,1465.63,130,59,113
Limes,6.28,20.18,51.67,1002,1269.89,91,30,134
Limes,6.89,23.27,55.58,504,1997.98,117,24,135
Limes,6.63,29.18,53.85,493,1901.37,103,67,109
Limes,6.59,22.86,69.73,239,1186.63,137,23,129
Limes,6.4,25.67,59.96,899,1764.13,93,47,145
Limes,6.89,28.92,67.21,416,1933.05,140,29,107
Limes,6.13,29.46,79.62,853,1247.88,107,62,144
Limes,6.02,21.41,68.94,941,1578.2,121,68,124
Limes,6.54,28.56,61.72,664,1269.55,134,46,122
Limes,6.23,29.39,62.94,657,1563.5,94,75,133
Limes,6.9,21.45,58.35,346,1539.51,132,23,127
Limes,6.19,21.5,76.03,320,1415.54,123,48,146
Limes,6.79,29.2,70.03,202,1572.36,126,37,149
Limes,6.4,20.56,66.16,695,1966.62,144,38,120
Limes,6.07,25.54,63.0,600,1640.41,137,20,130
Limes,6.34,28.87,57.73,770,1430.79,123,60,145
Limes,6.77,23.1,55.99,784,1905.98,141,23,123
Limes,6.1,27.87,57.23,706,1309.37,144,53,126
Limes,6.73,26.94,78.48,338,1305.3,142,70,109
Limes,6.27,20.66,67.36,1013,1458.76,111,52,139
Limes,6.41,27.13,65.17,806,1718.74,145,50,144
Limes,6.83,25.52,66.89,866,1360.89,97,50,119
Limes,6.21,25.17,79.72,498,1885.5,109,44,105
Limes,6.12,20.94,57.15,461,1163.07,137,21,135
Limes,6.2,27.76,65.02,1151,1065.31,131,49,139
Limes,6.58,24.75,66.54,90,1391.46,144,61,136
Limes,6.63,29.13,63.75,895,1341.48,132,60,111
Limes,6.23,27.72,51.71,350,1605.11,123,57,134
Limes,6.19,20.81,55.78,1026,1185.72,100,71,100
Limes,6.78,25.5,57.77,377,1867.35,141,36,119
Limes,6.13,29.07,61.33,995,1866.9,113,23,122
Limes,6.13,22.78,60.36,137,1316.01,103,28,149
Limes,6.71,25.35,63.12,213,1395.49,114,73,150
Limes,6.45,21.46,74.65,1097,1406.17,143,24,101
Limes,6.3,25.34,53.16,514,1391.46,120,34,147
Limes,6.46,21.04,68.43,1192,1356.19,107,64,137
Limes,6.1,24.57,71.17,1169,1996.03,120,63,116
Limes,6.82,23.32,56.63,108,1848.86,118,42,123
Limes,6.78,22.93,55.24,78,1516.47,113,27,110
Limes,6.07,28.09,61.0,1017,1189.33,113,60,121
Limes,6.65,21.06,78.95,82,1425.69,121,55,149
Limes,6.18,25.7,67.76,326,1886.82,129,51,120
Limes,6.41,22.34,60.09,462,1014.47,134,52,127
Limes,6.88,26.68,72.16,1018,1858.51,136,54,129
Limes,6.45,23.27,79.03,618,1595.8,140,64,106
Limes,6.29,25.91,75.04,1002,1317.14,142,28,140
Limes,6.61,29.78,68.8,223,1539.01,127,20,101
Limes,6.9,22.35,65.48,789,1953.39,146,58,110
Limes,6.28,28.29,64.09,219,1048.13,90,40,148
Limes,6.01,23.6,63.84,895,1528.62,147,56,109
Limes,6.58,28.84,51.0,187,1495.12,104,31,125
Limes,6.64,22.3,66.3,167,1811.45,115,26,147
Limes,6.41,28.71,62.46,60,1606.41,147,24,130
Limes,6.59,21.54,58.31,1099,1253.04,124,52,137
Limes,6.83,29.51,77.15,1122,1385.77,135,34,121
Limes,6.85,21.34,61.39,492,1730.24,142,35,109
Limes,6.73,22.62,70.86,109,1997.81,124,74,103
Limes,6.46,29.46,75.99,484,1396.03,104,51,119
Limes,6.59,26.27,67.27,1186,1441.38,101,49,145
Limes,6.33,22.13,66.42,451,1812.28,92,49,111
Limes,6.32,22.23,71.86,592,1557.51,150,38,143
Limes,6.83,27.75,77.53,955,1186.57,122,49,127
Limes,6.09,21.31,50.5,266,1875.33,97,39,111
Limes,6.62,24.94,65.82,347,1964.29,103,21,139
Limes,6.82,22.99,50.08,531,1043.65,138,20,150
Limes,6.84,25.11,53.81,607,1217.1,144,63,121
Limes,6.51,28.32,57.37,337,1225.8,99,70,133
Limes,7.0,27.58,74.72,849,1936.81,111,67,110
Limes,6.94,21.71,58.93,218,1988.55,100,46,122
Limes,6.38,22.67,73.79,1124,1682.02,124,51,129
Limes,6.57,28.8,73.97,197,1927.09,135,43,138
Limes,6.31,23.28,72.78,1109,1361.27,105,39,141
Limes,6.82,24.24,52.58,575,1464.72,107,33,132
Limes,6.2,27.64,69.83,387,1092.45,97,50,100
Limes,6.45,29.77,76.08,842,1407.99,94,32,127
Limes,6.71,26.54,72.76,891,1039.71,114,60,142
Limes,6.64,29.47,61.38,513,1060.92,95,71,132
Limes,6.97,27.27,63.8,1119,1978.71,108,56,131
Limes,6.57,26.64,51.69,681,1430.97,91,22,127
Limes,6.87,25.22,58.68,555,1635.36,95,39,143
Limes,6.77,20.59,66.53,430,1652.11,102,30,141
Limes,6.1,28.96,52.67,1164,1673.99,120,71,100
Limes,6.47,23.15,57.51,97,1530.27,113,75,101
Limes,6.4,28.51,62.08,274,1147.45,104,39,127
Limes,6.99,28.39,74.34,1037,1383.2,109,60,110
Limes,6.21,29.63,52.29,612,1060.5,113,63,147
Limes,6.77,20.09,62.21,887,1458.41,112,44,113
Limes,6.3,26.35,54.3,273,1817.86,148,48,128
Limes,6.53,23.87,53.72,167,1645.24,95,66,118
Limes,6.04,29.96,61.98,670,1457.44,93,31,148
Limes,6.06,23.06,64.19,324,1069.63,96,24,117
Limes,6.13,23.52,72.8,148,1416.7,99,58,133
Limes,6.4,21.84,54.0,561,1745.71,140,52,115
Limes,6.4,20.73,52.68,1150,1820.96,129,46,108
Limes,6.87,22.3,77.71,941,1071.99,133,33,132
Limes,6.65,28.48,62.98,659,1312.48,105,70,112
Limes,6.37,27.89,55.29,375,1158.11,124,68,125
Limes,6.62,28.7,69.48,339,1625.76,137,54,142
Limes,6.33,28.93,55.05,776,1018.25,129,27,108
Limes,6.73,22.55,64.84,699,1244.24,125,39,112
Limes,6.42,20.39,63.42,379,1530.92,113,48,134
Limes,6.96,25.12,68.91,1033,1944.25,136,24,118
Limes,6.56,25.52,57.01,967,1238.17,92,49,143
Limes,6.09,26.43,68.4,286,1699.12,119,71,108
Limes,6.25,24.66,78.56,906,1701.73,111,70,135
Limes,6.26,20.29,62.93,1046,1739.77,141,47,145
Limes,6.73,28.0,53.01,1095,1198.26,95,37,104
Limes,6.83,29.72,76.37,75,1518.68,141,44,123
Limes,6.5,24.21,66.38,386,1463.19,96,35,127
Limes,6.57,23.11,62.87,907,1719.22,146,45,126
Limes,6.32,21.51,75.53,1007,1639.85,148,49,135
Limes,6.04,27.63,73.62,316,1028.24,109,69,114
Limes,6.9,26.3,51.22,474,1917.0,99,38,125
Limes,6.8,29.76,55.95,1053,1172.32,114,73,134
Limes,6.57,29.13,73.41,563,1451.28,110,70,132
Limes,6.71,24.67,59.99,128,1630.43,132,68,131
Limes,6.78,26.43,51.01,1118,1766.02,115,72,132
Limes,6.47,22.33,66.97,987,1826.2,130,20,122
Limes,6.91,29.99,50.58,915,1638.12,91,69,103
Limes,6.01,29.25,71.83,65,1216.3,107,31,149
Limes,6.97,26.17,64.61,512,1691.46,149,30,131
Limes,6.93,27.93,68.05,745,1171.8,148,69,143
Limes,6.33,21.11,64.23,583,1843.68,96,26,149
Limes,6.44,27.95,71.43,1018,1169.82,133,23,122
Limes,6.31,29.02,55.92,626,1911.74,99,23,106
Limes,6.02,25.1,62.51,494,1344.33,143,31,149
Limes,6.85,22.15,51.34,552,1533.65,137,61,117
Limes,6.0,21.83,67.26,913,1832.99,93,60,110
Limes,6.43,20.37,51.67,802,1722.84,93,53,102
Limes,6.12,21.3,54.85,493,1341.33,123,52,135
Limes,6.22,20.95,79.87,76,1473.67,140,42,113
Limes,6.24,26.58,67.17,776,1584.63,133,49,113
Limes,6.56,25.89,62.53,584,1027.06,121,28,118
Limes,6.95,21.99,56.77,602,1247.15,98,40,125
Limes,6.96,23.44,71.14,336,1794.8,116,52,124
Limes,6.83,26.05,57.08,61,1481.55,92,74,143
Limes,6.64,22.18,79.11,730,1451.33,136,23,132
Limes,6.3,23.95,56.29,642,1944.08,131,25,141
Limes,6.41,25.05,51.69,514,1879.23,93,69,102
Limes,6.62,28.85,65.03,462,1219.39,99,28,113
Limes,6.97,29.28,78.7,798,1514.35,99,75,143
Limes,6.32,22.17,60.37,800,1571.89,132,61,130
Limes,6.42,25.0,59.42,603,1708.47,96,34,141
Limes,6.66,29.11,67.46,348,1362.68,102,71,132
Limes,6.33,20.69,72.11,493,1340.91,147,30,108
Limes,6.57,28.23,78.18,922,1373.8,110,36,136
Limes,6.57,20.46,56.44,281,1434.52,134,47,101
Limes,6.1,21.4,75.12,979,1726.28,115,49,139
Limes,6.88,26.58,79.65,927,1081.5,148,57,125
Limes,6.97,22.37,61.52,260,1603.61,144,27,130
Limes,6.54,25.11,65.35,1178,1961.43,110,64,121
Limes,6.17,20.39,72.37,648,1991.69,125,52,137
Limes,6.21,27.35,52.67,243,1930.59,141,45,106
Limes,6.66,26.31,62.28,1006,1050.69,98,42,138
Limes,6.53,23.93,67.76,120,1023.01,132,27,139
Limes,6.87,28.43,78.2,468,1300.79,101,53,125
Limes,6.45,29.66,59.57,1162,1761.64,134,34,147
Limes,6.85,25.69,73.23,154,1158.35,97,73,103
Limes,6.44,21.19,56.29,1039,1677.23,130,64,121
Limes,6.75,20.25,61.94,127,1586.57,124,65,132
Limes,6.33,25.1,66.43,1089,1159.23,107,34,126
Limes,6.73,23.23,69.01,356,1680.95,102,65,135
Limes,6.01,26.43,70.33,609,1200.13,97,24,102
Limes,6.49,25.15,66.85,140,1406.13,148,62,144
Limes,6.74,28.17,58.82,1028,1872.18,107,72,106
Limes,6.87,20.89,60.56,1038,1493.64,130,73,137
Limes,6.17,28.84,76.6,982,1643.32,108,62,106
Limes,6.16,21.18,72.15,249,1833.97,107,73,112
Limes,6.72,26.82,62.07,300,1420.1,116,29,113
Limes,6.39,28.59,72.37,1035,1127.4,108,63,109
Limes,6.26,21.0,59.84,262,1681.4,122,56,119
Limes,6.92,20.21,54.31,961,1244.88,139,70,141
Limes,6.92,27.32,78.17,115,1219.02,138,25,135
Limes,6.31,21.62,68.3,767,1284.71,103,68,118
Limes,6.36,23.71,58.02,124,1288.54,99,52,138
Limes,6.72,27.86,71.83,366,1568.98,124,26,113
Limes,6.59,20.52,68.75,973,1255.59,103,21,141
Limes,6.67,26.14,56.83,524,1213.34,109,42,118
Limes,6.74,28.81,65.94,742,1184.22,141,74,120
Limes,6.62,29.15,50.64,487,1038.37,112,42,149
Limes,6.97,21.89,55.63,629,1842.1,126,67,109
Limes,6.73,29.82,51.48,88,1701.05,103,56,150
