Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Custard Apple,7.25,22.66,68.09,1287,1835.79,140,26,179
Custard Apple,6.01,25.01,63.92,855,822.07,167,30,284
Custard Apple,5.62,20.66,68.78,1790,1824.58,145,45,118
Custard Apple,6.09,21.73,64.71,1791,1864.95,134,28,242
Custard Apple,7.2,23.96,63.62,1177,1948.04,88,47,281
Custard Apple,5.51,23.79,50.71,494,1959.21,144,44,179
Custard Apple,6.04,25.63,50.28,243,744.37,174,25,252
Custard Apple,5.9,25.47,54.88,1302,1814.71,154,25,169
Custard Apple,7.16,28.73,66.75,748,1510.33,94,31,94
Custard Apple,6.28,21.68,54.42,427,1433.58,126,46,115
Custard Apple,6.96,23.75,67.27,553,1969.86,123,47,113
Custard Apple,5.83,28.25,55.73,1360,1967.95,98,49,82
Custard Apple,6.36,22.24,60.47,1275,1455.49,88,33,112
Custard Apple,6.85,28.19,52.27,188,1201.61,190,37,152
Custard Apple,6.66,28.81,51.74,873,1335.64,114,26,155
Custard Apple,5.68,29.04,61.14,1077,1316.6,128,29,255
Custard Apple,7.25,22.02,69.44,1300,1655.72,106,44,244
Custard Apple,6.47,23.4,58.21,1778,1793.13,140,36,178
Custard Apple,6.11,28.32,66.31,862,1646.43,125,46,155
Custard Apple,7.24,21.58,59.82,1003,868.43,177,32,94
Custard Apple,6.03,24.93,59.28,666,1002.26,170,48,123
Custard Apple,6.98,25.83,62.16,1030,971.99,94,50,149
Custard Apple,7.39,21.63,51.46,1217,781.0,153,48,256
Custard Apple,7.27,23.48,68.94,1197,1985.33,120,34,243
Custard Apple,6.66,25.38,67.67,1684,1581.44,97,22,102
Custard Apple,6.42,27.57,59.03,1364,1024.71,110,29,244
Custard Apple,7.11,21.63,55.17,1464,1319.33,185,34,263
Custard Apple,5.77,22.08,67.13,102,1708.7,179,49,123
Custard Apple,5.98,24.16,50.94,1754,741.27,177,24,285
Custard Apple,6.4,28.48,51.77,611,1477.55,146,45,291
Custard Apple,7.14,25.18,67.93,276,1701.1,159,32,113
Custard Apple,5.55,22.02,58.95,844,1519.28,183,24,219
Custard Apple,6.15,26.97,58.25,1377,994.2,192,39,227
Custard Apple,7.2,21.6,50.95,1563,1716.61,115,47,224
Custard Apple,7.28,20.4,68.5,299,1125.52,156,28,115
Custard Apple,5.64,28.24,69.46,214,1554.04,186,28,143
Custard Apple,6.66,21.3,58.95,1210,1258.78,116,32,174
Custard Apple,6.31,21.85,62.19,526,1256.0,90,43,232
Custard Apple,7.5,22.45,68.56,1702,1946.52,94,47,233
Custard Apple,6.71,23.46,58.23,640,947.55,150,44,105
Custard Apple,5.65,25.82,59.41,944,1904.69,101,32,147
Custard Apple,6.98,24.3,65.62,731,1680.42,135,30,169
Custard Apple,7.15,25.62,50.58,380,759.01,192,37,220
Custard Apple,7.21,26.36,56.61,947,1093.46,140,23,106
Custard Apple,7.24,29.17,52.53,864,957.79,173,43,142
Custard Apple,7.15,20.33,57.8,1426,1670.17,157,47,279
Custard Apple,5.53,24.41,69.71,1764,765.06,151,27,114
Custard Apple,7.29,26.46,54.35,1465,1585.88,94,42,105
Custard Apple,7.24,26.6,52.82,399,1335.1,113,49,115
Custard Apple,6.44,26.05,66.71,903,938.72,121,47,135
Custard Apple,5.74,25.8,65.33,1335,1580.23,189,40,166
Custard Apple,5.6,23.63,57.65,831,1250.35,132,48,198
Custard Apple,6.86,26.91,52.91,827,946.59,148,32,162
Custard Apple,6.75,25.92,61.95,1711,1659.96,158,31,300
Custard Apple,6.84,25.89,52.78,957,1032.13,181,48,293
Custard Apple,7.03,21.99,56.58,1108,1950.27,102,41,261
Custard Apple,6.97,28.51,66.77,1272,719.72,147,38,125
Custard Apple,7.24,22.66,59.45,316,1352.27,98,26,268
Custard Apple,6.82,25.97,52.29,917,819.52,159,29,192
Custard Apple,5.92,23.31,62.09,1227,1104.58,128,25,198
Custard Apple,6.43,22.89,69.05,921,1013.0,131,29,130
Custard Apple,6.91,22.64,53.88,820,1443.78,86,20,126
Custard Apple,6.74,29.3,56.35,1601,1552.02,91,38,237
Custard Apple,7.27,26.33,62.22,521,942.71,185,25,235
Custard Apple,5.53,28.57,68.08,1179,767.64,86,44,128
Custard Apple,6.63,28.76,61.24,591,1666.58,153,22,115
Custard Apple,6.79,28.14,67.01,1653,784.46,99,37,177
Custard Apple,5.99,21.69,56.25,649,1713.01,84,23,118
Custard Apple,7.32,25.43,57.8,1452,1133.03,137,35,142
Custard Apple,5.94,21.23,55.45,717,1493.58,116,39,194
Custard Apple,5.72,24.04,62.41,1065,1546.83,143,44,271
Custard Apple,6.6,20.12,65.08,1060,1215.04,138,46,202
Custard Apple,6.0,24.19,57.52,114,972.44,167,21,238
Custard Apple,7.29,29.33,63.19,887,828.54,165,34,239
Custard Apple,6.85,28.02,66.43,762,1355.72,86,27,194
Custard Apple,6.19,21.49,56.59,1388,1704.07,140,35,179
Custard Apple,5.79,23.89,66.41,749,1231.15,110,24,151
Custard Apple,5.9,27.23,68.55,432,783.12,177,23,116
Custard Apple,6.02,25.18,56.87,707,1331.6,175,22,175
Custard Apple,7.07,26.87,57.47,137,1737.5,162,41,251
Custard Apple,5.74,24.11,65.74,1393,1639.99,129,49,141
Custard Apple,6.48,28.9,63.6,1313,1784.14,189,28,267
Custard Apple,6.03,28.0,66.57,206,1835.58,133,35,242
Custard Apple,6.42,29.01,65.54,1774,985.38,155,41,299
Custard Apple,6.22,26.84,55.22,709,782.28,114,43,192
Custard Apple,6.64,28.05,57.02,978,860.36,144,22,137
Custard Apple,6.94,24.1,60.59,1352,1196.65,192,44,159
Custard Apple,7.28,24.21,57.7,1437,1534.35,173,29,144
