Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Grapes,6.51,17.03,60.08,1000,966.97,120,121,84
Grapes,5.8,33.82,53.02,725,968.05,199,87,132
Grapes,5.0,19.18,54.37,839,707.33,221,95,140
Grapes,5.79,23.03,64.52,1156,1255.66,122,132,195
Grapes,5.47,32.7,57.9,499,1021.56,188,74,177
Grapes,5.78,22.2,69.31,868,726.91,139,122,118
Grapes,5.81,31.01,46.69,1082,1135.01,171,62,148
Grapes,6.78,32.26,69.43,598,775.95,211,126,193
Grapes,5.37,30.19,60.64,560,1079.77,198,21,153
Grapes,5.87,31.24,45.11,1470,639.75,183,80,247
Grapes,6.52,32.75,65.61,524,671.19,121,22,215
Grapes,6.3,21.6,41.19,440,1059.49,171,20,186
Grapes,6.09,15.34,41.46,725,1198.83,245,40,181
Grapes,6.94,21.68,54.3,696,1233.75,171,123,103
Grapes,6.04,27.62,59.39,719,785.94,154,110,105
Grapes,5.76,26.43,68.5,1487,995.34,113,26,207
Grapes,5.62,29.26,42.18,1387,964.18,117,93,128
Grapes,6.12,23.72,69.72,616,1078.63,250,106,83
Grapes,6.08,30.32,40.68,553,1115.4,244,33,188
Grapes,6.32,15.73,51.06,1117,1218.08,204,109,218
Grapes,6.63,26.5,56.93,415,1118.16,221,39,179
Grapes,5.69,18.35,64.26,1380,1031.16,200,21,112
Grapes,6.96,16.92,48.79,1095,997.66,226,59,145
Grapes,5.23,16.91,43.08,948,1207.1,232,95,168
Grapes,5.53,31.03,45.89,491,1177.91,91,125,199
Grapes,6.56,25.4,56.19,1493,1288.26,236,50,239
Grapes,6.5,23.57,42.22,610,1044.8,205,95,167
Grapes,5.98,22.85,53.5,835,1241.35,197,27,154
Grapes,6.11,31.76,51.23,1496,812.22,87,107,231
Grapes,6.63,23.65,47.89,558,1164.98,117,120,85
Grapes,5.44,29.03,52.47,1175,646.25,149,120,159
Grapes,6.89,29.65,51.81,989,1151.77,171,49,235
Grapes,5.14,18.81,66.82,1017,1093.47,93,20,221
Grapes,6.4,18.93,57.15,492,1072.28,102,52,120
Grapes,6.49,34.95,50.01,704,769.54,234,109,109
Grapes,5.51,24.66,63.73,734,677.5,92,65,83
Grapes,5.46,16.63,43.76,663,973.54,172,102,176
Grapes,6.73,32.56,47.29,592,1192.42,149,32,196
Grapes,5.66,28.03,53.41,446,1213.48,148,26,99
Grapes,5.3,25.15,68.45,490,693.62,234,130,142
Grapes,6.46,23.4,42.7,1405,1058.24,190,49,220
Grapes,6.39,30.44,43.77,1340,1247.72,172,107,111
Grapes,6.93,15.48,58.29,1249,1130.59,88,139,102
Grapes,5.43,34.87,62.59,1391,833.97,116,114,237
Grapes,5.66,28.66,49.83,1359,1177.0,173,97,128
Grapes,6.63,20.54,66.37,898,828.18,119,50,180
Grapes,6.74,16.39,66.65,612,729.86,99,81,134
Grapes,5.03,15.01,43.82,850,1105.63,228,67,200
Grapes,5.1,15.15,50.34,505,1032.91,97,41,212
Grapes,6.7,23.51,56.78,1279,1107.33,187,136,188
Grapes,5.78,28.65,41.98,960,894.92,222,28,181
