Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Oats,6.13,19.44,53.59,523,662.15,91,50,78
Oats,6.55,16.54,58.39,638,611.91,76,41,89
Oats,6.67,19.07,55.41,1164,622.05,78,39,87
Oats,6.21,23.98,60.63,890,564.99,88,34,100
Oats,5.35,19.3,61.46,180,453.39,79,34,92
Oats,5.58,21.5,57.59,1070,629.96,83,31,99
Oats,5.42,20.28,50.48,382,506.27,65,32,60
Oats,6.69,24.48,69.36,1310,553.27,85,33,74
Oats,6.03,17.38,61.69,1288,533.77,91,31,97
Oats,5.92,22.77,65.22,1241,525.85,80,49,96
Oats,6.87,20.88,66.54,443,595.09,81,33,90
Oats,6.06,20.77,67.37,658,673.63,90,50,81
Oats,5.62,24.46,69.32,821,574.17,81,42,81
Oats,5.12,20.49,67.64,442,657.08,83,46,100
Oats,6.7,16.03,66.2,635,451.61,67,46,81
Oats,5.36,20.72,67.9,490,646.44,85,42,94
Oats,5.97,18.55,51.64,1469,610.8,81,48,89
Oats,5.01,16.23,68.69,1171,523.2,86,47,100
Oats,6.42,16.39,51.85,1156,468.91,67,48,65
Oats,6.93,23.23,61.73,1018,596.43,67,35,82
Oats,5.4,22.6,61.17,494,443.22,74,30,79
Oats,5.04,15.76,55.2,609,684.78,76,38,78
Oats,6.47,21.6,61.55,657,670.98,86,48,90
Oats,5.29,16.31,53.26,1037,664.01,90,45,100
Oats,5.94,20.58,65.93,1029,651.38,96,49,100
Oats,6.48,23.88,63.21,598,424.66,90,39,91
Oats,6.07,18.23,67.55,210,564.54,61,30,93
Oats,5.87,21.55,57.94,711,561.67,91,47,77
Oats,5.26,16.96,54.57,971,469.14,99,42,94
Oats,6.89,18.37,52.82,1063,441.73,90,38,98
Oats,5.51,20.09,57.56,553,584.03,93,30,89
Oats,5.16,22.29,61.58,652,437.61,96,40,67
Oats,6.95,15.14,59.28,1429,624.67,70,37,77
Oats,5.12,23.53,65.15,673,637.05,77,32,75
Oats,6.37,23.21,53.53,1486,416.72,63,40,92
Oats,6.05,19.93,59.45,1031,696.64,94,33,87
Oats,5.1,22.85,61.17,883,445.59,89,45,85
Oats,5.7,24.97,51.93,1181,469.86,69,39,92
Oats,5.26,19.94,67.07,562,556.23,71,50,71
Oats,6.91,20.36,66.38,123,621.57,69,35,88
Oats,5.79,19.29,50.31,1344,598.88,73,39,93
Oats,5.36,20.52,61.28,723,531.63,90,49,97
Oats,6.82,16.87,50.52,640,627.94,95,50,75
Oats,6.71,18.0,51.66,128,480.53,96,50,79
Oats,6.86,20.01,52.12,189,452.12,75,49,68
Oats,6.57,18.03,64.02,1036,436.99,95,42,91
Oats,6.11,22.13,58.08,528,536.52,83,39,84
Oats,5.89,21.33,68.63,1014,476.1,73,36,73
Oats,5.95,20.16,51.06,394,403.8,93,32,80
Oats,6.24,17.57,69.02,9,425.32,87,30,81
Oats,5.77,20.53,60.57,84,458.89,95,50,74
Oats,5.23,23.47,60.62,328,414.98,65,47,91
Oats,6.5,19.83,65.2,870,419.18,76,49,84
Oats,6.46,15.52,60.83,1400,619.3,66,34,60
Oats,6.74,16.87,57.76,1388,672.03,81,46,67
Oats,6.64,20.08,62.21,1121,468.35,89,45,63
Oats,5.18,15.72,64.96,916,614.78,91,43,64
Oats,5.84,15.72,63.52,386,467.01,70,47,96
Oats,6.64,17.39,64.52,507,640.0,91,36,69
Oats,5.82,22.24,57.79,523,449.92,91,47,78
Oats,6.58,20.04,56.79,670,636.1,70,34,93
Oats,6.23,21.8,64.4,70,542.05,86,46,97
Oats,5.18,15.01,56.8,1118,593.05,80,48,61
Oats,6.61,24.54,63.96,1363,494.68,79,49,64
Oats,6.3,23.16,58.76,1500,592.55,90,42,80
Oats,5.59,16.36,67.59,1233,650.48,92,33,60
Oats,5.16,17.5,60.07,774,573.91,68,30,95
Oats,6.85,15.22,53.59,170,660.12,61,41,86
Oats,5.31,16.37,68.77,183,500.59,97,35,63
Oats,6.68,16.41,53.68,609,543.56,69,44,62
Oats,5.61,15.23,63.7,168,563.07,69,45,79
Oats,5.7,19.62,64.15,1114,434.9,81,40,98
Oats,6.24,16.41,60.24,1059,503.42,89,40,80
Oats,6.13,21.2,69.14,138,676.55,66,40,83
Oats,5.67,24.21,53.22,161,510.69,65,49,61
Oats,5.34,20.02,58.88,1422,470.22,81,31,92
Oats,6.0,18.68,67.21,215,495.14,98,45,100
Oats,6.26,18.35,52.91,557,597.74,63,30,88
Oats,5.86,21.19,59.5,619,570.48,87,42,62
Oats,6.8,21.27,65.9,580,500.94,89,47,86
Oats,5.72,20.19,62.06,665,473.98,96,43,70
Oats,5.38,21.63,58.68,1467,684.62,90,49,63
Oats,5.7,21.51,61.48,1047,691.5,76,38,94
Oats,6.61,17.7,66.86,422,574.91,100,33,67
Oats,5.69,18.33,55.82,754,612.46,75,39,83
Oats,6.91,20.34,68.29,370,494.37,62,37,71
Oats,6.8,21.74,67.22,95,481.45,100,48,64
Oats,6.05,24.08,63.02,1059,632.23,82,47,97
Oats,6.35,22.37,69.31,268,654.14,71,46,86
Oats,5.47,24.46,65.85,1498,638.23,71,40,62
Oats,5.93,18.04,63.6,66,431.22,96,38,60
Oats,6.07,17.44,56.02,785,538.35,62,46,61
Oats,6.32,23.93,67.46,476,671.08,61,32,94
Oats,6.48,22.44,58.13,313,623.75,97,42,64
Oats,6.95,15.96,56.1,1165,496.97,72,39,86
Oats,5.23,16.35,64.98,502,540.04,68,32,97
Oats,6.76,21.48,69.93,242,536.01,76,39,89
Oats,5.93,19.57,66.22,508,481.42,81,33,85
Oats,6.05,21.7,67.96,909,547.81,60,50,94
Oats,6.91,24.0,52.27,755,433.0,97,39,69
