Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Ginger,5.54,29.11,71.11,1423,2993.11,55,38,41
Ginger,5.97,25.13,74.22,1107,2797.5,51,25,43
Ginger,5.96,28.15,74.22,1483,2921.22,43,36,52
Ginger,5.68,26.69,75.85,923,2360.39,54,28,47
Ginger,5.65,20.3,74.81,114,2907.29,54,20,57
Ginger,6.16,23.76,71.34,772,2505.4,41,32,57
Ginger,6.07,24.08,74.92,1233,2291.59,44,29,57
Ginger,6.2,24.5,74.6,291,2840.12,48,35,52
Ginger,6.25,29.72,76.56,1215,2810.65,56,25,60
Ginger,5.76,20.27,76.74,811,2093.47,46,38,55
Ginger,5.94,22.4,70.14,691,2336.94,60,26,58
Ginger,6.35,22.87,70.38,1308,1837.51,51,21,57
Ginger,5.75,25.89,77.63,517,1973.62,55,26,45
Ginger,5.57,21.34,79.17,854,2276.82,42,30,48
Ginger,5.85,27.59,78.1,471,2631.81,52,39,40
Ginger,6.08,22.98,75.04,1498,2844.39,54,38,42
Ginger,5.77,26.34,72.29,653,2643.25,55,37,57
Ginger,5.56,28.45,73.11,859,2415.15,60,21,58
Ginger,5.89,24.67,73.96,520,1915.14,49,23,43
Ginger,5.82,24.68,79.16,525,2215.01,59,22,58
Ginger,6.14,23.46,79.0,745,1708.78,43,39,44
Ginger,6.08,28.94,73.42,769,2309.83,57,36,55
Ginger,5.93,26.53,75.76,547,2446.58,43,33,49
Ginger,5.61,29.34,77.12,313,2271.7,46,23,47
Ginger,6.28,23.28,79.79,1014,2536.15,49,35,49
Ginger,5.93,24.26,76.96,864,2878.65,44,29,43
Ginger,6.38,20.73,77.73,1142,2229.08,46,38,56
Ginger,5.7,28.26,73.66,596,2021.29,50,32,50
Ginger,5.8,27.07,71.54,1254,2329.49,51,34,46
Ginger,5.52,26.01,73.45,635,1847.44,58,22,49
Ginger,6.22,22.39,75.5,534,2061.77,45,35,41
Ginger,5.78,28.17,76.41,946,2577.96,41,26,43
Ginger,5.62,21.2,70.27,606,2011.24,60,28,57
Ginger,5.79,20.98,73.89,755,2191.51,51,35,40
Ginger,6.28,27.46,76.54,950,2290.48,48,24,44
Ginger,6.08,22.04,73.21,696,1670.74,58,26,59
Ginger,5.79,28.82,79.17,133,2576.21,42,34,47
Ginger,6.39,26.15,79.51,528,1703.74,48,38,57
Ginger,6.39,20.33,72.83,1066,2096.15,51,21,52
Ginger,6.36,27.53,75.2,318,2196.14,43,39,44
Ginger,5.61,26.27,76.7,144,2667.74,51,31,47
Ginger,5.59,26.19,71.18,975,2057.43,46,35,55
Ginger,5.96,29.46,75.76,352,1609.45,52,23,58
Ginger,5.89,23.94,78.04,1213,2114.01,47,40,57
Ginger,5.85,24.35,71.35,1045,2813.63,40,22,50
