Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Coconut,6.35,34.65,63.42,70,1988.71,36,14,20
Coconut,7.79,33.16,61.02,265,2465.35,36,29,21
Coconut,5.74,34.63,67.9,181,2030.09,28,23,21
Coconut,7.22,29.65,89.39,260,1935.35,36,21,26
Coconut,6.79,34.33,74.76,221,1722.7,23,26,34
Coconut,5.94,27.35,68.89,89,1778.19,29,29,31
Coconut,6.7,31.69,87.0,80,2428.29,40,26,24
Coconut,7.9,34.68,70.58,305,1898.64,33,15,38
Coconut,7.79,28.59,83.88,406,2454.27,29,17,40
Coconut,6.83,34.33,74.46,126,1545.75,33,24,22
Coconut,5.92,29.31,87.86,135,2264.76,38,16,30
Coconut,6.33,27.37,63.54,279,1658.26,29,13,32
Coconut,7.04,30.52,81.9,492,1827.81,22,29,24
Coconut,7.41,33.72,73.49,249,2041.21,35,16,28
Coconut,5.67,27.98,88.3,316,1961.7,27,15,38
Coconut,5.78,34.3,69.97,168,1638.61,32,29,38
Coconut,6.45,28.26,72.56,339,1927.77,36,23,40
Coconut,6.13,27.02,64.37,97,1931.4,35,25,25
Coconut,5.57,29.05,67.79,472,2107.71,30,12,35
Coconut,7.74,27.92,89.5,440,1597.89,30,10,25
Coconut,6.32,29.39,87.46,178,1985.85,37,21,27
Coconut,5.59,29.85,64.07,396,1619.79,26,11,32
Coconut,7.53,31.13,89.02,496,2042.22,32,10,38
Coconut,6.03,34.52,64.18,320,2217.1,29,23,36
Coconut,6.69,30.73,72.31,132,1586.12,39,11,37
Coconut,5.82,33.39,87.02,383,1941.07,29,10,26
Coconut,6.7,31.47,89.37,166,2115.31,22,28,40
Coconut,6.82,29.15,66.45,106,1751.25,35,19,40
Coconut,5.6,33.45,80.16,218,2475.9,38,20,34
Coconut,7.0,29.35,87.96,336,1813.27,30,22,32
Coconut,7.56,32.7,64.12,136,1981.9,40,26,20
Coconut,7.0,27.31,70.59,484,1957.82,39,19,22
Coconut,5.71,28.43,65.71,242,1992.47,34,16,29
Coconut,6.8,29.76,82.88,493,2108.86,23,30,36
Coconut,5.92,34.77,75.5,284,2058.28,40,24,35
Coconut,7.71,34.34,69.19,201,2122.88,36,21,37
Coconut,6.5,30.56,66.59,190,1931.04,31,14,25
Coconut,5.71,29.2,72.03,241,1953.03,27,30,34
Coconut,7.45,31.3,79.91,435,1877.62,29,19,26
Coconut,6.95,34.32,72.43,335,2014.09,24,19,26
Coconut,5.76,29.93,86.58,271,1862.53,20,24,36
Coconut,6.03,33.31,68.56,195,2130.68,29,13,32
Coconut,5.85,33.44,69.06,285,1568.97,29,13,36
Coconut,7.84,32.97,65.19,383,2080.8,26,24,26
Coconut,6.98,30.98,87.22,167,1503.59,38,19,22
Coconut,7.28,35.0,82.31,327,1529.18,24,28,29
Coconut,6.96,33.59,80.59,157,2400.99,34,24,32
Coconut,7.78,33.77,75.03,403,1524.71,30,17,25
Coconut,7.18,33.01,74.62,124,1916.58,25,22,27
