Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Pumpkin,6.65,22.09,73.83,1033,793.25,99,23,84
Pumpkin,6.79,21.24,75.82,586,680.91,112,31,117
Pumpkin,7.12,28.99,67.45,1052,763.91,115,27,82
Pumpkin,6.24,22.95,61.66,857,733.39,98,35,90
Pumpkin,6.47,24.11,73.08,1475,766.93,110,23,105
Pumpkin,7.32,27.46,68.96,1381,653.57,119,40,118
Pumpkin,6.59,28.6,76.46,534,626.07,101,40,112
Pumpkin,6.76,29.31,67.72,104,730.01,110,27,90
Pumpkin,7.42,27.43,72.5,771,766.52,92,27,87
Pumpkin,6.07,24.31,66.73,1367,725.6,93,23,103
Pumpkin,7.14,25.71,73.13,235,687.3,107,30,107
Pumpkin,7.3,20.79,72.85,65,736.8,105,28,117
Pumpkin,6.25,28.93,78.52,349,732.7,113,37,90
Pumpkin,7.44,25.81,77.53,865,601.92,109,23,109
Pumpkin,7.12,20.48,79.12,292,606.6,114,27,81
Pumpkin,6.77,21.36,74.61,123,692.24,87,38,86
Pumpkin,6.43,28.63,68.12,493,767.19,102,32,80
Pumpkin,6.54,27.51,76.87,769,798.36,118,34,92
Pumpkin,6.22,28.69,72.84,732,708.05,104,40,96
Pumpkin,7.38,20.84,61.86,1137,640.17,100,20,94
Pumpkin,6.4,27.58,74.14,271,637.11,102,35,96
Pumpkin,6.93,27.3,70.24,677,620.62,106,31,98
Pumpkin,7.45,29.33,78.32,323,610.42,92,24,99
Pumpkin,6.58,28.28,66.27,1240,774.98,105,26,95
Pumpkin,6.74,29.57,60.09,652,687.94,118,36,112
Pumpkin,7.2,29.05,68.57,1091,705.12,94,20,119
Pumpkin,7.12,20.17,73.04,520,760.59,120,40,107
Pumpkin,7.4,26.55,70.69,299,629.88,110,39,106
Pumpkin,6.23,25.76,77.36,595,606.35,101,23,111
Pumpkin,6.96,25.3,66.37,1496,656.46,106,31,102
Pumpkin,7.09,23.03,64.59,667,701.67,85,24,117
Pumpkin,6.34,27.9,74.89,808,766.38,119,38,113
Pumpkin,6.33,26.83,76.57,231,629.69,115,25,94
Pumpkin,6.26,21.14,68.19,890,764.62,104,27,101
Pumpkin,6.48,23.82,78.34,1365,767.0,113,22,101
Pumpkin,6.77,21.71,78.31,176,754.24,82,40,85
Pumpkin,6.83,22.78,65.07,963,667.34,101,35,98
Pumpkin,6.01,28.63,73.81,125,769.32,103,39,111
Pumpkin,7.22,28.66,77.15,409,791.81,91,25,82
Pumpkin,6.82,21.55,78.55,83,614.16,100,21,83
Pumpkin,7.29,24.08,73.67,1279,700.07,105,33,91
Pumpkin,6.98,21.76,71.71,1164,734.29,101,34,109
Pumpkin,6.07,27.15,70.0,359,761.16,84,28,102
Pumpkin,7.22,25.35,65.05,152,677.83,114,38,85
Pumpkin,6.03,24.56,72.12,1180,771.06,116,26,105
Pumpkin,6.43,29.0,72.78,695,655.39,92,22,115
Pumpkin,6.2,22.58,79.23,1417,722.84,117,36,90
Pumpkin,6.96,26.69,74.14,622,601.89,92,29,103
Pumpkin,6.35,27.39,70.64,732,645.21,118,38,93
Pumpkin,6.84,22.72,62.22,715,759.47,113,30,84
Pumpkin,6.13,23.46,70.13,70,750.11,85,35,89
Pumpkin,6.21,20.89,61.83,424,743.15,90,26,91
Pumpkin,7.15,25.06,72.99,1154,768.04,103,26,87
Pumpkin,6.85,24.04,78.12,868,722.64,111,25,95
Pumpkin,7.45,24.29,78.02,510,699.42,89,37,99
Pumpkin,6.13,20.98,65.3,973,731.87,114,32,89
Pumpkin,6.81,29.06,65.51,1240,707.82,88,28,103
Pumpkin,6.54,29.78,63.64,1395,688.63,80,23,117
Pumpkin,7.15,28.09,64.4,1444,774.37,112,20,89
Pumpkin,6.25,29.52,79.43,1044,645.28,87,26,95
Pumpkin,7.03,20.1,73.62,321,634.1,106,30,100
Pumpkin,6.47,24.56,66.73,101,694.74,118,31,97
Pumpkin,6.03,22.61,77.44,671,788.46,87,39,113
Pumpkin,7.22,21.16,63.32,825,769.7,111,30,109
Pumpkin,6.47,20.91,79.22,1198,770.79,98,29,104
Pumpkin,7.09,27.05,64.65,569,759.22,91,40,105
Pumpkin,7.34,20.6,61.24,1120,620.35,88,33,117
Pumpkin,7.45,22.19,76.11,958,628.03,106,40,115
Pumpkin,6.63,29.97,72.83,1176,723.79,119,24,88
Pumpkin,6.23,23.42,73.1,338,782.19,80,20,104
Pumpkin,6.13,25.13,66.22,1063,708.63,95,40,116
Pumpkin,6.38,26.1,79.92,773,620.95,102,27,94
Pumpkin,6.95,24.36,73.36,874,660.99,92,21,112
Pumpkin,6.57,24.5,77.53,665,631.0,80,35,109
Pumpkin,6.09,21.92,70.4,1149,656.85,108,23,81
Pumpkin,6.77,20.82,67.86,600,611.68,110,40,82
Pumpkin,7.25,27.66,68.83,1061,774.48,80,35,85
Pumpkin,6.37,28.53,71.74,1419,699.59,87,31,96
Pumpkin,6.17,20.52,60.55,602,780.81,120,36,110
Pumpkin,6.1,24.65,68.49,562,671.38,102,24,93
Pumpkin,7.02,29.49,63.09,296,778.03,101,28,91
Pumpkin,6.04,26.66,77.46,1225,758.52,84,27,105
Pumpkin,7.05,28.63,72.95,890,756.54,110,38,88
Pumpkin,7.03,22.06,64.89,107,792.24,81,26,89
Pumpkin,6.66,23.91,70.91,501,765.86,96,36,90
Pumpkin,6.08,20.73,70.41,813,682.7,112,39,84
Pumpkin,6.25,26.64,71.5,147,773.11,95,26,112
Pumpkin,7.43,25.72,70.55,434,626.76,106,35,103
Pumpkin,6.56,22.73,63.0,652,657.64,101,37,89
Pumpkin,6.96,23.9,64.01,475,724.31,95,36,114
Pumpkin,6.68,24.16,68.02,1434,685.97,81,24,88
Pumpkin,6.44,25.92,64.06,81,792.71,94,24,112
Pumpkin,7.05,20.56,68.89,631,668.35,113,35,117
Pumpkin,6.84,24.96,78.73,387,766.11,113,37,117
Pumpkin,7.42,21.01,61.65,1365,729.47,99,30,85
Pumpkin,7.15,23.72,60.28,448,751.31,115,27,95
Pumpkin,6.03,22.28,78.59,537,698.98,81,33,82
Pumpkin,6.7,29.6,78.9,647,708.8,80,22,118
Pumpkin,6.65,22.54,63.36,1007,687.74,115,35,93
Pumpkin,6.19,21.76,77.02,711,707.85,103,22,111
Pumpkin,7.49,26.34,66.07,620,734.51,117,31,99
Pumpkin,7.27,22.16,72.35,1323,709.47,99,33,99
Pumpkin,6.67,24.83,66.89,206,774.96,92,33,89
Pumpkin,6.32,22.82,68.96,1062,603.14,92,30,96
Pumpkin,7.35,25.48,79.81,1068,609.59,109,37,94
Pumpkin,7.47,24.06,65.18,174,728.36,101,28,120
Pumpkin,7.03,24.1,72.52,280,602.18,102,22,89
Pumpkin,6.8,20.09,72.54,131,658.26,112,32,92
Pumpkin,6.47,21.61,76.01,1277,779.81,96,25,114
Pumpkin,6.96,24.58,65.77,773,601.47,111,24,118
Pumpkin,6.78,20.01,78.29,1285,799.9,105,39,106
Pumpkin,7.26,25.97,61.61,129,679.05,95,22,111
Pumpkin,7.02,26.48,65.97,787,727.86,110,32,113
Pumpkin,7.14,23.55,77.8,800,799.47,84,37,120
Pumpkin,7.04,24.99,69.24,492,759.65,117,29,81
Pumpkin,6.28,25.43,76.45,372,795.86,97,29,107
Pumpkin,7.46,23.65,72.44,1417,792.68,104,32,84
Pumpkin,6.05,26.62,71.38,156,738.95,118,39,107
Pumpkin,7.38,24.36,66.72,367,605.17,107,38,99
Pumpkin,6.22,24.92,67.63,1372,603.53,86,23,95
Pumpkin,7.34,24.68,75.73,915,734.97,114,27,98
Pumpkin,6.9,25.59,61.35,766,684.34,103,24,100
Pumpkin,6.01,26.49,77.7,182,618.37,90,24,85
Pumpkin,6.56,28.18,75.73,604,636.68,109,35,118
Pumpkin,6.7,22.66,67.11,1352,754.07,104,22,90
Pumpkin,6.24,25.61,79.88,428,648.95,109,29,110
Pumpkin,6.16,25.5,69.77,349,606.68,93,32,80
Pumpkin,7.38,29.05,68.92,1151,721.17,108,33,107
Pumpkin,6.51,21.56,63.08,716,704.25,91,35,90
Pumpkin,7.05,23.89,77.61,391,676.02,90,37,89
Pumpkin,7.01,27.04,67.42,314,714.23,82,20,102
Pumpkin,6.11,24.94,67.62,621,615.71,105,30,112
Pumpkin,6.83,28.62,66.29,430,627.57,101,40,117
Pumpkin,6.17,28.5,76.92,736,671.7,113,36,97
Pumpkin,7.35,24.55,60.77,649,797.92,84,29,101
Pumpkin,7.05,27.13,73.3,916,621.63,102,20,94
Pumpkin,7.46,25.06,72.07,737,788.01,110,40,111
Pumpkin,6.79,23.9,79.0,404,792.45,93,34,87
Pumpkin,6.67,27.01,70.68,998,762.24,114,22,102
Pumpkin,6.74,25.8,68.42,1305,642.48,107,32,113
Pumpkin,7.44,24.35,65.37,1155,680.64,99,39,116
Pumpkin,6.08,26.56,79.02,904,619.48,100,25,92
Pumpkin,6.34,25.0,65.52,1107,793.28,92,22,115
Pumpkin,6.1,27.14,75.45,746,683.56,81,37,104
Pumpkin,6.02,20.73,79.62,1199,700.88,112,27,85
Pumpkin,7.1,20.63,74.99,870,723.86,106,25,114
Pumpkin,6.45,25.06,79.04,1388,710.23,97,22,96
Pumpkin,6.73,25.33,78.86,1088,600.76,84,20,88
Pumpkin,6.32,24.84,71.07,1353,638.9,113,34,96
Pumpkin,6.13,24.35,66.25,877,743.07,81,23,87
Pumpkin,7.21,22.72,70.69,1392,611.59,116,26,101
Pumpkin,7.25,23.76,73.49,672,677.35,86,32,86
Pumpkin,6.8,20.62,69.66,674,755.81,103,22,110
Pumpkin,6.04,25.88,76.23,799,601.26,100,28,118
Pumpkin,6.06,23.27,62.06,1319,680.31,119,27,111
Pumpkin,6.58,21.56,70.82,1227,640.9,94,20,99
Pumpkin,7.39,28.6,75.57,749,659.88,115,30,81
Pumpkin,6.14,20.06,61.11,763,683.06,105,29,102
Pumpkin,6.83,22.44,67.14,963,652.44,117,23,107
Pumpkin,7.43,25.97,62.04,442,707.82,90,28,111
Pumpkin,6.79,29.36,73.75,840,734.21,92,26,113
Pumpkin,6.41,27.84,60.39,438,627.62,96,38,103
Pumpkin,6.73,27.98,60.73,956,657.62,82,31,115
Pumpkin,7.39,25.07,61.22,880,628.54,99,27,103
Pumpkin,6.37,21.82,65.0,1278,649.48,114,33,80
Pumpkin,7.19,21.04,75.78,1246,739.2,93,33,114
Pumpkin,7.05,25.75,66.15,713,644.62,105,24,80
Pumpkin,6.56,26.09,61.12,80,784.5,105,22,81
Pumpkin,6.19,25.93,75.35,331,607.63,93,36,94
Pumpkin,7.43,22.58,75.07,63,736.76,105,35,114
Pumpkin,6.66,28.55,70.23,1003,739.55,117,37,116
Pumpkin,6.84,26.76,72.58,389,612.63,92,22,81
Pumpkin,6.35,20.36,77.06,774,675.05,89,30,85
Pumpkin,6.03,29.47,63.03,548,797.31,93,36,89
Pumpkin,6.55,20.27,74.48,645,765.69,82,30,100
Pumpkin,6.11,20.39,76.53,982,653.71,104,31,115
Pumpkin,7.39,27.53,68.09,837,715.17,81,38,115
Pumpkin,6.41,25.91,71.08,998,712.31,90,35,80
Pumpkin,7.4,24.92,79.76,429,654.91,117,39,94
Pumpkin,6.76,23.58,68.11,535,631.65,102,35,102
Pumpkin,6.95,27.85,61.28,85,728.34,89,31,108
Pumpkin,6.87,25.03,69.25,759,729.3,118,21,100
Pumpkin,6.98,28.34,63.1,1352,633.51,81,34,116
Pumpkin,6.91,22.5,68.92,1199,602.56,91,37,89
Pumpkin,6.43,29.12,71.12,956,653.11,115,31,80
Pumpkin,6.47,28.45,61.57,750,723.53,81,31,91
Pumpkin,6.75,21.16,79.73,865,783.22,118,35,103
Pumpkin,7.15,21.26,75.56,610,786.89,102,22,92
Pumpkin,6.08,29.3,76.8,636,744.33,86,25,93
Pumpkin,6.9,21.11,75.08,1402,775.24,109,26,97
Pumpkin,6.86,23.81,62.88,263,688.83,88,36,83
Pumpkin,6.88,28.3,67.21,713,660.62,105,23,112
Pumpkin,7.1,25.12,69.37,92,699.43,98,35,117
Pumpkin,6.59,22.12,61.97,1063,737.39,107,36,107
Pumpkin,7.06,21.71,60.75,1210,679.2,85,24,88
Pumpkin,6.76,26.97,60.32,1259,704.1,82,28,116
Pumpkin,6.6,23.75,79.78,1160,746.3,99,39,90
Pumpkin,6.82,28.71,67.82,1174,799.02,118,25,107
Pumpkin,6.2,21.21,78.8,1197,729.69,90,26,111
Pumpkin,7.34,27.81,60.72,1336,669.85,120,32,94
