Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Fenugreek (Methi),6.04,15.1,54.29,323,393.63,87,27,78
Fenugreek (Methi),6.65,17.83,49.83,254,378.86,98,35,82
Fenugreek (Methi),6.66,20.7,48.72,1238,377.89,75,34,94
Fenugreek (Methi),6.13,23.56,52.01,626,347.2,88,34,84
Fenugreek (Methi),6.89,15.36,50.25,133,456.49,90,34,82
Fenugreek (Methi),6.4,16.53,47.6,1199,309.14,88,32,79
Fenugreek (Methi),6.21,17.25,45.49,1305,438.88,63,27,67
Fenugreek (Methi),6.64,21.88,58.16,829,375.12,60,33,64
Fenugreek (Methi),6.75,18.88,41.05,1324,391.76,68,22,89
Fenugreek (Methi),6.47,15.4,57.49,872,375.13,96,36,70
Fenugreek (Methi),6.26,19.66,54.66,141,346.74,63,34,83
Fenugreek (Methi),6.29,23.19,52.65,716,354.05,77,40,83
Fenugreek (Methi),6.6,16.18,54.23,404,309.46,61,36,66
Fenugreek (Methi),6.72,19.81,45.04,1275,350.17,72,24,74
Fenugreek (Methi),6.56,15.75,40.57,1380,490.32,65,37,88
Fenugreek (Methi),6.54,24.77,50.1,689,473.32,88,37,65
Fenugreek (Methi),6.55,21.35,48.06,627,317.03,65,29,71
Fenugreek (Methi),6.45,18.11,43.12,1339,327.33,94,39,67
Fenugreek (Methi),6.83,22.18,49.44,451,324.58,75,23,100
Fenugreek (Methi),6.31,22.53,54.87,1233,385.72,85,22,82
Fenugreek (Methi),6.69,21.02,40.86,1004,308.91,79,38,62
Fenugreek (Methi),6.75,21.63,41.38,160,417.74,91,23,100
Fenugreek (Methi),6.16,19.16,48.92,1196,474.0,72,38,76
Fenugreek (Methi),6.38,24.38,55.11,295,448.49,74,33,79
Fenugreek (Methi),6.25,17.67,55.4,457,436.08,87,24,79
Fenugreek (Methi),6.24,18.14,47.44,501,497.08,72,20,72
Fenugreek (Methi),6.41,22.33,47.56,581,394.4,91,35,61
Fenugreek (Methi),6.5,18.61,40.92,1075,498.05,85,31,81
Fenugreek (Methi),6.44,20.43,47.01,907,474.08,87,27,84
Fenugreek (Methi),6.3,16.76,56.12,688,429.05,90,33,92
Fenugreek (Methi),6.97,18.42,44.83,1204,497.11,71,32,70
Fenugreek (Methi),6.93,19.44,49.28,290,459.4,71,23,64
Fenugreek (Methi),6.52,16.41,42.1,638,320.75,80,23,87
Fenugreek (Methi),6.86,20.11,49.44,1061,367.24,93,32,87
Fenugreek (Methi),6.78,19.44,40.28,145,309.27,82,35,93
Fenugreek (Methi),6.81,22.62,57.1,323,357.69,87,22,68
Fenugreek (Methi),6.51,21.37,58.05,122,342.05,87,40,83
Fenugreek (Methi),6.99,16.24,46.78,371,450.6,73,36,83
Fenugreek (Methi),6.56,24.19,56.52,866,488.58,72,23,64
Fenugreek (Methi),6.07,24.87,52.5,580,490.87,81,34,85
Fenugreek (Methi),6.87,23.78,59.38,933,383.47,74,37,75
Fenugreek (Methi),6.99,18.96,43.46,782,474.48,70,32,73
Fenugreek (Methi),6.46,16.19,59.47,523,374.06,82,39,94
Fenugreek (Methi),6.51,20.82,52.61,860,385.14,94,36,90
Fenugreek (Methi),6.63,16.63,40.84,799,332.97,68,36,82
Fenugreek (Methi),6.44,23.8,48.34,1115,390.67,99,40,95
Fenugreek (Methi),6.27,16.15,53.94,770,304.17,89,40,94
Fenugreek (Methi),6.15,23.56,51.38,691,380.62,65,23,95
Fenugreek (Methi),6.76,15.26,49.33,1394,383.92,68,36,73
Fenugreek (Methi),6.25,21.66,45.72,154,407.61,71,28,71
Fenugreek (Methi),6.71,23.71,54.49,1379,344.72,86,33,69
Fenugreek (Methi),6.26,17.97,55.74,890,462.86,80,39,61
Fenugreek (Methi),6.63,17.19,58.61,1412,331.5,81,20,74
Fenugreek (Methi),6.92,19.32,43.76,1028,400.5,87,40,60
Fenugreek (Methi),6.02,21.05,50.59,198,406.81,92,38,77
Fenugreek (Methi),6.64,24.88,58.59,1172,366.31,84,38,86
Fenugreek (Methi),6.47,22.28,50.4,706,399.17,78,24,72
Fenugreek (Methi),6.3,18.6,58.19,182,388.88,61,22,68
Fenugreek (Methi),6.45,20.74,56.37,642,420.74,88,29,60
Fenugreek (Methi),6.58,21.92,47.13,710,469.97,86,21,99
Fenugreek (Methi),6.46,24.87,45.84,1215,490.5,81,32,90
Fenugreek (Methi),6.06,24.78,50.5,573,301.68,61,21,60
Fenugreek (Methi),6.24,24.46,55.81,874,402.69,99,29,86
Fenugreek (Methi),6.5,22.23,58.09,1251,379.22,62,24,95
Fenugreek (Methi),6.63,24.0,59.92,1428,313.58,63,39,98
Fenugreek (Methi),6.02,18.11,47.99,104,433.96,76,39,63
