Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Cauliflower,7.09,17.51,43.9,1145,689.7,96,20,119
Cauliflower,6.81,17.56,58.09,167,524.12,109,40,89
Cauliflower,6.33,23.34,47.58,855,600.07,108,20,110
Cauliflower,7.42,17.74,54.41,140,570.55,84,20,117
Cauliflower,6.09,16.7,67.21,223,699.81,98,21,119
Cauliflower,6.08,15.15,50.1,1264,634.33,85,40,89
Cauliflower,6.59,16.47,47.33,318,528.42,103,26,109
Cauliflower,6.5,22.89,47.94,1395,509.62,104,22,113
Cauliflower,6.39,24.98,57.34,1211,658.44,117,21,101
Cauliflower,6.33,24.39,46.67,434,542.43,100,31,83
Cauliflower,6.41,24.74,58.2,773,647.4,86,39,114
Cauliflower,7.37,18.95,53.19,257,536.32,84,23,87
Cauliflower,6.87,19.01,54.97,1327,599.85,92,25,91
Cauliflower,6.83,16.07,54.59,1380,613.23,120,31,96
Cauliflower,6.84,23.89,41.67,451,584.26,98,23,84
Cauliflower,7.29,22.83,48.47,462,541.1,106,35,107
Cauliflower,7.39,17.66,64.39,801,538.48,107,29,101
Cauliflower,6.79,16.89,55.28,1128,544.14,114,24,118
Cauliflower,6.88,21.61,58.19,684,591.81,120,37,111
Cauliflower,6.23,20.65,41.07,235,691.27,96,25,81
Cauliflower,6.84,20.09,48.78,383,684.21,105,24,85
Cauliflower,7.41,23.82,60.04,760,625.3,84,37,113
Cauliflower,6.18,23.58,55.91,802,644.48,110,23,96
Cauliflower,6.89,24.27,53.85,556,687.67,115,32,119
Cauliflower,6.66,20.99,57.89,604,519.03,117,32,120
Cauliflower,6.03,20.45,62.45,314,500.83,104,20,98
Cauliflower,7.21,20.95,62.89,1463,636.63,117,23,107
Cauliflower,7.38,23.24,40.85,801,505.63,88,20,110
Cauliflower,7.49,23.2,60.9,1061,670.14,92,29,96
Cauliflower,6.48,17.41,67.25,258,630.53,106,31,118
Cauliflower,6.62,20.21,54.02,1320,684.37,84,39,109
Cauliflower,7.47,19.51,66.81,1384,572.7,102,25,109
Cauliflower,7.06,19.05,55.19,793,504.22,85,34,85
Cauliflower,7.1,18.51,40.32,575,642.42,119,38,80
Cauliflower,7.4,22.78,67.57,517,592.6,100,34,88
Cauliflower,7.0,24.53,60.05,725,504.41,113,33,115
Cauliflower,6.21,18.22,65.02,879,530.24,104,27,112
Cauliflower,6.32,23.75,54.25,346,628.83,106,39,101
Cauliflower,6.9,20.73,42.7,786,614.92,106,39,101
Cauliflower,7.07,21.56,50.62,1255,645.34,101,38,105
Cauliflower,7.01,17.74,66.33,1465,650.79,104,25,85
Cauliflower,6.72,17.89,69.4,971,549.72,84,21,82
Cauliflower,6.6,18.43,69.91,670,630.73,86,23,80
Cauliflower,6.72,21.01,62.88,168,557.85,103,22,112
Cauliflower,6.3,20.16,50.06,1200,587.19,104,40,112
Cauliflower,7.24,21.89,66.79,922,657.5,81,21,89
Cauliflower,7.06,18.3,67.84,727,530.34,120,28,93
Cauliflower,6.25,19.81,47.57,1256,531.56,107,39,83
Cauliflower,6.63,18.52,54.11,626,622.57,120,25,93
Cauliflower,6.47,21.72,47.15,40,514.41,82,25,82
Cauliflower,6.41,17.19,67.64,328,560.17,88,20,90
Cauliflower,6.15,21.26,47.02,594,543.87,117,33,100
Cauliflower,7.13,16.34,47.18,1258,506.47,86,34,112
Cauliflower,7.42,24.22,68.03,1340,598.71,86,25,98
Cauliflower,7.45,15.63,52.83,1332,682.16,105,34,100
Cauliflower,6.82,16.03,46.14,20,634.19,102,21,81
Cauliflower,7.04,15.64,57.95,367,586.34,86,37,113
Cauliflower,6.93,23.72,64.32,778,544.35,104,38,105
Cauliflower,6.21,18.79,68.93,1491,508.11,102,33,89
Cauliflower,7.29,21.34,41.22,90,642.17,83,35,117
Cauliflower,7.31,17.39,47.86,129,545.32,113,21,98
Cauliflower,6.93,17.62,67.16,522,698.13,111,29,87
Cauliflower,7.49,23.62,49.26,875,659.87,94,39,104
Cauliflower,7.15,20.99,40.64,1390,527.48,102,21,100
Cauliflower,6.78,15.28,47.09,221,600.36,88,28,102
