Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Watermelon,6.55,34.51,79.45,1268,705.74,85,47,100
Watermelon,6.85,27.37,75.18,1159,556.52,85,48,116
Watermelon,6.37,27.08,72.39,1201,533.57,84,36,110
Watermelon,6.55,30.07,74.4,345,641.49,93,32,115
Watermelon,6.42,30.97,77.58,521,536.18,108,49,88
Watermelon,6.43,30.24,76.27,1289,558.71,116,46,110
Watermelon,6.52,30.47,75.26,765,517.07,102,45,86
Watermelon,6.68,28.1,74.01,619,505.01,104,40,105
Watermelon,6.81,29.63,75.74,769,797.11,94,43,94
Watermelon,6.23,27.59,70.59,652,729.35,116,37,105
Watermelon,6.34,34.36,79.18,273,635.11,107,40,115
Watermelon,6.15,34.06,72.44,437,701.28,97,34,120
Watermelon,6.8,25.16,76.97,141,723.48,104,33,106
Watermelon,6.76,28.91,72.65,839,705.24,82,31,81
Watermelon,6.15,34.38,72.56,1363,707.59,116,39,82
Watermelon,6.69,26.62,72.34,498,718.26,107,39,115
Watermelon,6.1,30.48,77.75,249,604.86,89,45,118
Watermelon,6.45,25.73,73.29,230,636.51,93,44,93
Watermelon,6.31,25.22,74.46,972,570.81,83,41,99
Watermelon,6.64,25.45,72.23,58,516.86,90,41,85
Watermelon,6.82,30.5,78.95,684,534.13,108,43,103
Watermelon,6.99,30.53,74.97,1385,634.09,113,33,116
Watermelon,6.84,34.59,77.46,243,616.88,80,34,91
Watermelon,6.03,28.58,72.07,782,550.9,98,37,113
Watermelon,6.85,30.77,70.0,478,520.37,114,44,109
Watermelon,6.46,31.58,74.61,600,667.21,96,41,109
Watermelon,6.29,28.67,73.66,1291,666.59,110,38,91
Watermelon,6.55,27.24,72.94,280,641.45,120,36,120
Watermelon,6.41,32.41,79.19,1462,721.56,103,43,114
Watermelon,6.99,25.81,75.56,919,540.07,85,41,94
Watermelon,6.67,33.32,72.91,623,746.03,93,33,109
Watermelon,6.5,25.21,79.91,1193,610.04,86,47,116
Watermelon,6.52,34.79,75.7,266,535.59,85,50,85
Watermelon,6.68,32.8,70.09,1023,726.34,84,42,102
Watermelon,6.04,29.57,76.34,624,798.23,105,42,90
Watermelon,6.98,29.21,72.72,755,561.07,93,48,85
Watermelon,6.73,28.27,70.05,859,644.77,117,36,95
Watermelon,6.05,28.78,74.85,950,608.67,117,42,113
Watermelon,6.95,26.63,76.58,1334,700.33,80,35,105
Watermelon,6.88,26.39,76.35,388,630.59,83,47,118
Watermelon,6.55,27.65,70.31,187,671.54,104,32,82
Watermelon,6.24,31.92,75.26,1311,727.37,106,33,87
Watermelon,6.1,31.69,71.42,714,507.04,92,42,112
Watermelon,6.3,28.71,70.33,1050,730.98,94,36,110
Watermelon,6.57,25.97,77.89,355,658.1,111,47,104
Watermelon,6.33,27.73,70.47,131,593.05,116,40,88
Watermelon,6.69,30.85,77.01,1415,647.09,119,36,104
Watermelon,6.43,33.94,79.22,1233,580.25,82,31,99
Watermelon,6.88,33.05,70.05,858,569.86,93,37,116
Watermelon,6.25,29.69,77.46,657,686.55,90,36,81
Watermelon,6.68,27.65,75.81,1279,591.99,89,35,83
Watermelon,6.15,25.32,71.94,7,643.7,102,39,91
Watermelon,6.09,31.9,75.81,37,637.74,97,30,94
Watermelon,6.31,33.6,72.93,459,669.06,90,46,101
Watermelon,6.96,29.86,74.41,608,578.77,83,49,101
Watermelon,6.77,31.11,74.11,930,731.96,84,30,117
Watermelon,6.54,25.4,77.69,997,574.59,113,48,87
Watermelon,6.61,28.02,70.2,322,793.56,104,48,85
Watermelon,6.09,25.05,70.21,420,559.81,119,40,90
Watermelon,6.15,28.26,72.49,319,713.08,82,45,116
Watermelon,6.99,30.66,72.75,207,784.43,117,35,84
Watermelon,6.68,31.69,73.17,1384,636.2,102,42,93
Watermelon,6.6,25.08,78.74,362,527.77,101,35,94
Watermelon,6.37,27.57,73.57,1411,736.44,108,49,82
Watermelon,6.07,26.83,71.52,1158,648.56,111,35,118
Watermelon,6.93,33.03,71.93,577,654.04,118,39,101
Watermelon,6.84,34.16,76.69,581,669.65,82,43,91
Watermelon,6.07,33.85,77.06,260,732.39,118,38,85
Watermelon,6.05,33.34,71.48,343,740.62,109,47,81
Watermelon,6.14,29.15,76.22,1431,536.06,108,34,114
Watermelon,6.5,28.82,74.01,1088,562.89,111,38,99
Watermelon,6.89,33.33,78.95,224,714.63,92,47,103
Watermelon,6.17,25.97,75.71,1003,724.72,101,30,86
Watermelon,6.74,27.7,72.86,128,584.37,85,32,119
Watermelon,6.19,34.78,76.86,1044,524.51,81,48,95
Watermelon,6.98,29.08,75.31,518,636.32,101,43,89
Watermelon,6.74,27.8,72.01,704,676.0,105,37,92
Watermelon,6.26,27.91,71.82,362,531.62,103,47,93
Watermelon,6.53,31.92,77.7,178,749.93,110,48,117
Watermelon,6.37,26.36,79.54,698,539.48,105,47,91
Watermelon,6.18,25.13,75.22,295,600.02,82,34,107
Watermelon,6.36,27.12,72.09,161,530.69,80,41,109
Watermelon,6.49,30.43,73.5,421,702.55,100,32,106
Watermelon,6.05,31.05,78.35,444,609.04,92,32,105
Watermelon,6.92,33.99,75.08,1467,636.73,108,41,120
Watermelon,6.22,34.66,73.37,1234,628.98,114,39,117
Watermelon,6.94,26.81,72.91,1,676.16,117,44,114
Watermelon,6.4,27.86,72.64,662,543.14,82,37,92
Watermelon,6.88,30.13,73.42,231,668.13,111,32,80
Watermelon,6.36,30.39,75.39,727,652.04,105,30,83
Watermelon,6.92,32.03,77.8,250,573.99,102,43,81
Watermelon,6.68,29.97,71.89,627,535.32,81,36,90
Watermelon,6.41,32.89,73.22,887,577.25,83,50,120
Watermelon,6.03,25.31,72.45,135,537.97,81,40,102
Watermelon,6.68,34.81,71.22,156,675.09,120,30,115
Watermelon,6.03,27.33,77.64,1244,663.7,111,34,104
