Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Sweet Potato,5.61,23.62,55.09,117,510.63,94,45,100
Sweet Potato,6.47,21.09,69.69,909,543.82,79,59,106
Sweet Potato,5.6,27.65,62.59,205,776.84,60,55,110
Sweet Potato,6.42,23.46,53.64,845,547.87,91,53,102
Sweet Potato,6.19,29.74,63.33,1114,666.52,95,45,93
Sweet Potato,5.85,20.09,68.23,14,689.32,63,54,99
Sweet Potato,6.0,28.96,57.19,796,742.47,72,54,84
Sweet Potato,5.52,26.11,68.95,1099,540.39,73,45,117
Sweet Potato,6.32,27.73,58.04,1024,613.52,88,40,84
Sweet Potato,5.95,23.61,60.07,18,795.8,74,51,114
Sweet Potato,5.67,20.57,58.54,1120,717.89,94,50,83
Sweet Potato,6.2,23.97,54.08,1500,756.06,74,56,95
Sweet Potato,6.07,20.61,64.67,1217,615.02,64,56,100
Sweet Potato,6.43,25.91,55.57,77,550.4,90,46,109
Sweet Potato,6.49,26.52,65.18,334,709.02,94,47,99
Sweet Potato,5.6,20.77,60.3,131,618.15,80,55,89
Sweet Potato,5.74,27.57,59.39,1275,631.74,91,41,117
Sweet Potato,5.97,28.8,53.38,1004,673.67,96,52,119
Sweet Potato,5.84,26.3,60.08,725,633.6,79,51,99
Sweet Potato,6.26,28.11,63.81,773,679.96,100,43,103
Sweet Potato,5.82,24.68,62.24,582,544.29,61,56,80
Sweet Potato,5.66,28.31,68.26,715,703.31,74,44,114
Sweet Potato,6.33,22.75,64.96,713,773.13,98,44,85
Sweet Potato,6.36,25.2,56.89,922,691.97,84,41,96
Sweet Potato,6.28,23.07,66.32,1165,531.33,67,55,110
Sweet Potato,5.62,20.73,55.77,53,527.71,97,56,99
Sweet Potato,5.86,21.55,61.81,153,501.24,92,51,98
Sweet Potato,5.63,20.75,69.06,483,736.76,87,52,88
Sweet Potato,6.45,22.84,60.55,379,576.31,62,40,97
Sweet Potato,5.88,26.53,65.14,495,628.65,98,45,80
Sweet Potato,6.02,23.54,57.04,798,624.63,72,52,112
Sweet Potato,5.53,27.37,53.92,437,689.17,66,40,109
Sweet Potato,5.58,22.73,55.59,1191,785.03,84,41,96
Sweet Potato,5.88,21.1,67.19,851,605.1,97,55,92
Sweet Potato,6.3,25.48,56.9,804,646.33,78,53,99
Sweet Potato,6.3,22.03,64.9,1149,583.7,83,40,86
Sweet Potato,5.76,25.48,66.12,1045,652.87,82,47,101
Sweet Potato,5.72,20.97,53.49,356,602.78,93,60,92
Sweet Potato,5.93,24.56,61.0,1418,774.47,100,45,107
Sweet Potato,5.57,25.23,62.01,178,740.44,90,45,80
Sweet Potato,6.14,20.82,61.37,132,603.93,89,53,106
Sweet Potato,6.08,20.63,59.14,385,791.95,91,41,90
Sweet Potato,5.51,23.86,67.63,658,506.66,73,52,116
Sweet Potato,6.18,27.35,51.31,453,743.3,73,60,118
Sweet Potato,5.65,22.04,60.55,575,651.41,66,42,84
Sweet Potato,5.88,22.8,61.86,730,672.62,76,47,103
Sweet Potato,6.15,20.39,68.31,619,502.09,99,44,105
Sweet Potato,6.13,28.46,68.31,323,653.49,67,49,92
Sweet Potato,5.82,26.72,66.83,522,578.89,60,52,113
Sweet Potato,5.61,25.4,51.06,105,672.22,100,47,83
Sweet Potato,6.42,23.58,63.45,1408,561.09,84,45,83
Sweet Potato,5.9,29.36,68.44,370,630.53,81,58,98
Sweet Potato,5.81,26.31,57.15,863,741.05,99,60,96
Sweet Potato,6.26,29.73,61.89,149,557.28,91,52,80
Sweet Potato,5.64,24.76,56.86,116,799.07,62,54,120
Sweet Potato,6.04,20.53,58.36,758,612.89,82,51,113
Sweet Potato,6.17,24.77,52.11,873,747.2,89,45,117
Sweet Potato,5.63,26.1,57.7,38,633.39,75,54,102
Sweet Potato,5.67,27.1,63.53,1023,751.91,79,59,104
Sweet Potato,6.06,24.16,63.52,953,693.19,75,51,105
Sweet Potato,5.87,22.27,69.43,613,604.59,94,41,105
Sweet Potato,6.26,23.19,56.63,1278,632.17,73,51,94
Sweet Potato,6.39,23.66,68.47,224,509.65,61,49,89
Sweet Potato,5.62,22.78,64.44,307,566.29,92,55,106
Sweet Potato,5.95,23.28,50.67,670,730.84,90,57,90
Sweet Potato,5.99,24.63,63.3,660,656.77,89,46,88
Sweet Potato,5.96,26.76,63.97,236,675.19,98,59,106
Sweet Potato,5.56,25.15,57.32,1448,752.81,88,60,91
