Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Cinnamon,6.3,29.7,72.25,89,2235.59,54,31,79
Cinnamon,6.33,31.41,72.56,252,1656.6,52,32,58
Cinnamon,6.21,25.37,61.9,235,2256.15,67,36,77
Cinnamon,5.9,21.29,66.14,184,2299.34,59,28,68
Cinnamon,6.0,23.02,79.17,140,1578.98,70,35,50
Cinnamon,6.48,21.2,73.07,175,2425.04,60,24,69
Cinnamon,5.76,27.46,76.2,314,1643.8,61,37,72
Cinnamon,6.44,25.97,63.15,198,1947.12,54,39,50
Cinnamon,6.35,22.18,61.33,224,2242.37,74,32,65
Cinnamon,6.49,24.2,72.62,74,1896.3,60,20,65
Cinnamon,6.27,25.45,65.88,382,2427.92,79,30,58
Cinnamon,6.48,29.3,73.08,191,2496.29,77,20,51
Cinnamon,6.32,20.5,72.04,170,2165.57,67,27,75
Cinnamon,6.0,24.91,68.2,162,2361.37,71,38,75
Cinnamon,6.35,29.63,74.75,228,2101.33,65,32,62
Cinnamon,6.28,31.09,64.34,437,2207.59,75,28,67
Cinnamon,5.75,24.1,79.28,401,1698.89,75,38,77
Cinnamon,5.52,29.65,66.67,126,2283.11,60,21,63
Cinnamon,6.09,27.9,60.56,493,1831.88,71,20,50
Cinnamon,5.51,26.66,69.42,259,1760.17,61,25,61
Cinnamon,6.1,27.21,75.07,102,1544.1,61,36,79
Cinnamon,5.9,31.5,67.09,469,2031.53,63,40,65
Cinnamon,6.02,30.4,63.1,367,2164.76,57,40,78
Cinnamon,6.07,20.57,60.15,273,1592.4,80,29,62
Cinnamon,5.63,31.14,68.02,262,2174.53,72,34,50
Cinnamon,5.84,23.75,62.94,210,1611.55,62,34,71
Cinnamon,6.15,29.58,72.62,306,2252.83,71,26,74
Cinnamon,6.0,21.89,69.51,299,2401.7,78,34,62
Cinnamon,6.25,26.91,79.0,404,1504.09,73,34,64
Cinnamon,6.42,23.16,75.78,271,2321.24,55,35,57
Cinnamon,5.93,22.46,71.29,334,1576.03,64,35,63
Cinnamon,6.08,29.18,72.58,486,1640.36,66,24,60
Cinnamon,6.33,30.15,67.18,477,1836.38,51,33,60
Cinnamon,5.7,26.08,69.69,106,2073.07,70,28,73
Cinnamon,6.48,31.58,72.68,129,1676.67,67,28,72
Cinnamon,6.47,30.93,70.94,470,2095.86,72,20,62
Cinnamon,6.04,22.03,74.1,326,1879.16,74,36,62
Cinnamon,5.6,26.7,78.57,153,2122.3,58,35,64
Cinnamon,6.28,30.85,78.87,195,1623.25,61,32,66
Cinnamon,6.38,20.82,65.93,411,2245.91,73,36,79
Cinnamon,6.03,26.39,78.26,232,1842.63,55,36,76
Cinnamon,5.98,30.79,76.22,151,1846.99,66,23,77
Cinnamon,6.05,25.89,62.7,218,2222.9,65,27,68
Cinnamon,6.47,30.0,64.95,120,1842.24,80,39,63
Cinnamon,5.69,20.25,79.83,157,2177.69,57,31,70
Cinnamon,6.06,27.99,67.49,106,1725.52,58,26,67
Cinnamon,6.18,28.2,77.67,156,2360.69,80,40,76
Cinnamon,6.06,27.64,78.62,239,1539.86,59,31,72
Cinnamon,5.72,22.82,72.11,318,1733.11,74,40,61
Cinnamon,6.12,24.57,69.18,105,1626.91,57,21,57
Cinnamon,5.61,22.01,66.92,466,1528.1,62,34,73
Cinnamon,6.05,22.49,66.37,451,2359.44,62,40,78
Cinnamon,6.38,26.23,79.03,200,1637.62,61,40,65
Cinnamon,6.46,29.85,73.78,445,1849.38,72,40,67
Cinnamon,5.79,25.71,65.43,172,2457.12,57,22,61
Cinnamon,5.88,25.62,61.18,110,1949.43,71,35,67
Cinnamon,5.74,23.91,78.88,441,1649.5,75,40,53
Cinnamon,6.48,30.0,76.51,419,1860.15,60,31,62
Cinnamon,5.93,23.18,60.67,89,1739.9,68,37,54
Cinnamon,5.52,24.85,68.52,292,1907.06,59,23,74
Cinnamon,6.18,22.7,65.9,84,2346.02,75,25,50
Cinnamon,5.84,23.22,66.22,65,1895.31,63,22,51
Cinnamon,5.9,24.75,61.6,472,1897.91,69,34,75
Cinnamon,5.51,26.68,63.02,152,2433.66,61,35,52
Cinnamon,6.44,21.52,65.76,436,1781.04,52,36,73
Cinnamon,6.48,25.76,69.74,406,1535.33,69,31,77
Cinnamon,5.77,29.76,66.44,354,1839.85,65,21,67
Cinnamon,5.9,20.14,61.34,154,2066.91,68,30,78
Cinnamon,6.2,26.37,72.98,66,2278.4,69,22,73
Cinnamon,5.61,21.36,65.91,305,2098.28,76,24,72
Cinnamon,6.44,24.05,65.25,115,1901.65,52,20,60
