Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Clove,5.62,27.9,72.5,768,2267.39,61,39,72
Clove,6.47,26.41,64.24,1114,2134.25,63,26,74
Clove,5.9,25.87,60.44,1325,1573.39,62,23,79
Clove,5.95,24.06,69.43,1173,2231.64,75,24,67
Clove,5.9,34.33,78.86,891,2252.92,56,29,52
Clove,6.43,34.84,64.77,1111,2384.76,64,37,60
Clove,6.25,28.09,77.3,1417,2359.59,60,25,51
Clove,6.08,21.34,64.86,1005,2173.1,51,26,69
Clove,6.15,32.42,68.39,955,2109.94,64,20,73
Clove,5.97,34.37,70.54,800,1666.37,68,21,60
Clove,5.72,29.18,67.93,521,2451.23,62,37,80
Clove,6.38,32.39,76.1,257,1940.25,69,26,79
Clove,5.79,26.92,76.48,988,1577.92,56,38,64
Clove,6.27,20.85,79.46,380,1526.09,51,31,57
Clove,6.41,29.81,66.62,845,2183.89,76,24,70
Clove,5.58,28.74,78.85,1137,1570.96,79,33,60
Clove,6.2,27.02,62.35,1108,2000.85,67,33,55
Clove,5.79,25.11,61.92,716,1809.29,61,26,56
Clove,6.21,32.51,62.34,630,2482.15,69,31,64
Clove,6.05,34.97,61.37,497,1500.47,74,29,60
Clove,5.6,27.57,78.03,1050,2080.67,51,25,78
Clove,5.6,32.5,60.6,138,1896.72,69,39,51
Clove,5.97,20.97,61.46,1176,1713.88,69,23,76
Clove,6.11,32.7,69.22,1031,1843.78,71,39,71
Clove,6.02,30.38,71.34,903,2306.16,73,28,56
Clove,5.89,24.12,61.98,234,1509.36,69,38,57
Clove,6.05,33.67,74.24,1348,1588.61,79,26,79
Clove,5.83,27.45,72.98,288,1844.95,74,33,62
Clove,5.59,20.93,79.33,490,1701.61,68,28,68
Clove,6.3,32.26,78.61,1374,2107.73,51,33,65
Clove,5.94,33.8,63.58,328,1899.68,63,32,69
Clove,5.78,26.57,65.25,328,2208.07,76,30,66
Clove,6.11,34.13,79.72,807,2422.33,69,23,54
Clove,5.96,20.36,72.09,1097,1893.15,51,32,78
Clove,5.76,26.78,79.08,1497,1915.37,78,31,72
Clove,5.63,24.99,62.42,913,1780.01,59,30,63
Clove,5.5,27.78,69.87,567,1804.67,68,29,55
Clove,5.69,34.81,71.99,74,1879.78,80,35,53
Clove,5.82,23.43,70.92,1228,1649.87,59,27,74
Clove,6.06,31.14,69.82,1356,2143.71,79,37,76
Clove,6.03,33.68,66.11,1359,2492.83,76,39,71
Clove,6.1,23.0,75.95,1283,1693.79,60,29,60
Clove,6.19,22.08,73.63,1469,1943.09,55,33,65
Clove,5.75,30.78,78.02,120,2044.39,78,24,56
Clove,5.57,28.24,69.39,1084,2449.48,51,31,60
Clove,5.52,21.76,60.31,1036,1775.49,57,31,68
Clove,6.35,21.59,66.8,233,2161.56,54,21,57
Clove,5.54,25.79,64.3,835,2165.9,62,30,65
Clove,5.77,34.03,65.35,482,2111.07,80,25,69
Clove,6.07,27.56,63.79,498,1695.13,71,35,72
Clove,5.52,32.53,76.61,568,2410.96,67,27,56
Clove,5.72,20.08,68.73,74,1680.72,57,38,74
Clove,5.57,26.03,76.29,890,1603.09,69,37,65
Clove,6.11,27.22,66.7,783,1709.77,74,39,72
Clove,6.17,21.11,68.92,1076,2089.61,60,37,68
Clove,6.22,21.74,78.98,180,2396.3,50,26,55
Clove,6.04,21.45,77.75,125,2097.22,72,35,66
Clove,6.49,34.11,72.15,951,1798.47,51,24,80
Clove,6.41,26.54,61.51,1404,2035.34,57,40,66
Clove,6.39,28.04,60.12,613,2426.48,78,35,55
Clove,5.92,22.9,63.57,287,1854.93,66,22,61
Clove,5.77,28.13,66.41,350,2240.09,55,34,51
Clove,5.86,30.0,68.64,1009,1972.1,55,38,64
Clove,5.9,22.73,79.03,446,1795.59,68,37,72
Clove,6.04,34.35,79.49,1356,1522.49,65,30,78
Clove,5.52,34.96,79.22,610,1634.83,71,32,52
Clove,5.8,22.41,62.65,270,2129.27,71,36,61
Clove,6.42,33.25,66.65,477,1549.67,72,23,60
Clove,5.63,34.96,76.73,1315,1692.2,59,37,80
Clove,6.0,34.97,75.14,107,2477.95,64,33,55
Clove,5.67,22.15,60.43,906,2256.66,52,30,61
Clove,5.82,20.7,73.98,197,1714.84,68,27,62
Clove,5.81,21.16,65.96,1489,2304.39,59,28,72
Clove,5.93,22.99,70.96,89,1883.16,67,36,57
Clove,5.56,33.06,67.02,261,2042.34,54,37,68
Clove,6.28,26.25,76.44,1232,2123.33,64,21,62
Clove,6.28,20.65,69.44,441,1933.63,52,31,80
Clove,6.09,21.38,66.48,136,1769.64,60,31,72
Clove,5.53,27.6,72.74,831,2321.77,63,35,58
Clove,6.44,20.65,60.78,227,1755.63,73,28,80
Clove,6.22,30.96,68.56,1499,2432.25,76,23,78
Clove,6.15,29.94,63.28,153,2238.88,75,30,61
Clove,6.3,25.03,60.77,710,2443.71,58,29,65
Clove,5.84,33.08,68.9,1495,1605.69,72,31,57
Clove,5.79,29.66,71.77,1391,2015.9,53,39,64
Clove,6.08,34.3,73.19,1371,2447.62,64,30,59
Clove,5.94,28.96,78.69,472,1886.22,58,29,74
Clove,5.77,23.15,63.32,1323,2147.45,64,40,70
Clove,5.62,34.55,69.74,557,1818.24,67,33,60
Clove,6.46,34.65,69.4,1391,1852.58,57,39,50
Clove,6.3,26.72,62.05,739,1950.6,68,39,64
Clove,6.12,28.56,77.17,1154,1866.47,54,22,77
Clove,5.55,22.85,65.33,478,1579.09,58,24,69
Clove,6.46,28.77,75.42,134,2174.7,52,21,58
Clove,5.57,28.41,79.05,1113,2238.88,59,24,72
Clove,6.49,21.4,78.21,1302,1665.54,71,31,62
Clove,6.04,23.26,67.7,761,2044.29,66,20,50
Clove,6.46,30.71,71.3,1010,1675.08,70,38,58
