Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Spinach,6.3,16.16,56.06,955,568.68,88,25,119
Spinach,6.3,17.77,41.76,575,641.35,119,21,109
Spinach,6.78,16.37,45.28,1009,640.57,100,39,98
Spinach,6.99,22.33,45.54,1282,595.54,84,36,80
Spinach,6.99,19.84,40.66,1144,594.92,99,40,98
Spinach,6.47,18.03,44.82,1487,514.63,95,22,112
Spinach,6.34,22.67,40.41,779,620.81,101,37,108
Spinach,6.48,16.4,44.98,752,529.69,94,24,82
Spinach,6.1,17.12,45.31,1458,562.76,101,40,109
Spinach,6.08,16.57,56.16,55,641.65,118,23,96
Spinach,6.1,23.81,50.86,224,540.45,112,29,111
Spinach,6.49,23.06,41.16,38,685.9,109,25,93
Spinach,6.08,16.89,55.38,915,565.74,91,28,85
Spinach,6.57,17.38,58.42,919,551.34,80,34,105
Spinach,6.12,20.7,51.94,1132,687.64,98,23,108
Spinach,6.76,21.7,43.3,775,591.07,116,33,99
Spinach,6.48,15.85,48.79,377,513.61,90,29,100
Spinach,6.62,20.41,46.31,1025,540.16,90,35,105
Spinach,6.13,22.28,44.23,1267,680.76,82,20,97
Spinach,6.66,16.96,42.4,861,699.93,87,21,110
Spinach,6.47,16.46,50.7,769,571.52,104,31,105
Spinach,6.79,20.37,48.39,608,585.01,116,21,84
Spinach,6.67,22.3,40.97,73,583.53,117,26,95
Spinach,6.36,15.81,41.6,247,636.48,93,25,108
Spinach,6.79,20.59,47.3,185,540.34,83,26,96
Spinach,6.75,16.99,54.49,780,569.78,90,40,100
Spinach,6.65,20.88,50.16,1068,548.8,101,36,118
Spinach,6.96,15.85,47.27,239,566.98,87,32,97
Spinach,6.42,18.96,46.75,1016,513.59,94,40,100
Spinach,6.11,24.93,44.04,1171,670.43,114,36,87
Spinach,6.44,17.71,59.12,893,640.79,108,27,90
Spinach,6.15,18.86,51.37,899,627.2,104,38,108
Spinach,6.43,23.59,52.25,749,593.06,86,22,91
Spinach,6.43,23.82,57.16,242,655.34,80,26,96
Spinach,6.86,16.85,52.94,24,528.44,95,35,97
Spinach,6.28,20.61,41.86,554,629.19,107,23,108
Spinach,6.89,20.41,47.51,566,686.05,85,34,81
Spinach,6.07,15.12,51.44,824,523.23,100,27,95
Spinach,6.42,16.68,53.92,1316,654.65,117,40,105
Spinach,6.74,22.05,48.19,1326,656.78,118,36,114
Spinach,6.11,23.23,50.91,879,584.59,90,39,106
Spinach,6.99,16.1,50.12,289,621.67,100,26,107
Spinach,6.96,22.62,43.85,226,602.45,104,20,92
Spinach,6.86,18.48,40.13,93,614.51,82,20,105
Spinach,6.66,17.26,44.48,752,536.9,95,39,103
