Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
StarFruit,5.71,20.03,77.75,680,833.25,143,30,178
StarFruit,6.17,21.99,70.42,203,1054.8,80,20,177
StarFruit,5.62,32.35,73.27,655,1352.84,111,25,162
StarFruit,5.52,32.35,63.69,990,1384.93,129,24,185
StarFruit,6.05,29.88,74.98,382,1353.37,98,36,137
StarFruit,5.61,26.59,65.8,754,1372.4,98,31,168
StarFruit,6.0,29.69,58.97,506,874.11,149,28,140
StarFruit,6.43,31.37,50.46,984,803.82,96,31,192
StarFruit,5.51,20.42,78.1,330,1378.08,142,28,145
StarFruit,5.56,20.19,63.95,637,1094.35,141,25,218
StarFruit,5.87,27.72,79.67,1116,947.38,80,38,85
StarFruit,6.26,23.51,76.29,1052,868.76,111,36,189
StarFruit,5.6,29.73,52.55,939,1292.09,112,26,92
StarFruit,6.49,24.48,63.78,532,819.88,88,35,144
StarFruit,6.03,24.01,76.57,834,1384.74,82,29,110
StarFruit,5.7,32.05,70.09,763,1349.93,111,25,176
StarFruit,5.79,28.22,71.32,267,1258.56,129,28,123
StarFruit,6.01,27.25,62.42,658,1133.96,119,25,186
StarFruit,5.8,32.09,62.26,858,997.61,139,35,178
StarFruit,6.38,25.38,63.18,1016,1303.13,142,37,97
StarFruit,6.22,32.64,51.36,640,868.17,91,34,95
StarFruit,6.16,32.42,71.96,1136,1129.96,100,36,232
StarFruit,6.21,24.06,59.59,1044,1317.87,111,33,204
StarFruit,5.71,25.19,72.8,477,810.24,147,20,233
StarFruit,5.54,20.61,57.21,527,1095.12,109,28,162
StarFruit,6.1,23.01,63.02,606,1000.14,117,22,227
StarFruit,5.5,30.01,77.75,419,1276.18,119,38,138
StarFruit,6.23,21.49,74.52,481,930.42,103,23,111
StarFruit,5.56,30.53,75.09,592,1276.89,88,25,207
StarFruit,5.82,30.1,55.21,809,1246.21,126,24,87
StarFruit,6.45,23.85,71.15,294,917.34,117,26,149
StarFruit,5.92,28.43,62.76,489,1265.52,135,38,189
StarFruit,6.16,27.31,53.12,467,1281.02,80,24,133
StarFruit,6.28,20.9,75.62,490,851.28,87,20,237
StarFruit,5.54,26.37,50.51,452,803.05,143,32,101
StarFruit,6.17,23.01,79.18,376,911.29,80,26,170
StarFruit,5.71,28.34,72.12,756,1194.34,95,35,88
StarFruit,5.61,32.26,74.23,242,949.77,146,35,232
StarFruit,5.55,27.99,74.96,1095,1065.69,83,34,111
StarFruit,5.68,24.3,70.63,1099,1355.78,131,26,160
StarFruit,5.61,21.99,66.62,679,1282.44,147,20,156
StarFruit,5.56,28.29,57.81,268,1364.05,97,40,90
StarFruit,6.01,32.55,62.81,276,1140.47,120,39,219
StarFruit,5.78,20.1,75.61,555,1007.04,144,33,163
StarFruit,6.27,25.35,64.22,884,828.98,95,32,147
StarFruit,6.4,20.68,76.14,874,1072.17,88,36,108
StarFruit,5.99,25.98,68.48,1034,1126.84,150,38,250
StarFruit,6.02,23.01,73.69,765,968.6,135,25,248
StarFruit,6.11,26.13,74.1,852,990.95,121,36,130
StarFruit,6.32,30.36,70.15,1168,1031.4,92,39,159
StarFruit,6.27,20.11,64.24,470,1157.28,127,25,248
StarFruit,5.92,23.05,74.38,505,1364.12,81,35,152
StarFruit,5.63,22.33,62.38,500,913.02,137,32,146
StarFruit,6.02,23.73,67.03,539,867.87,144,22,109
StarFruit,6.14,26.16,56.14,728,1036.54,100,35,82
StarFruit,6.29,30.05,74.7,801,806.46,102,29,87
StarFruit,5.72,32.65,53.8,1048,896.41,98,37,125
StarFruit,6.37,32.3,76.72,159,1298.76,106,24,200
StarFruit,5.91,21.92,74.87,1106,910.06,145,28,200
StarFruit,6.21,31.78,57.2,1132,1128.81,133,22,85
StarFruit,5.82,21.43,64.15,601,1265.51,146,31,133
StarFruit,6.31,32.16,68.73,182,1338.68,124,40,225
StarFruit,6.42,28.43,53.44,851,1085.85,117,25,207
