Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Avocado,7.2,21.63,55.62,255,1247.87,103,29,54
Avocado,7.42,25.7,50.61,1442,1522.34,118,34,113
Avocado,6.6,27.51,65.51,479,1654.97,86,52,76
Avocado,6.05,22.27,63.64,886,1211.72,86,42,69
Avocado,7.01,25.27,73.75,1054,1320.08,112,53,55
Avocado,6.71,20.79,59.02,495,1312.42,85,38,86
Avocado,7.0,29.9,58.68,1428,1282.94,114,53,85
Avocado,6.48,25.69,72.2,1494,1101.04,119,23,102
Avocado,7.41,28.28,74.05,1178,1604.42,112,56,115
Avocado,7.2,24.45,55.9,964,1327.7,107,50,82
Avocado,7.08,28.09,60.82,904,1796.07,111,54,66
Avocado,6.99,27.75,67.6,1382,1446.7,119,57,57
Avocado,6.32,24.62,64.41,895,1391.35,115,58,112
Avocado,6.02,25.06,60.85,185,1645.22,108,31,65
Avocado,6.06,20.48,71.49,420,1546.13,113,30,50
Avocado,7.08,28.79,73.21,210,1034.43,108,40,81
Avocado,7.34,23.17,72.63,822,1474.06,109,25,50
Avocado,6.17,23.97,51.91,506,1032.51,117,28,95
Avocado,7.43,21.67,51.87,352,1122.69,93,47,105
Avocado,7.03,25.61,75.17,1313,1050.8,115,32,62
Avocado,6.84,25.69,51.98,606,1372.1,104,46,103
Avocado,6.45,22.08,76.27,782,1449.14,83,38,75
Avocado,6.86,29.33,51.0,669,1389.23,109,29,77
Avocado,6.23,21.13,58.05,1098,1005.28,84,30,70
Avocado,6.71,28.68,66.39,484,1294.59,120,30,58
Avocado,7.35,24.99,70.79,1100,1494.95,115,50,101
Avocado,6.1,21.51,58.49,483,1797.72,87,51,81
Avocado,7.27,21.38,69.05,302,1313.39,100,28,102
Avocado,6.35,21.66,52.1,1101,1625.12,88,31,54
Avocado,6.51,26.12,74.54,1491,1615.04,103,27,110
Avocado,6.75,21.65,68.63,641,1351.08,111,45,52
Avocado,6.98,21.87,62.73,195,1025.28,112,33,101
Avocado,6.06,23.79,67.49,935,1539.68,82,39,102
Avocado,6.59,22.65,69.09,693,1126.81,94,37,99
Avocado,6.51,27.71,72.55,1364,1599.66,80,29,55
Avocado,6.88,29.82,52.48,959,1791.89,98,43,77
Avocado,7.09,24.36,57.29,870,1395.19,99,53,82
Avocado,6.31,28.58,58.07,648,1746.78,106,58,75
Avocado,6.7,24.1,51.95,1040,1153.93,104,20,65
Avocado,6.02,20.2,51.84,857,1206.04,110,27,100
Avocado,6.61,25.02,57.86,687,1027.17,90,43,100
Avocado,6.04,28.73,58.19,93,1325.49,95,20,80
Avocado,6.21,24.89,77.85,1407,1017.38,87,26,87
Avocado,6.81,26.4,71.23,1360,1716.39,113,25,85
Avocado,6.46,21.25,56.16,183,1375.7,105,38,91
Avocado,6.43,20.11,79.44,1377,1436.58,103,43,119
Avocado,6.86,20.37,54.45,189,1399.17,118,47,58
Avocado,6.91,29.68,56.99,1054,1192.16,90,35,91
Avocado,7.45,25.49,58.07,1229,1588.69,102,39,110
Avocado,7.14,20.73,62.32,925,1218.54,83,40,91
Avocado,6.91,24.71,68.28,959,1521.96,104,59,111
Avocado,6.49,27.58,61.79,551,1406.84,115,40,74
Avocado,7.06,28.46,78.95,97,1354.36,83,31,79
Avocado,7.1,23.55,55.47,1101,1239.83,112,25,92
Avocado,6.88,23.54,68.9,1493,1710.91,118,40,74
Avocado,6.28,20.55,62.89,817,1587.77,108,59,77
Avocado,7.36,28.49,69.89,541,1726.49,89,51,94
Avocado,7.03,21.58,50.37,120,1350.9,102,58,100
Avocado,6.31,28.67,74.02,1282,1084.96,96,29,89
Avocado,7.36,22.44,61.58,112,1655.25,110,24,111
Avocado,6.78,21.6,51.86,1349,1083.6,114,26,101
Avocado,7.25,26.26,55.6,1216,1363.9,119,20,88
Avocado,7.15,26.76,58.22,1219,1633.11,100,38,101
Avocado,7.34,28.39,64.28,230,1757.17,99,48,90
Avocado,7.44,28.67,74.2,935,1660.44,86,50,72
Avocado,6.28,20.5,75.14,409,1496.1,110,22,106
Avocado,7.08,27.98,57.76,273,1369.5,117,60,60
Avocado,7.13,27.87,78.85,608,1127.67,99,24,88
Avocado,6.75,28.0,78.76,358,1735.4,104,48,101
Avocado,6.16,26.93,77.96,124,1427.53,93,60,99
Avocado,6.99,27.64,70.62,741,1542.95,110,38,71
Avocado,6.88,24.66,73.07,1249,1637.48,119,29,119
Avocado,6.97,23.61,65.8,561,1156.88,96,33,89
Avocado,6.35,28.15,71.22,298,1303.94,83,24,69
Avocado,6.31,29.22,67.52,1361,1461.1,108,23,92
Avocado,7.14,23.13,52.02,1397,1679.2,105,43,73
Avocado,6.82,20.99,58.18,86,1209.47,98,57,100
Avocado,6.38,28.49,62.77,1459,1389.54,90,22,71
Avocado,6.84,20.99,68.23,276,1514.0,114,29,111
Avocado,6.11,29.66,74.84,225,1725.73,108,38,81
Avocado,6.1,23.42,52.04,76,1009.93,89,31,63
Avocado,6.41,22.35,76.58,198,1756.17,115,50,81
Avocado,7.16,23.02,80.0,1052,1273.68,107,26,53
Avocado,6.19,25.44,79.95,1110,1073.84,89,38,76
Avocado,7.04,28.05,66.72,658,1556.13,111,51,59
Avocado,6.62,21.96,61.42,746,1012.16,114,34,93
Avocado,7.47,29.96,65.49,1107,1729.96,115,47,91
Avocado,6.93,26.9,72.87,91,1588.56,114,25,120
Avocado,7.33,24.8,64.1,69,1025.08,90,22,78
Avocado,6.07,21.28,51.15,1205,1658.89,104,57,82
Avocado,7.48,24.9,65.93,860,1474.61,87,60,75
Avocado,6.67,21.59,51.54,1313,1271.97,117,22,56
Avocado,6.98,24.36,72.5,235,1191.63,118,60,72
Avocado,6.72,26.62,51.61,800,1205.29,107,28,86
Avocado,6.25,21.1,52.32,107,1285.73,99,40,62
Avocado,7.13,27.57,78.41,1129,1510.05,107,45,111
Avocado,6.3,23.64,79.71,1218,1692.86,80,44,101
Avocado,6.87,21.21,72.39,1411,1778.34,101,44,56
Avocado,6.5,27.4,75.92,87,1623.16,105,51,78
Avocado,6.35,28.28,52.17,1055,1206.53,89,21,67
Avocado,6.49,20.73,65.04,425,1744.01,87,59,73
Avocado,6.75,29.07,79.98,1045,1134.09,90,52,106
Avocado,6.5,27.38,78.84,949,1109.53,88,30,57
Avocado,6.48,26.81,53.09,110,1395.14,114,56,74
Avocado,6.04,20.44,50.64,612,1075.15,105,53,87
Avocado,7.29,24.83,56.02,806,1347.24,89,60,90
Avocado,7.43,24.83,51.93,425,1508.56,97,28,56
Avocado,6.54,26.51,69.14,763,1492.25,101,36,107
Avocado,6.05,22.7,79.24,339,1659.62,109,24,74
Avocado,6.22,29.5,51.04,1169,1578.17,108,57,117
Avocado,6.89,22.86,54.61,330,1538.71,106,41,64
Avocado,6.77,24.6,51.91,816,1216.7,114,56,102
Avocado,6.02,27.59,66.76,1027,1076.16,120,35,100
Avocado,6.9,28.38,56.14,999,1726.24,115,60,70
Avocado,6.88,23.3,79.48,1034,1612.66,87,50,96
Avocado,6.25,23.5,53.32,316,1625.67,84,28,88
Avocado,6.93,29.43,67.57,409,1730.54,108,54,59
Avocado,6.69,28.23,77.81,812,1361.64,98,47,57
Avocado,6.87,20.06,68.44,1487,1561.6,110,28,95
Avocado,6.29,29.17,55.15,594,1521.12,109,49,109
Avocado,7.29,21.44,56.69,970,1391.64,104,45,117
Avocado,6.51,27.17,78.29,67,1572.39,119,52,76
Avocado,7.42,20.55,73.25,243,1567.34,109,24,51
Avocado,7.08,25.44,70.33,1284,1019.64,90,24,60
Avocado,7.05,29.36,59.24,406,1604.55,106,20,87
Avocado,6.08,24.0,54.17,1001,1101.69,86,53,115
Avocado,6.33,23.75,71.03,877,1194.16,116,29,86
Avocado,7.09,24.97,59.69,890,1190.36,85,28,95
Avocado,6.1,24.45,52.93,86,1292.45,107,46,79
Avocado,7.17,26.11,79.4,940,1163.34,116,55,55
Avocado,6.12,22.19,54.41,900,1058.67,85,52,53
Avocado,6.84,22.74,77.58,103,1664.97,84,24,78
Avocado,7.44,22.04,76.83,751,1020.92,105,43,80
Avocado,6.41,25.55,73.34,1084,1032.28,85,52,64
Avocado,6.36,25.41,79.0,346,1014.01,116,60,101
Avocado,6.33,20.04,77.81,1021,1453.44,108,57,116
Avocado,6.2,24.69,79.05,794,1351.28,115,31,53
Avocado,6.59,21.1,51.28,914,1145.31,87,41,66
Avocado,7.16,25.52,67.34,1001,1213.24,89,44,116
Avocado,7.16,25.07,60.29,659,1454.28,81,24,118
Avocado,6.73,21.54,71.31,918,1171.59,94,54,59
Avocado,7.12,29.92,62.76,1076,1242.6,104,22,100
Avocado,6.31,25.95,58.88,184,1580.04,120,30,117
Avocado,6.29,26.49,70.42,1076,1614.71,101,41,65
Avocado,6.85,28.93,50.22,495,1141.54,114,57,67
Avocado,6.67,28.68,73.41,834,1639.99,109,53,111
Avocado,7.45,21.23,59.77,112,1293.13,83,50,86
Avocado,7.39,24.19,57.17,1282,1299.12,111,29,85
Avocado,6.81,25.78,62.58,442,1407.09,99,25,105
Avocado,6.3,20.77,79.53,963,1076.33,94,38,95
Avocado,7.01,20.92,52.11,641,1540.07,83,34,79
Avocado,6.12,21.28,73.56,653,1728.91,120,40,81
Avocado,6.8,29.49,73.27,1436,1594.52,94,56,80
Avocado,6.52,20.4,55.57,1169,1077.46,104,46,95
Avocado,7.13,24.02,50.31,1143,1167.42,80,55,57
Avocado,6.56,28.92,65.09,895,1479.62,92,28,82
Avocado,7.37,25.86,69.99,67,1630.87,96,43,50
Avocado,6.39,25.09,54.42,501,1234.33,112,56,106
Avocado,7.2,25.56,73.61,1266,1645.07,118,27,108
Avocado,6.36,21.49,64.16,144,1020.55,83,28,66
Avocado,6.05,24.06,78.81,406,1342.43,112,36,55
Avocado,7.37,24.83,56.21,1408,1460.46,90,48,84
Avocado,6.58,22.28,59.09,415,1454.19,119,54,118
Avocado,6.86,29.45,74.25,304,1391.21,97,25,68
Avocado,6.98,26.51,78.7,433,1525.52,90,25,93
Avocado,6.78,24.8,61.34,1383,1511.04,84,46,72
Avocado,6.93,29.3,66.67,1476,1093.77,117,45,86
Avocado,6.86,28.41,50.98,333,1518.86,88,58,91
Avocado,7.32,25.21,66.8,578,1137.78,116,32,85
Avocado,6.75,27.3,74.72,1178,1793.13,103,39,120
Avocado,6.65,28.22,61.85,617,1645.85,89,56,83
Avocado,6.84,24.88,62.16,912,1248.51,94,23,66
Avocado,6.78,26.63,64.1,715,1770.36,107,34,112
Avocado,6.26,21.65,55.17,589,1309.8,102,39,71
Avocado,6.83,25.93,65.3,508,1065.73,90,46,63
Avocado,6.68,29.66,78.6,771,1171.18,102,38,113
Avocado,7.2,21.63,76.8,434,1193.76,112,47,53
Avocado,7.44,23.27,52.68,1123,1663.29,106,29,67
Avocado,7.43,20.64,70.17,206,1459.96,115,25,88
Avocado,6.49,29.01,68.0,477,1342.43,118,52,70
Avocado,6.79,28.81,67.81,901,1126.81,113,52,66
