Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Cotton,6.53,25.93,69.52,940,775.48,119,28,98
Cotton,7.49,24.88,71.8,35,789.48,111,29,117
Cotton,6.87,20.72,73.42,134,611.88,89,30,93
Cotton,7.25,22.26,74.27,226,733.07,110,34,81
Cotton,6.63,24.46,63.81,189,750.82,110,28,109
Cotton,7.48,26.18,70.16,24,784.32,96,39,114
Cotton,6.27,23.13,63.78,741,771.6,87,37,118
Cotton,7.39,29.95,71.37,179,729.88,97,24,120
Cotton,7.26,24.74,64.84,32,624.37,90,40,85
Cotton,6.59,24.2,66.78,732,781.2,114,31,115
Cotton,7.31,29.51,65.52,134,653.12,116,38,87
Cotton,7.49,26.57,68.32,328,758.75,118,23,102
Cotton,6.99,24.32,70.96,49,677.24,80,24,95
Cotton,7.3,25.88,68.5,122,790.3,111,35,89
Cotton,6.08,22.33,78.46,849,661.9,87,33,116
Cotton,6.59,24.29,71.88,796,764.83,103,39,115
Cotton,6.29,28.46,74.75,662,608.73,98,35,110
Cotton,6.37,26.03,68.6,609,709.84,112,38,98
Cotton,6.56,28.65,75.73,585,661.16,90,23,85
Cotton,6.19,20.71,65.32,397,645.47,89,23,80
Cotton,6.09,20.2,60.3,982,755.92,113,34,104
Cotton,6.96,22.43,61.8,684,778.98,109,20,120
Cotton,7.32,20.06,60.58,921,737.04,102,40,80
Cotton,6.67,20.51,74.81,153,786.77,114,38,109
Cotton,7.43,26.2,63.46,527,631.04,96,36,118
Cotton,6.61,28.33,78.26,13,667.14,85,39,96
Cotton,6.73,25.91,65.43,695,671.38,89,36,106
Cotton,6.12,28.89,61.05,975,756.04,103,29,117
Cotton,6.75,28.05,69.16,162,728.15,103,26,80
Cotton,6.94,21.14,66.46,98,628.22,109,20,104
Cotton,7.49,21.67,76.47,318,736.89,87,22,115
Cotton,6.26,26.64,64.94,127,681.72,85,39,104
Cotton,7.43,29.88,64.33,885,696.03,99,35,83
Cotton,6.34,20.79,66.71,921,631.08,108,36,110
Cotton,6.11,24.02,63.35,806,643.6,109,24,114
Cotton,6.56,25.14,72.9,71,692.07,117,30,99
Cotton,7.13,21.22,69.07,685,719.36,81,39,114
Cotton,6.73,28.11,62.59,915,621.09,111,30,108
Cotton,6.65,26.38,65.49,46,790.69,114,40,106
Cotton,6.23,21.72,68.55,685,664.29,104,28,83
Cotton,6.04,21.09,66.69,713,659.98,113,37,110
Cotton,6.18,24.92,62.82,80,664.62,90,21,98
