Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Watermelons,6.54,29.42,60.88,425,1215.35,93,21,99
Watermelons,6.74,26.43,58.76,537,1281.85,88,26,141
Watermelons,6.62,32.09,53.41,560,1392.81,125,32,140
Watermelons,7.11,27.25,68.32,680,1152.87,85,21,244
Watermelons,7.19,28.65,59.24,830,1426.29,133,37,232
Watermelons,7.34,27.6,69.01,816,1035.41,128,23,232
Watermelons,6.5,34.47,69.99,399,1051.93,128,39,196
Watermelons,7.24,34.86,63.82,770,1475.64,134,30,247
Watermelons,6.19,31.58,55.67,463,1131.7,141,27,211
Watermelons,6.74,33.84,62.74,226,1227.63,98,28,111
Watermelons,7.18,28.95,58.71,365,1186.51,149,39,83
Watermelons,7.3,26.83,54.46,503,1283.33,89,32,241
Watermelons,6.31,30.48,58.46,528,1272.51,144,31,232
Watermelons,6.25,25.49,56.54,310,1436.91,139,36,93
Watermelons,6.5,30.78,65.99,296,1136.11,138,21,111
Watermelons,6.69,29.04,50.71,254,1419.35,135,28,203
Watermelons,7.09,30.23,61.29,393,1455.14,149,29,138
Watermelons,7.12,32.23,64.51,541,1155.76,112,25,186
Watermelons,6.38,26.16,60.58,451,1389.24,91,33,172
Watermelons,7.09,25.19,53.49,804,1477.46,148,33,228
Watermelons,6.9,27.83,63.67,601,1410.93,99,35,136
Watermelons,6.64,26.8,58.43,263,1460.03,91,32,179
Watermelons,6.98,34.97,52.72,370,1271.63,116,40,232
Watermelons,6.22,27.02,67.65,449,1369.4,99,35,188
Watermelons,7.02,26.71,64.83,206,1475.29,114,22,142
Watermelons,7.07,34.34,51.27,535,1201.8,124,25,177
Watermelons,6.01,27.18,52.25,448,1050.44,137,27,209
Watermelons,7.34,27.79,68.47,779,1231.12,82,27,151
Watermelons,7.2,33.51,68.3,320,1256.79,137,22,91
Watermelons,6.06,33.26,54.67,445,1176.42,139,21,152
Watermelons,7.05,33.63,51.21,748,1275.23,83,25,192
Watermelons,6.25,25.87,64.78,782,1029.49,118,34,103
Watermelons,7.11,34.76,57.55,460,1130.48,129,26,178
Watermelons,6.63,27.87,68.43,441,1028.28,102,24,155
Watermelons,6.62,32.27,56.18,574,1183.46,121,32,235
Watermelons,7.24,32.83,53.24,498,1344.54,126,33,160
Watermelons,7.39,25.38,59.63,780,1200.73,122,37,204
Watermelons,6.41,31.39,55.5,835,1188.91,145,29,122
Watermelons,7.2,26.91,66.29,565,1137.07,93,26,242
Watermelons,6.87,32.31,66.14,529,1439.68,150,25,112
Watermelons,6.56,32.94,68.66,429,1333.17,133,32,221
Watermelons,6.3,33.49,51.14,257,1057.86,122,27,218
Watermelons,6.63,29.51,51.38,643,1304.62,104,40,142
Watermelons,6.79,34.07,63.8,536,1094.95,94,39,104
Watermelons,7.21,31.18,66.8,843,1256.74,145,29,208
Watermelons,6.73,26.67,59.52,581,1412.75,96,29,179
Watermelons,6.11,31.86,52.88,732,1362.17,138,29,82
Watermelons,7.46,34.37,59.72,229,1340.97,150,35,187
Watermelons,6.65,26.19,65.42,532,1075.16,105,33,241
Watermelons,6.7,27.83,59.8,773,1471.87,88,26,246
Watermelons,6.2,29.29,50.9,460,1359.41,125,20,153
Watermelons,7.48,33.02,64.38,528,1005.16,141,30,189
Watermelons,7.24,26.98,51.49,805,1007.25,115,30,229
Watermelons,6.65,29.68,56.26,486,1031.46,128,34,212
Watermelons,7.49,29.71,67.23,517,1200.83,108,38,164
Watermelons,7.44,28.19,63.86,682,1251.5,106,24,178
Watermelons,6.86,33.55,66.46,735,1375.1,126,38,228
Watermelons,6.87,33.84,67.47,737,1201.97,89,37,237
Watermelons,7.33,27.49,59.14,347,1090.39,140,35,188
Watermelons,6.97,31.04,66.26,226,1079.86,121,29,136
Watermelons,6.83,25.67,56.2,703,1356.66,95,30,184
Watermelons,6.92,30.35,67.34,368,1420.88,140,38,94
Watermelons,6.81,29.09,50.82,737,1356.61,109,29,217
Watermelons,7.37,34.15,68.7,848,1155.73,101,39,174
Watermelons,6.38,28.27,53.13,314,1065.12,127,21,191
Watermelons,6.94,33.07,56.4,552,1372.78,115,31,227
Watermelons,6.92,25.86,61.91,711,1303.62,116,39,82
Watermelons,7.33,34.51,69.65,773,1320.38,104,36,214
Watermelons,7.25,27.34,56.49,724,1078.77,139,40,104
Watermelons,6.19,28.86,55.66,369,1181.93,113,29,83
