Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Jackfruit,6.84,28.4,70.2,939,1461.95,96,95,106
Jackfruit,6.17,26.69,77.55,859,1058.11,98,82,179
Jackfruit,5.56,26.76,71.56,920,1583.24,93,78,240
Jackfruit,6.61,33.96,72.6,435,1253.55,113,66,144
Jackfruit,6.19,30.16,73.81,485,1486.26,192,95,167
Jackfruit,6.74,25.18,77.2,996,1023.04,197,85,216
Jackfruit,6.99,30.36,70.06,156,1474.99,200,62,187
Jackfruit,6.87,28.05,78.58,954,1207.02,171,86,169
Jackfruit,5.84,26.15,75.92,540,1576.03,198,98,108
Jackfruit,5.66,24.17,79.89,171,1206.49,82,80,193
Jackfruit,6.19,22.8,79.78,229,1174.15,152,93,202
Jackfruit,5.7,33.5,70.68,546,1549.27,111,68,156
Jackfruit,5.57,28.93,74.51,321,1332.11,137,79,157
Jackfruit,6.06,32.11,79.56,514,1112.99,141,74,141
Jackfruit,6.52,28.95,77.1,1029,1262.62,84,85,126
Jackfruit,6.23,27.26,77.35,608,1463.7,175,84,115
Jackfruit,6.31,22.71,79.61,905,1315.68,113,99,91
Jackfruit,5.63,23.2,71.01,953,1502.41,101,96,90
Jackfruit,6.85,31.82,75.0,524,1147.17,186,65,196
Jackfruit,5.74,29.25,77.78,503,1181.1,179,52,206
Jackfruit,6.49,28.25,77.46,477,1220.32,141,52,216
Jackfruit,6.31,29.48,72.19,1136,1495.02,95,76,185
Jackfruit,5.54,32.96,79.72,662,1030.26,114,90,95
Jackfruit,6.91,31.99,72.97,982,1550.44,182,79,202
Jackfruit,6.08,32.98,71.5,730,1106.38,139,66,209
Jackfruit,6.6,24.13,74.33,498,1108.11,128,72,137
Jackfruit,6.03,29.46,78.69,517,1048.82,85,63,225
Jackfruit,6.46,26.87,73.66,497,1365.03,88,98,177
Jackfruit,6.54,26.96,72.59,1024,1100.15,92,55,176
Jackfruit,6.41,26.99,73.49,954,1341.35,182,100,202
Jackfruit,5.94,32.64,72.98,376,1528.46,172,53,233
Jackfruit,6.0,29.12,79.3,942,1305.68,110,100,207
Jackfruit,6.92,28.82,70.18,1179,1498.28,108,93,217
Jackfruit,6.84,28.21,79.95,489,1266.89,120,80,191
Jackfruit,5.53,27.27,75.93,759,1104.41,192,72,127
Jackfruit,6.56,30.37,74.24,562,1489.84,183,77,177
Jackfruit,6.3,32.32,78.45,921,1449.54,195,73,203
Jackfruit,6.68,26.72,77.02,1016,1158.06,192,58,221
Jackfruit,6.51,31.3,76.92,1091,1159.08,189,80,128
Jackfruit,6.97,22.74,77.57,614,1394.57,151,61,142
Jackfruit,6.01,33.19,76.17,963,1048.99,104,57,88
Jackfruit,6.78,32.23,78.05,244,1352.02,143,92,134
Jackfruit,5.52,24.44,73.78,1063,1579.09,102,60,128
Jackfruit,6.01,22.65,73.51,351,1548.82,168,79,140
Jackfruit,5.59,25.37,70.16,417,1285.57,190,80,122
Jackfruit,6.72,28.27,76.73,509,1410.35,102,74,103
Jackfruit,6.95,25.7,73.08,533,1212.51,160,64,245
Jackfruit,5.87,25.23,73.62,1093,1340.8,80,100,86
Jackfruit,5.78,24.24,79.0,966,1554.71,193,100,161
Jackfruit,6.75,26.94,79.59,573,1020.33,149,54,105
Jackfruit,5.91,31.04,72.14,622,1198.38,182,100,111
Jackfruit,5.89,33.85,76.95,130,1501.29,102,50,167
Jackfruit,6.61,26.81,75.28,1015,1122.73,160,76,180
Jackfruit,5.92,28.7,79.23,896,1563.98,150,67,106
Jackfruit,6.28,23.96,75.29,801,1490.36,80,99,244
Jackfruit,6.13,29.17,70.76,650,1434.35,179,73,235
Jackfruit,6.74,29.29,79.7,1046,1351.09,143,53,153
Jackfruit,6.37,26.97,79.27,963,1330.9,98,90,102
Jackfruit,6.02,27.88,77.55,397,1518.8,80,99,128
Jackfruit,6.71,28.51,72.32,731,1347.69,151,68,246
Jackfruit,6.42,29.19,73.91,1179,1110.88,180,91,246
Jackfruit,6.52,27.15,71.86,239,1360.78,190,68,160
Jackfruit,6.63,30.59,71.65,965,1273.15,98,89,173
Jackfruit,6.71,22.21,72.18,224,1148.6,82,50,214
Jackfruit,5.62,29.09,78.77,1170,1548.22,94,88,223
Jackfruit,6.51,24.37,71.04,379,1267.18,102,75,142
Jackfruit,6.21,33.41,78.91,887,1432.33,92,67,141
Jackfruit,6.18,24.7,74.99,178,1154.28,197,69,152
Jackfruit,5.71,31.12,74.5,233,1364.47,189,85,103
Jackfruit,5.77,26.29,71.21,776,1444.32,95,92,186
Jackfruit,5.63,32.17,73.55,614,1017.44,130,80,170
Jackfruit,6.8,30.2,79.6,343,1484.08,85,89,183
Jackfruit,6.48,25.2,73.14,1091,1473.91,103,73,110
Jackfruit,6.75,32.73,74.65,888,1505.91,107,93,183
Jackfruit,5.86,24.26,71.51,607,1569.62,130,82,82
Jackfruit,6.53,30.12,78.55,365,1422.88,150,57,248
Jackfruit,5.92,28.53,77.22,1177,1152.22,200,88,221
Jackfruit,5.62,29.33,73.17,222,1152.08,97,59,157
Jackfruit,6.44,32.01,75.82,331,1529.54,111,83,226
Jackfruit,6.01,28.26,77.97,1111,1590.91,164,70,207
Jackfruit,5.93,32.51,72.22,510,1312.57,194,88,191
Jackfruit,6.4,25.41,78.3,1142,1290.18,111,56,88
Jackfruit,5.81,23.42,71.61,391,1495.22,124,72,217
Jackfruit,6.27,24.28,74.37,263,1380.03,164,97,90
Jackfruit,6.48,26.86,75.15,594,1067.98,142,79,190
Jackfruit,6.95,30.33,74.77,1153,1374.96,126,59,102
Jackfruit,5.96,27.65,77.47,722,1484.66,115,79,97
Jackfruit,6.11,31.38,79.56,417,1057.71,190,87,103
Jackfruit,5.78,22.49,71.93,395,1193.44,139,95,149
Jackfruit,6.98,30.71,74.79,276,1131.53,190,70,214
Jackfruit,6.55,32.4,73.39,815,1195.34,132,96,116
Jackfruit,6.05,31.71,70.4,717,1503.88,187,72,116
Jackfruit,6.26,23.88,75.44,501,1354.07,160,65,183
Jackfruit,6.05,22.05,72.61,635,1426.71,142,87,101
Jackfruit,6.24,26.21,75.97,489,1159.33,156,56,228
Jackfruit,6.78,25.33,74.52,762,1578.44,140,73,233
Jackfruit,6.38,30.9,78.39,174,1439.49,197,89,118
Jackfruit,5.77,29.15,75.67,946,1533.99,166,69,127
Jackfruit,6.47,30.65,79.87,488,1053.84,116,90,152
Jackfruit,6.19,24.0,75.59,1185,1366.39,112,59,217
Jackfruit,5.6,22.82,77.47,316,1493.56,109,60,98
Jackfruit,6.44,22.25,74.11,248,1287.11,133,67,150
Jackfruit,6.8,30.66,73.05,343,1436.96,118,95,126
Jackfruit,6.06,22.89,72.21,512,1271.34,123,78,249
Jackfruit,6.77,28.97,77.6,780,1513.33,200,78,139
Jackfruit,6.48,28.86,76.07,330,1418.53,165,75,242
Jackfruit,5.98,22.45,71.3,1026,1104.89,137,66,191
Jackfruit,6.3,30.43,79.97,376,1203.33,136,65,95
Jackfruit,6.27,33.65,72.73,839,1310.29,157,74,168
Jackfruit,6.13,32.05,79.9,887,1180.76,115,50,91
Jackfruit,6.0,22.77,71.39,768,1528.66,143,67,243
Jackfruit,6.86,32.1,77.43,1039,1325.51,102,57,184
Jackfruit,6.36,32.73,75.28,504,1448.43,130,86,202
Jackfruit,5.89,29.39,70.47,201,1420.83,138,99,85
Jackfruit,6.08,27.79,73.7,1087,1071.43,200,56,185
Jackfruit,6.83,25.17,71.74,455,1283.05,182,91,174
Jackfruit,6.64,24.03,73.1,1147,1562.56,131,62,117
Jackfruit,6.11,24.13,70.16,979,1298.99,138,50,234
Jackfruit,6.06,28.02,76.96,907,1097.51,142,97,174
Jackfruit,5.61,30.92,70.88,118,1401.75,110,100,141
Jackfruit,6.92,23.97,74.77,110,1229.86,176,50,157
Jackfruit,6.64,27.6,79.63,1119,1139.57,151,94,209
Jackfruit,6.47,32.02,78.56,338,1270.17,180,61,115
Jackfruit,6.46,22.96,74.85,348,1192.17,97,95,211
Jackfruit,5.91,22.92,74.56,883,1317.57,109,55,120
Jackfruit,5.78,33.67,76.72,637,1512.51,151,94,214
Jackfruit,5.9,29.02,77.96,672,1000.47,130,82,150
Jackfruit,5.67,30.46,74.8,878,1069.28,161,92,196
Jackfruit,6.28,27.91,75.47,997,1076.97,155,56,221
Jackfruit,5.98,28.39,75.44,518,1458.78,133,67,246
Jackfruit,5.76,27.03,70.98,719,1503.11,96,78,175
Jackfruit,6.78,28.55,78.44,1074,1102.71,132,86,239
Jackfruit,6.11,28.98,73.19,629,1131.4,189,86,122
Jackfruit,5.79,22.59,79.47,653,1429.48,178,56,175
Jackfruit,6.43,24.1,79.01,1072,1391.11,195,100,106
Jackfruit,6.13,31.2,77.8,643,1436.97,87,96,87
Jackfruit,5.98,31.81,79.78,741,1414.17,179,85,247
Jackfruit,6.62,28.57,79.55,732,1553.64,190,83,198
Jackfruit,5.79,32.55,75.31,298,1415.02,198,86,109
Jackfruit,5.66,25.47,78.05,241,1263.56,137,81,148
Jackfruit,6.35,22.63,72.85,1069,1596.4,191,86,230
Jackfruit,6.03,27.77,70.11,488,1383.23,154,81,146
Jackfruit,5.94,25.27,70.14,278,1166.0,134,74,197
Jackfruit,7.0,28.62,79.51,571,1048.49,177,87,148
Jackfruit,6.85,25.45,71.86,554,1446.94,190,77,213
Jackfruit,6.39,31.41,75.92,1093,1239.47,181,100,131
Jackfruit,6.25,23.15,70.4,1078,1495.33,83,68,182
Jackfruit,6.8,24.57,76.91,289,1041.21,163,77,142
Jackfruit,5.7,28.96,75.39,329,1265.7,99,67,202
Jackfruit,5.96,30.26,73.99,846,1233.11,114,72,206
Jackfruit,5.76,23.11,75.51,929,1033.83,135,83,226
Jackfruit,5.84,22.84,70.73,264,1390.97,164,85,165
Jackfruit,6.99,33.61,72.81,1120,1532.39,107,72,239
Jackfruit,6.17,29.1,73.85,455,1384.89,101,69,138
Jackfruit,6.87,28.54,72.87,209,1190.94,101,91,151
Jackfruit,6.33,25.46,73.55,544,1502.16,86,86,160
Jackfruit,5.84,33.42,75.12,270,1005.98,186,83,177
Jackfruit,5.66,30.28,79.95,354,1035.19,86,74,146
Jackfruit,6.79,32.15,75.72,668,1129.3,84,74,203
Jackfruit,6.52,32.06,73.3,128,1138.41,123,100,96
Jackfruit,6.11,30.5,79.54,521,1394.7,190,54,136
Jackfruit,6.92,32.95,75.35,356,1528.01,193,79,175
Jackfruit,6.86,23.07,74.92,853,1018.82,192,95,233
Jackfruit,5.77,33.86,73.6,486,1079.04,169,98,191
Jackfruit,5.59,33.97,78.95,1041,1319.69,153,71,190
Jackfruit,6.47,27.86,70.85,427,1599.22,175,73,119
Jackfruit,5.96,33.47,71.73,556,1125.58,93,69,93
Jackfruit,5.62,27.14,74.3,1136,1109.26,155,51,168
