Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Rice,5.76,30.18,78.54,65,2319.19,147,24,123
Rice,6.03,28.86,71.61,495,1440.79,103,29,110
Rice,5.64,27.96,75.44,1131,1396.75,149,20,101
Rice,6.78,20.75,79.87,584,1688.95,131,40,100
Rice,6.02,23.51,71.68,112,1664.32,111,30,130
Rice,6.43,34.39,79.83,1026,1944.98,140,35,106
Rice,5.53,31.22,73.56,321,1839.08,137,36,122
Rice,5.82,22.29,74.82,944,2346.69,143,40,118
Rice,5.95,34.55,78.73,868,2349.36,116,39,142
Rice,5.91,30.18,79.61,374,1564.21,136,32,100
Rice,6.79,23.11,78.07,973,2207.36,148,21,147
Rice,6.19,23.93,72.22,577,2366.48,117,20,115
Rice,6.98,34.32,73.65,1073,2087.74,100,25,105
Rice,6.93,31.89,72.41,1187,1236.57,116,40,130
Rice,6.85,25.55,70.3,1172,1634.32,106,38,148
Rice,5.87,26.1,78.22,397,1947.73,133,34,147
Rice,6.62,20.23,71.67,994,1783.08,124,32,114
Rice,6.08,21.32,70.2,1179,1287.21,138,29,110
Rice,5.5,28.9,75.72,282,1693.54,119,37,120
Rice,6.9,20.38,77.72,409,2160.39,102,35,129
Rice,5.73,32.69,76.41,743,2296.6,146,40,140
Rice,6.25,22.91,78.51,1075,2033.84,121,29,113
Rice,5.51,33.8,77.63,955,2362.5,114,26,140
Rice,6.28,32.46,71.3,377,1782.46,128,35,116
Rice,6.56,31.04,71.3,112,2228.56,142,32,108
Rice,6.34,23.24,77.27,1158,1064.58,106,26,124
Rice,6.86,32.26,71.94,814,1561.81,144,32,121
Rice,6.86,30.15,71.18,138,1996.28,108,38,105
Rice,6.44,25.65,77.35,729,1053.54,113,21,149
Rice,6.02,21.16,73.31,794,2294.08,139,39,122
Rice,6.88,28.97,70.22,219,1410.39,128,33,122
Rice,6.42,32.18,74.57,1051,2205.35,144,30,124
Rice,6.31,28.12,75.13,644,1180.45,129,33,123
Rice,5.52,31.7,74.51,899,1165.4,129,30,147
Rice,5.82,24.42,75.01,392,1224.99,125,34,111
Rice,6.08,34.13,79.34,326,1975.8,117,20,123
Rice,5.52,29.93,70.41,970,1875.88,133,39,146
Rice,6.3,26.99,77.47,840,1890.21,115,24,150
Rice,5.74,27.47,71.7,920,1513.93,134,32,133
Rice,5.9,24.11,70.41,593,2181.32,148,25,143
Rice,6.17,28.78,73.04,731,1507.82,130,27,149
Rice,5.76,24.81,72.5,463,1652.69,149,37,131
Rice,5.93,27.59,78.04,954,1247.04,144,38,111
Rice,6.27,23.73,76.18,1104,1458.86,141,31,132
Rice,6.17,33.55,79.02,998,2053.7,143,33,117
Rice,6.32,32.87,71.01,211,2233.05,120,26,125
Rice,5.78,23.67,70.51,598,1269.78,113,24,145
Rice,5.76,26.01,78.94,617,1835.82,133,31,101
Rice,5.72,20.32,77.23,809,1204.32,145,20,148
Rice,6.1,22.51,77.13,918,2290.83,102,22,115
Rice,6.67,21.85,77.18,825,1906.42,132,35,115
Rice,6.2,23.19,79.1,1118,1140.34,146,22,105
Rice,6.76,24.23,75.3,866,1841.93,144,24,112
Rice,6.92,25.92,78.16,258,1277.56,124,33,143
Rice,5.52,23.11,73.69,425,1378.94,102,29,130
Rice,6.15,33.08,75.21,734,2385.96,103,24,130
Rice,5.84,23.79,77.82,699,2220.4,139,39,106
Rice,5.8,26.5,74.27,1090,2115.51,116,23,150
Rice,6.38,32.12,78.42,862,2224.29,109,35,104
Rice,6.3,32.27,76.89,640,2129.59,124,35,128
Rice,6.44,30.61,79.19,841,1871.06,138,30,124
Rice,6.52,33.14,73.28,1092,1341.51,118,40,121
Rice,6.6,34.43,70.71,729,1112.93,116,36,122
Rice,6.83,33.22,74.09,941,1344.56,123,33,101
Rice,6.37,20.26,74.52,1049,2232.53,149,33,122
Rice,5.67,24.56,75.09,1115,1095.31,142,33,101
Rice,6.17,35.0,78.92,999,1421.04,137,28,114
Rice,5.6,27.66,76.56,1082,1097.15,118,38,135
Rice,6.83,31.14,74.96,1081,1095.07,125,24,149
Rice,6.05,29.17,74.01,1096,1425.31,107,22,117
Rice,6.34,21.23,79.0,131,1303.26,142,30,150
Rice,5.66,23.84,76.36,1089,1080.43,129,22,150
Rice,6.21,20.93,72.9,568,1696.98,150,24,104
Rice,6.91,21.26,71.93,1007,1268.42,101,37,150
Rice,6.59,28.72,77.93,1056,2206.37,141,20,113
Rice,6.92,25.54,74.7,60,1342.29,116,29,108
Rice,6.03,23.57,72.46,715,1156.73,143,24,120
Rice,6.33,32.74,71.38,706,2252.42,110,22,124
Rice,5.8,23.81,70.55,299,1702.76,125,34,144
Rice,6.32,22.99,75.68,791,1847.9,150,22,111
Rice,6.74,25.3,77.94,708,1864.74,140,29,108
Rice,5.96,32.19,79.38,165,1140.66,127,40,148
Rice,5.52,24.8,70.88,517,1840.78,106,34,134
Rice,5.74,30.76,72.13,376,2001.07,145,34,138
Rice,7.0,28.6,76.15,606,1793.34,128,25,135
Rice,6.71,33.66,73.9,797,2079.86,118,34,136
Rice,6.35,28.05,77.45,869,1242.27,107,39,110
Rice,5.76,25.79,76.14,664,2387.6,107,38,149
Rice,6.87,31.69,75.86,243,2360.93,126,38,136
Rice,5.86,33.8,75.21,433,2360.23,130,20,122
Rice,6.71,22.78,73.83,1162,1278.8,119,32,118
Rice,5.5,30.66,72.76,765,1837.38,126,32,121
Rice,5.94,32.55,73.95,277,1663.16,131,27,110
Rice,6.77,27.52,70.82,1130,1276.13,111,33,104
Rice,5.51,27.65,79.01,543,1264.02,136,33,116
Rice,5.76,32.77,73.71,995,1077.1,101,35,133
Rice,6.71,22.04,78.72,374,1724.5,144,30,117
Rice,6.03,28.09,78.41,95,1724.21,104,36,131
Rice,5.97,28.9,78.85,859,1633.57,107,24,117
Rice,6.21,20.42,77.22,1016,1324.07,137,40,142
Rice,5.81,29.68,77.38,583,1710.26,125,39,104
Rice,6.02,27.41,71.42,962,1787.44,145,32,145
Rice,6.47,20.97,78.38,799,2139.82,113,32,104
Rice,6.32,22.99,70.27,206,2142.16,112,33,138
Rice,6.49,23.17,76.75,1021,2306.19,132,31,124
Rice,5.91,26.88,79.86,738,1316.15,110,36,115
Rice,5.75,31.19,77.44,470,2101.24,148,32,114
Rice,5.65,26.9,78.62,1007,1374.05,124,25,126
Rice,6.54,34.84,79.39,767,1749.56,147,27,114
Rice,6.28,29.71,74.97,1080,1554.57,146,36,120
Rice,6.21,32.31,79.02,399,2113.68,135,34,144
Rice,6.75,23.56,71.05,229,1536.7,141,31,120
Rice,6.08,28.44,76.74,723,1494.76,149,20,106
Rice,6.96,25.24,78.85,656,2148.86,112,21,102
Rice,6.91,25.08,76.1,520,2092.58,132,25,143
Rice,6.81,22.39,78.27,116,1812.12,121,35,141
Rice,5.54,29.44,76.99,66,2378.49,142,40,146
Rice,5.88,32.53,73.48,225,1990.33,148,36,119
Rice,6.42,33.91,72.58,1017,1889.21,142,26,144
Rice,6.18,30.94,73.0,753,1323.7,122,20,105
Rice,6.99,20.1,75.56,595,1816.54,129,28,104
Rice,5.76,30.05,70.64,403,2381.66,115,38,140
Rice,6.87,20.87,76.56,467,1006.97,111,28,112
Rice,5.81,29.69,74.08,236,1569.14,135,34,104
Rice,6.05,29.4,77.09,784,1735.27,113,28,129
Rice,6.35,33.23,74.04,596,1776.28,144,37,117
Rice,6.5,27.51,79.12,810,2287.78,103,22,130
Rice,6.48,20.84,77.85,155,1677.06,107,28,129
Rice,6.32,28.25,79.79,1020,1042.46,122,23,107
Rice,6.31,33.66,75.38,235,2239.34,136,30,117
Rice,6.4,32.98,73.71,922,1792.51,140,29,143
Rice,5.75,29.27,76.16,934,1475.86,105,32,111
Rice,5.52,21.68,76.72,721,1586.14,101,30,147
Rice,6.29,28.58,74.1,587,1433.91,102,34,148
Rice,6.13,34.5,72.07,114,1692.18,148,29,143
Rice,5.89,31.91,74.26,466,1210.8,111,25,125
Rice,6.1,31.83,74.96,249,1488.2,108,36,140
Rice,5.59,23.31,70.7,408,1261.59,131,31,114
Rice,6.55,34.94,73.6,455,1506.68,138,25,148
Rice,6.77,31.75,78.57,643,1008.6,124,31,136
Rice,6.19,30.16,79.44,490,1555.33,103,30,120
Rice,6.65,33.26,77.21,1099,1358.58,120,32,131
Rice,6.09,30.35,70.53,566,1247.02,148,27,129
Rice,6.09,23.89,76.38,397,2018.17,112,34,130
Rice,6.91,33.31,76.04,1024,1950.06,135,26,131
Rice,6.35,24.13,77.87,164,2342.09,147,27,137
Rice,6.12,28.52,79.58,180,1201.76,148,31,121
Rice,5.53,34.29,75.74,740,2171.16,132,25,132
Rice,5.74,21.36,76.94,227,1578.97,121,21,139
Rice,6.45,31.63,76.88,455,2066.03,141,29,117
Rice,6.16,31.71,76.32,1179,2335.92,144,28,144
Rice,5.65,22.8,78.87,1179,1066.65,132,34,122
Rice,6.43,21.42,72.75,1089,1708.42,141,40,127
Rice,6.35,34.78,74.64,544,1535.26,100,28,123
Rice,5.71,33.52,79.73,1058,2134.43,123,31,136
Rice,6.09,21.19,72.91,1169,2163.3,108,38,150
Rice,5.58,23.05,77.1,398,1098.59,147,22,128
Rice,6.39,23.01,74.31,561,1922.66,106,35,128
Rice,6.58,22.29,78.31,968,2224.27,120,35,140
Rice,6.17,31.42,76.82,185,2271.49,133,20,105
Rice,6.71,33.35,75.61,418,2383.1,130,23,126
Rice,6.02,22.32,79.69,476,1180.8,103,40,143
Rice,6.59,33.44,72.59,984,1404.16,129,38,118
Rice,6.94,34.45,74.71,912,1501.41,113,40,110
Rice,6.03,34.95,73.63,263,1943.13,112,33,118
Rice,6.11,34.86,71.39,612,2244.75,106,22,137
Rice,6.79,21.83,79.37,905,1181.56,139,36,139
Rice,6.58,27.66,75.66,853,1321.82,123,39,120
Rice,6.62,28.56,79.14,1046,1578.59,114,24,115
Rice,5.54,28.98,74.82,492,2076.62,143,28,132
Rice,6.52,23.05,79.44,356,2373.02,110,30,111
Rice,5.96,27.75,78.11,62,1319.69,103,36,100
Rice,6.29,23.86,76.65,792,1680.17,107,23,132
Rice,6.96,30.89,70.63,599,1802.14,134,22,147
Rice,5.53,25.32,77.11,795,2427.18,129,32,115
Rice,6.98,34.8,75.97,439,1915.72,107,32,133
Rice,6.56,31.64,72.43,722,1791.02,120,28,109
Rice,6.92,28.09,71.58,1053,2036.96,142,22,134
Rice,5.81,23.65,72.36,404,1475.37,138,25,107
Rice,6.87,28.44,79.8,554,2211.95,142,25,120
Rice,6.39,34.78,75.28,953,1052.84,125,23,148
Rice,6.61,24.76,72.46,62,1373.47,119,34,142
Rice,6.18,33.64,79.42,594,2411.77,136,29,119
Rice,6.03,25.95,78.86,154,2483.94,135,34,144
Rice,5.68,25.45,76.15,974,1045.26,102,24,143
Rice,5.91,20.27,73.12,658,1570.0,129,33,117
Rice,5.56,21.76,70.6,999,1606.69,130,33,127
Rice,5.8,31.35,73.77,108,1864.64,108,27,104
Rice,5.52,23.75,76.44,934,1257.8,136,21,115
Rice,6.85,33.11,73.04,890,1685.64,118,24,112
Rice,6.08,29.17,73.84,600,1136.44,124,29,119
Rice,6.52,33.49,72.91,433,1318.55,122,25,136
Rice,6.8,21.89,75.11,281,1392.2,120,38,130
Rice,6.94,21.74,71.96,296,1534.46,148,32,132
Rice,6.15,33.54,77.26,73,2361.96,125,26,145
Rice,6.04,26.61,79.18,1151,2203.82,147,31,111
Rice,6.2,27.44,74.32,420,2128.93,150,31,142
Rice,5.78,25.05,72.45,914,2095.01,118,22,107
Rice,6.99,29.91,77.96,476,2137.46,101,32,110
Rice,6.28,26.75,77.6,558,1956.54,106,34,138
