Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Peanut,6.84,34.34,52.54,366,547.6,71,63,92
Peanut,6.83,32.97,61.69,1420,699.73,74,46,89
Peanut,6.96,26.41,69.47,1225,728.41,65,45,97
Peanut,5.85,32.77,68.26,790,560.05,77,64,86
Peanut,6.48,27.29,56.51,1017,626.85,51,45,78
Peanut,6.13,29.74,53.83,1301,560.76,78,50,100
Peanut,6.16,25.8,55.14,747,599.71,46,50,60
Peanut,6.93,34.45,55.46,769,682.29,67,62,86
Peanut,6.84,32.69,52.88,1013,673.26,40,47,82
Peanut,6.87,34.54,59.99,130,567.6,68,44,69
Peanut,5.92,32.87,57.38,862,510.5,56,77,64
Peanut,6.41,30.26,59.68,958,604.08,65,72,86
Peanut,6.53,26.85,52.17,1485,633.18,52,43,63
Peanut,6.83,25.15,62.73,893,541.11,68,50,88
Peanut,6.62,29.87,55.65,949,598.75,75,63,71
Peanut,6.42,26.12,69.25,575,613.41,72,55,83
Peanut,6.84,29.61,59.91,1145,639.5,42,76,78
Peanut,6.38,26.85,60.7,261,535.7,78,74,61
Peanut,6.68,32.49,66.12,1231,644.44,58,40,77
Peanut,5.91,28.93,59.69,663,658.43,62,58,72
Peanut,6.08,28.28,66.55,1378,724.53,71,66,78
Peanut,6.57,29.18,63.27,1455,506.76,48,80,75
Peanut,6.37,28.16,66.71,1331,544.15,58,63,93
Peanut,6.88,34.6,58.3,403,699.25,66,42,92
Peanut,6.72,34.25,58.87,959,638.46,54,42,60
Peanut,6.98,31.04,66.05,722,519.63,73,62,72
Peanut,5.87,30.02,69.72,65,707.67,63,80,100
Peanut,6.99,29.61,55.55,1384,594.26,64,74,99
Peanut,6.08,29.44,58.25,1358,529.25,60,76,83
Peanut,6.34,32.46,52.82,720,652.15,67,51,96
Peanut,5.86,34.85,52.1,1412,742.77,64,43,84
Peanut,6.77,28.12,66.44,83,541.65,66,50,92
Peanut,5.86,28.27,62.74,633,581.25,73,53,60
Peanut,6.5,27.48,58.79,580,667.2,78,45,69
Peanut,6.88,29.24,55.79,533,647.49,80,54,79
Peanut,6.88,29.11,52.23,1331,519.68,54,67,92
Peanut,6.08,29.53,51.14,1425,620.08,58,48,86
Peanut,6.07,29.13,69.22,1163,692.27,49,77,71
Peanut,6.18,30.43,60.81,754,558.0,57,50,79
Peanut,6.03,32.04,61.24,577,585.48,79,57,82
Peanut,6.37,30.17,66.31,1208,637.52,68,43,83
Peanut,6.01,34.83,68.75,482,582.25,55,75,78
Peanut,6.52,34.3,61.12,563,776.4,74,54,99
Peanut,6.91,31.48,60.6,1023,656.71,63,48,80
Peanut,6.85,31.02,60.79,382,555.5,64,70,78
Peanut,5.98,27.65,57.54,1321,716.35,50,59,77
Peanut,6.57,33.4,64.8,502,716.45,63,64,73
Peanut,6.04,31.57,58.84,180,682.66,66,40,60
Peanut,5.81,28.76,57.49,1445,582.67,68,78,77
Peanut,6.69,28.12,64.27,160,585.31,62,42,83
Peanut,6.93,30.97,66.35,876,765.23,41,54,83
Peanut,6.55,30.9,68.27,75,794.35,68,79,84
Peanut,5.99,33.38,69.69,978,508.01,41,54,70
Peanut,6.38,30.54,55.47,1141,678.68,63,76,60
Peanut,6.63,30.69,64.63,285,658.43,74,80,69
Peanut,6.62,34.59,55.9,1436,733.33,41,46,72
Peanut,6.99,32.85,58.38,959,557.85,46,66,98
Peanut,6.43,26.92,63.46,369,735.96,41,48,100
Peanut,6.96,32.2,63.63,830,670.94,50,77,66
Peanut,5.95,34.12,65.31,839,790.18,43,56,93
Peanut,6.16,31.99,52.76,747,753.45,78,76,74
Peanut,6.29,28.03,52.8,793,602.52,53,55,77
Peanut,6.86,32.59,56.19,128,517.33,78,63,71
Peanut,5.88,29.68,59.92,303,774.4,52,49,70
Peanut,6.07,31.26,65.34,1377,670.67,56,67,66
Peanut,6.6,27.4,60.18,1337,718.13,78,52,72
Peanut,6.43,25.83,67.57,658,578.39,80,51,68
Peanut,6.05,28.84,62.39,282,602.64,55,43,77
Peanut,5.87,31.56,54.81,1038,746.24,80,48,68
Peanut,5.8,29.1,62.26,1003,698.89,64,46,78
Peanut,6.85,25.16,61.8,467,764.07,70,62,72
Peanut,5.94,31.46,65.92,1198,583.7,80,70,75
Peanut,6.37,26.79,55.18,685,551.69,67,73,71
Peanut,6.91,31.24,58.26,85,787.66,69,69,76
Peanut,5.8,32.04,52.44,452,645.25,73,45,66
Peanut,5.99,28.98,54.16,1485,670.25,72,55,84
Peanut,6.61,32.05,59.28,463,736.0,78,62,92
Peanut,6.21,33.71,64.34,740,532.58,42,50,69
Peanut,6.97,33.81,65.72,603,649.48,75,76,76
Peanut,6.0,30.0,64.8,607,516.04,58,45,96
Peanut,6.8,31.05,64.91,846,672.83,75,59,66
Peanut,6.92,25.68,51.46,1301,729.43,67,45,60
Peanut,5.84,33.86,62.01,874,702.19,62,79,71
Peanut,6.76,25.77,65.93,1020,743.51,58,75,98
Peanut,6.81,32.25,67.76,1147,513.34,55,53,94
Peanut,6.85,31.57,56.65,1011,527.11,44,70,73
Peanut,6.69,26.18,67.23,666,601.76,70,64,95
Peanut,6.56,33.21,67.87,200,764.92,45,79,72
Peanut,6.8,29.49,66.15,241,564.97,40,47,70
Peanut,6.88,34.43,54.78,881,557.51,43,53,83
Peanut,6.36,25.11,63.56,264,723.01,79,78,80
Peanut,6.33,27.09,55.64,830,766.45,74,48,64
Peanut,6.46,31.49,58.68,428,799.05,60,77,81
Peanut,6.56,28.35,58.36,1368,690.12,67,54,86
Peanut,5.93,34.8,60.88,277,573.67,55,71,92
Peanut,5.92,30.07,50.65,251,545.31,74,47,90
Peanut,6.35,31.23,57.66,757,773.27,65,64,86
Peanut,6.82,31.59,64.62,204,743.05,50,54,61
Peanut,6.88,26.4,50.66,286,702.37,69,48,76
Peanut,6.52,29.03,63.71,1205,572.11,42,73,66
Peanut,6.76,32.3,61.59,1357,536.51,69,62,71
Peanut,6.31,34.79,52.87,1196,798.75,45,75,80
Peanut,6.98,30.69,66.04,218,698.63,57,73,65
Peanut,6.7,32.91,61.8,978,770.8,49,80,79
Peanut,6.77,26.79,52.7,213,610.99,50,63,64
Peanut,6.07,25.42,59.75,702,523.2,78,60,69
Peanut,6.18,31.98,61.99,837,777.33,69,68,97
Peanut,6.6,32.23,69.06,506,659.84,53,75,80
Peanut,6.44,31.02,63.0,1118,599.97,63,79,81
Peanut,6.96,31.74,63.01,130,798.25,45,58,95
Peanut,6.87,30.41,51.95,136,635.25,76,41,69
Peanut,6.89,30.67,57.98,132,536.46,68,62,87
Peanut,6.51,30.15,68.46,963,693.09,79,40,80
Peanut,6.17,32.73,59.26,1102,694.67,55,73,89
Peanut,6.57,33.18,61.76,653,500.12,55,60,100
