Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Peaches,7.43,28.25,53.05,244,1429.89,187,32,85
Peaches,6.49,19.34,50.42,502,1124.38,145,26,264
Peaches,6.84,24.52,43.66,672,610.0,187,110,261
Peaches,6.44,21.4,63.75,710,1251.08,143,95,233
Peaches,6.84,16.65,47.84,138,1476.38,129,110,103
Peaches,7.19,18.69,49.66,1686,1222.82,119,140,237
Peaches,7.39,18.5,65.36,929,1165.54,112,86,155
Peaches,6.61,29.04,63.07,1571,878.95,194,139,277
Peaches,6.82,24.35,43.24,515,640.59,97,72,128
Peaches,6.72,16.18,55.56,1433,1565.81,163,91,255
Peaches,6.87,29.6,42.14,258,1050.42,137,71,287
Peaches,6.74,21.04,55.9,143,1289.24,149,120,181
Peaches,6.3,29.78,54.2,1327,1301.87,144,93,102
Peaches,6.05,20.37,65.98,196,1173.95,173,104,232
Peaches,6.36,16.22,55.31,1593,907.28,139,79,138
Peaches,7.17,24.47,42.82,353,1120.22,102,124,148
Peaches,6.26,23.75,43.19,1275,1025.3,182,103,161
Peaches,6.68,21.69,40.36,531,930.01,123,67,241
Peaches,7.26,22.9,54.12,741,1225.39,135,105,201
Peaches,6.1,24.47,68.12,1270,1395.2,188,140,168
Peaches,7.33,28.18,67.7,591,1125.59,142,118,214
Peaches,7.32,27.03,49.42,1186,1045.81,133,129,269
Peaches,6.4,28.93,54.26,438,769.29,101,123,165
Peaches,7.27,19.91,47.48,1720,601.53,119,63,175
Peaches,7.49,26.57,47.66,1614,916.83,180,22,229
Peaches,7.06,18.46,40.0,1253,983.03,93,29,155
Peaches,6.6,28.79,62.28,1659,1116.01,170,90,295
Peaches,6.12,29.25,43.56,617,943.79,88,102,157
Peaches,6.99,16.56,46.05,1141,957.55,190,83,226
Peaches,6.97,29.37,49.73,1684,1157.21,168,125,119
Peaches,7.26,29.42,63.84,976,1348.59,120,78,109
Peaches,6.56,29.83,66.4,1195,1179.55,117,62,240
Peaches,6.17,17.23,43.82,229,1324.06,104,124,112
Peaches,6.67,27.97,41.13,210,1126.41,174,99,251
Peaches,6.69,23.45,44.7,1476,694.32,138,68,103
Peaches,6.49,29.96,58.28,642,983.76,100,119,224
Peaches,7.29,21.41,43.41,1722,930.63,180,51,138
Peaches,6.18,23.77,40.29,1104,1308.74,141,125,222
Peaches,6.86,15.16,62.24,774,973.91,150,101,95
Peaches,6.06,20.58,56.77,485,1560.42,157,84,98
Peaches,6.72,29.92,54.11,1272,957.22,180,127,242
