Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Loquat,6.81,29.31,53.57,1220,991.61,67,37,73
Loquat,7.14,34.36,69.2,274,1447.58,51,39,63
Loquat,6.99,29.37,63.68,158,1043.45,70,38,69
Loquat,6.49,34.32,52.78,559,807.7,53,27,87
Loquat,6.71,20.45,56.13,215,965.36,97,22,65
Loquat,6.8,19.98,67.66,191,907.97,72,48,83
Loquat,6.45,14.22,64.31,874,1240.0,54,60,79
Loquat,7.49,18.94,63.09,980,1034.6,92,50,116
Loquat,6.02,33.73,43.96,1466,805.7,92,32,68
Loquat,6.73,14.74,42.83,632,1041.19,92,45,73
Loquat,7.37,13.57,58.46,1590,1327.69,88,36,58
Loquat,7.25,33.67,40.16,545,1025.5,90,45,80
Loquat,7.41,14.93,41.09,920,1158.61,50,34,88
Loquat,6.46,19.02,56.61,918,875.57,53,44,89
Loquat,6.57,25.34,41.23,426,1052.47,90,47,108
Loquat,6.79,15.74,57.99,304,1351.76,97,21,96
Loquat,7.29,13.74,61.34,1365,1475.34,59,39,75
Loquat,6.49,14.64,52.22,85,987.27,63,51,102
Loquat,7.13,31.35,44.85,585,1013.75,59,40,61
Loquat,6.09,17.13,57.17,923,1440.97,66,51,104
Loquat,6.63,22.63,64.02,677,1308.57,58,33,75
Loquat,7.08,27.77,63.75,1574,1280.5,58,34,67
Loquat,6.76,18.71,65.29,144,1440.9,63,26,50
Loquat,7.49,32.16,59.46,260,1104.71,60,33,64
Loquat,7.08,20.3,40.23,724,884.2,75,20,102
Loquat,6.99,23.25,66.01,97,1090.66,90,35,74
Loquat,6.6,26.84,40.5,729,926.31,94,31,55
Loquat,7.45,33.53,47.51,869,1147.35,94,48,61
Loquat,7.35,33.98,64.4,1366,1060.01,70,54,109
Loquat,7.04,18.19,46.22,84,1197.7,50,36,77
Loquat,6.66,27.07,49.51,360,1199.15,64,32,108
Loquat,6.59,28.19,52.85,1162,1336.77,50,40,63
Loquat,6.25,20.91,52.44,276,1236.06,54,55,105
Loquat,6.57,29.08,41.27,485,937.39,59,52,106
Loquat,6.24,27.39,45.25,1593,1458.46,78,25,91
Loquat,6.45,22.0,40.63,376,1315.02,77,29,83
Loquat,6.33,18.43,63.82,1579,1318.08,59,27,79
Loquat,7.01,13.42,59.69,463,878.01,93,34,120
Loquat,6.49,17.52,66.44,1549,1087.68,85,44,108
Loquat,6.94,25.14,67.38,546,937.72,53,60,78
Loquat,6.57,30.42,45.91,1007,1210.66,81,27,90
Loquat,6.67,32.53,45.97,833,1431.78,100,21,115
Loquat,7.3,14.35,55.58,943,908.02,91,58,92
Loquat,6.44,30.74,57.49,1055,991.28,95,44,103
Loquat,6.82,12.49,64.22,348,1433.26,66,31,52
Loquat,6.97,17.67,66.28,398,979.08,82,25,56
Loquat,7.01,13.17,51.55,1048,1420.96,98,24,64
Loquat,6.51,30.73,65.26,1553,1345.37,91,47,67
Loquat,7.35,22.77,50.98,645,1287.24,98,56,60
Loquat,6.36,33.25,49.49,354,1402.54,56,59,79
Loquat,6.29,13.98,54.49,1042,1046.83,92,42,92
Loquat,6.55,28.36,58.04,1417,1079.5,80,27,68
Loquat,6.9,11.72,47.84,235,1334.65,81,34,88
Loquat,6.9,26.1,44.78,1441,1499.81,86,55,77
Loquat,6.77,29.35,59.61,327,1414.84,51,32,65
Loquat,7.04,21.09,59.77,112,1455.45,65,26,117
Loquat,6.73,32.05,41.8,129,1006.12,79,47,85
Loquat,6.84,11.57,65.59,511,841.41,70,24,59
Loquat,6.56,14.55,62.73,628,1214.02,67,41,68
Loquat,7.27,17.93,62.28,642,1384.66,83,39,100
Loquat,6.04,11.57,55.77,1568,944.32,62,20,74
Loquat,7.35,18.3,61.73,780,817.91,76,56,74
Loquat,7.01,24.88,52.07,1224,1035.33,54,33,108
Loquat,6.54,14.46,51.69,1331,1322.12,100,58,94
Loquat,6.65,28.57,53.6,154,1329.64,66,58,61
Loquat,7.1,14.98,65.61,906,948.25,66,26,53
Loquat,6.71,14.64,65.32,917,1304.99,66,54,104
