Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Passion Fruit,5.7,26.37,61.89,209,1357.81,86,46,50
Passion Fruit,6.56,27.42,59.3,1011,1345.39,91,39,81
Passion Fruit,5.72,23.0,60.83,800,1405.03,83,51,50
Passion Fruit,6.28,27.34,59.47,819,1287.26,83,41,86
Passion Fruit,5.96,21.82,55.23,1373,1163.3,85,43,105
Passion Fruit,5.62,24.51,57.85,1415,1406.89,94,33,71
Passion Fruit,6.2,27.88,59.62,972,1165.06,87,38,83
Passion Fruit,7.06,27.01,69.24,1176,1197.09,102,49,54
Passion Fruit,7.08,27.71,65.27,1122,1377.9,99,60,111
Passion Fruit,6.79,22.58,59.67,672,1406.32,120,30,54
Passion Fruit,7.27,23.35,50.34,1476,1219.45,98,54,101
Passion Fruit,7.44,23.43,55.09,1425,1263.88,97,26,73
Passion Fruit,5.7,28.19,61.47,1092,1200.03,106,24,119
Passion Fruit,7.17,21.01,50.65,535,1330.43,119,29,80
Passion Fruit,7.3,20.22,66.86,547,1496.49,112,54,80
Passion Fruit,6.49,20.95,50.92,89,1387.59,83,21,97
Passion Fruit,5.95,25.7,66.71,823,1012.5,87,25,119
Passion Fruit,6.14,27.62,60.54,183,1210.89,109,55,54
Passion Fruit,5.95,21.86,51.78,1085,1404.03,109,35,75
Passion Fruit,5.5,29.27,69.92,1416,1117.24,80,25,51
Passion Fruit,5.64,25.1,62.81,277,1391.77,109,40,107
Passion Fruit,6.7,23.52,62.92,715,1093.36,96,24,71
Passion Fruit,7.08,24.89,50.53,393,1454.48,101,23,70
Passion Fruit,6.23,21.22,67.73,1413,1111.12,106,56,110
Passion Fruit,6.39,26.03,57.88,72,1407.4,105,50,66
Passion Fruit,6.36,22.27,62.3,863,1151.05,110,44,90
Passion Fruit,6.35,24.79,69.72,553,1216.17,95,36,82
Passion Fruit,6.26,22.47,68.47,808,1247.73,102,54,67
Passion Fruit,7.46,24.54,68.15,737,1169.25,116,22,82
Passion Fruit,5.61,27.28,64.67,1216,1189.4,107,55,71
Passion Fruit,5.63,21.86,52.75,310,1353.52,97,36,60
Passion Fruit,5.55,27.66,63.5,865,1275.99,92,52,69
Passion Fruit,6.5,23.44,57.13,886,1475.97,81,20,72
Passion Fruit,6.06,21.7,62.5,1316,1455.53,116,28,96
Passion Fruit,5.54,22.15,66.99,1237,1199.68,84,56,91
Passion Fruit,6.59,23.99,55.47,1418,1168.59,115,48,114
Passion Fruit,6.12,27.77,63.16,77,1160.99,115,54,87
Passion Fruit,5.57,22.74,68.64,786,1376.04,113,59,88
Passion Fruit,6.39,24.06,59.94,240,1103.9,109,21,100
Passion Fruit,6.6,26.22,53.24,642,1002.32,109,41,83
Passion Fruit,7.46,22.84,56.25,736,1040.87,105,26,66
Passion Fruit,5.63,25.63,62.4,1147,1412.52,99,51,114
Passion Fruit,6.47,26.62,68.5,1361,1483.87,105,34,109
Passion Fruit,7.07,27.73,62.66,1341,1352.35,119,20,93
Passion Fruit,7.07,28.8,60.07,1393,1388.36,91,22,104
Passion Fruit,6.47,25.87,62.66,1480,1079.33,81,53,51
Passion Fruit,6.94,23.51,51.58,1076,1433.22,98,53,117
Passion Fruit,6.24,23.39,63.65,1337,1290.59,115,42,62
Passion Fruit,6.6,24.3,65.08,1244,1379.69,100,23,93
Passion Fruit,5.53,23.6,57.95,819,1335.73,90,36,83
Passion Fruit,5.65,23.03,57.95,983,1251.24,112,40,99
Passion Fruit,7.26,26.7,52.83,220,1143.66,111,53,71
Passion Fruit,5.62,20.05,69.54,325,1111.09,94,34,72
Passion Fruit,7.31,21.72,57.9,1417,1071.71,106,48,78
Passion Fruit,5.86,29.85,62.06,1118,1313.66,103,36,115
Passion Fruit,5.87,28.13,56.72,1360,1098.13,93,22,118
Passion Fruit,6.08,21.32,69.72,1446,1491.34,109,38,90
Passion Fruit,6.34,28.16,53.43,992,1244.1,110,36,77
Passion Fruit,6.16,25.9,50.21,400,1240.21,102,25,60
Passion Fruit,7.03,22.87,51.93,205,1374.2,97,30,94
Passion Fruit,6.8,29.31,58.21,146,1078.34,82,58,76
Passion Fruit,6.41,22.41,64.69,1281,1086.33,109,55,88
Passion Fruit,7.11,21.66,59.23,396,1227.6,105,52,64
Passion Fruit,6.58,29.18,69.68,245,1006.34,83,49,70
