Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Currants,6.16,22.69,46.79,1355,808.21,92,24,99
Currants,7.12,24.8,65.71,1316,663.15,93,20,111
Currants,5.73,17.8,56.93,634,649.76,46,23,64
Currants,7.19,21.43,43.83,308,1051.96,106,24,65
Currants,5.55,15.58,69.52,700,708.34,89,35,104
Currants,7.29,16.85,42.13,600,871.28,70,39,35
Currants,7.35,19.28,69.51,67,934.4,50,31,104
Currants,5.7,19.52,65.13,356,943.17,89,28,111
Currants,6.46,14.83,41.33,1385,1005.58,81,24,84
Currants,7.04,24.01,55.91,725,786.98,35,37,81
Currants,5.73,19.91,40.12,576,783.74,78,32,50
Currants,7.44,17.67,42.1,1242,761.91,117,26,56
Currants,6.85,15.72,59.36,850,989.31,46,27,108
Currants,7.17,14.99,53.34,89,1027.68,44,35,112
Currants,6.69,20.83,48.9,964,803.8,48,38,61
Currants,7.2,18.68,56.54,1121,667.9,113,26,83
Currants,6.16,13.41,50.5,599,1053.19,87,32,90
Currants,7.36,14.33,48.13,279,1084.99,94,40,99
Currants,6.83,20.9,41.93,922,946.07,102,27,79
Currants,7.47,13.91,59.92,569,1059.43,55,35,58
Currants,7.34,13.52,52.19,261,1144.92,34,40,75
Currants,6.03,22.62,44.12,1112,1126.64,85,20,69
Currants,5.78,18.2,67.95,1070,1079.47,111,23,57
Currants,6.04,17.4,50.82,293,601.94,63,28,91
Currants,6.6,12.69,53.15,1383,1020.99,115,33,93
Currants,6.1,16.98,69.27,211,878.37,91,31,70
Currants,6.68,24.88,47.78,587,780.9,56,31,62
Currants,5.83,23.06,40.76,1008,1141.7,37,39,31
Currants,5.98,16.22,68.16,1135,1067.44,30,26,90
Currants,6.64,20.82,57.92,1398,1000.82,120,27,111
Currants,6.71,16.0,65.04,1242,662.06,76,40,62
Currants,7.09,23.93,68.05,84,1139.0,107,37,85
Currants,6.91,20.71,52.72,1272,1128.25,52,37,105
Currants,5.65,22.5,58.76,583,611.87,80,32,105
Currants,5.84,13.86,57.72,767,924.65,37,28,75
Currants,6.24,23.56,45.1,551,779.61,117,36,41
Currants,5.96,14.61,52.6,222,1128.47,77,39,120
Currants,7.06,20.35,56.04,926,1000.73,118,37,46
Currants,7.38,12.23,61.65,1210,774.16,115,40,79
Currants,6.2,16.6,48.55,776,830.76,33,34,104
Currants,6.63,23.44,66.01,698,744.86,68,30,39
Currants,7.35,14.08,53.48,116,987.68,112,21,31
Currants,6.04,13.67,54.58,88,845.44,88,24,58
Currants,6.84,24.22,60.46,1203,1058.06,86,31,52
Currants,6.93,14.54,63.59,468,738.1,79,31,31
Currants,6.71,16.14,50.91,940,635.91,88,38,61
Currants,7.45,12.16,63.56,853,930.42,78,30,115
Currants,5.74,19.97,52.81,326,1063.15,92,29,49
Currants,7.34,14.02,66.85,1297,984.22,83,32,35
Currants,6.68,12.71,61.39,505,996.55,88,28,104
Currants,5.81,23.59,48.58,741,823.19,55,28,60
Currants,6.1,21.55,54.08,1322,958.18,108,31,72
Currants,6.67,18.49,56.36,786,1047.36,36,36,92
Currants,6.23,14.28,40.11,559,1162.04,96,28,81
