Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Turmeric,5.71,32.6,67.48,407,1614.75,49,43,47
Turmeric,6.85,20.94,64.42,1070,1516.63,53,45,51
Turmeric,7.29,28.06,76.97,688,1906.05,60,49,51
Turmeric,5.86,20.43,66.03,1256,2214.09,46,31,48
Turmeric,6.79,20.83,71.71,455,2388.79,55,48,55
Turmeric,6.35,25.69,62.5,406,1685.6,60,30,52
Turmeric,6.42,26.46,68.96,164,1646.87,52,42,48
Turmeric,6.69,22.75,63.39,1304,2453.55,52,43,51
Turmeric,7.28,26.63,79.22,60,2369.57,59,44,42
Turmeric,6.63,25.71,70.76,621,1972.55,40,44,45
Turmeric,5.75,28.92,64.93,478,2088.32,43,44,43
Turmeric,6.53,29.56,79.58,399,1536.23,51,34,41
Turmeric,6.06,34.86,68.04,152,1537.22,53,35,45
Turmeric,5.62,22.48,76.02,95,2273.08,40,39,54
Turmeric,7.24,30.61,75.83,1193,1665.68,47,47,46
Turmeric,6.52,24.55,62.59,126,1719.51,55,34,41
Turmeric,6.99,24.11,70.27,1148,2279.01,45,41,60
Turmeric,6.79,29.76,71.43,178,2402.86,53,47,54
Turmeric,5.95,29.75,66.33,968,1894.26,52,32,48
Turmeric,6.64,27.29,68.47,256,2068.3,44,48,52
Turmeric,6.94,30.18,72.73,1237,2377.14,54,39,59
Turmeric,7.2,21.95,70.57,558,1671.01,42,30,43
Turmeric,7.41,22.97,65.15,348,1743.35,44,48,54
Turmeric,6.56,27.28,70.41,793,2381.18,57,37,42
Turmeric,5.83,29.62,60.03,298,2038.83,57,49,55
Turmeric,6.39,25.42,62.46,1349,1972.78,50,40,46
Turmeric,5.72,20.67,70.89,124,1567.7,60,47,41
Turmeric,6.16,33.46,71.29,638,1552.82,48,36,45
Turmeric,6.98,27.08,77.85,1133,1771.28,42,46,53
Turmeric,6.24,29.72,76.0,607,2370.0,44,49,41
Turmeric,6.9,22.05,78.41,431,2236.04,58,50,41
Turmeric,7.05,32.39,61.01,901,2148.16,60,47,52
Turmeric,6.58,20.79,69.84,106,1807.41,51,43,52
Turmeric,5.69,34.05,78.06,717,2415.61,45,46,49
Turmeric,6.63,24.99,79.36,998,1976.95,55,31,47
Turmeric,6.11,28.23,65.23,86,2447.61,55,49,44
Turmeric,7.45,25.66,71.46,354,1914.48,49,40,60
Turmeric,6.49,34.3,73.42,306,1917.8,57,34,46
Turmeric,7.23,22.34,74.5,64,1896.61,47,37,47
Turmeric,6.19,21.05,71.58,226,1885.25,52,35,44
Turmeric,6.57,21.52,79.84,410,2465.8,56,31,54
Turmeric,5.86,22.62,63.67,141,2231.42,45,46,56
Turmeric,6.31,21.29,61.04,428,1925.66,47,34,42
Turmeric,7.14,32.27,73.95,803,1635.74,49,37,42
Turmeric,6.91,23.76,66.18,1107,2273.95,52,31,60
Turmeric,6.8,33.48,67.1,968,2418.91,47,50,51
Turmeric,7.3,22.47,71.71,1179,2154.27,55,34,57
Turmeric,6.57,20.27,71.53,610,2080.1,46,32,54
Turmeric,6.9,26.78,66.93,1179,2064.32,43,30,45
Turmeric,7.02,27.48,60.2,1366,2279.5,48,39,57
Turmeric,7.49,34.25,72.41,1107,1824.29,51,37,48
Turmeric,6.03,30.6,79.23,300,1619.0,54,35,50
Turmeric,6.6,31.81,66.86,487,1610.41,52,38,59
Turmeric,5.67,21.68,61.46,1056,1544.75,43,41,60
Turmeric,6.32,21.02,79.25,1095,2477.2,49,48,48
Turmeric,7.18,33.31,67.59,533,1595.12,57,36,59
Turmeric,6.1,22.44,61.9,1048,1773.01,48,31,47
Turmeric,7.32,29.45,65.55,472,1769.49,41,38,48
Turmeric,6.43,20.47,68.91,603,2364.75,51,46,60
Turmeric,5.74,31.97,67.98,1214,1534.54,54,50,51
Turmeric,6.08,30.55,79.68,358,2101.47,40,35,53
Turmeric,6.33,21.13,70.26,1046,2326.69,56,43,48
Turmeric,6.38,20.19,79.98,1063,1740.07,42,50,47
Turmeric,6.25,23.06,63.33,1417,2250.64,43,50,47
Turmeric,6.71,26.9,76.24,479,2041.86,59,42,56
Turmeric,6.12,33.14,75.55,376,2215.89,40,45,49
Turmeric,7.33,23.33,79.18,1048,2489.55,49,30,47
Turmeric,7.29,22.43,75.18,873,1884.54,43,30,59
Turmeric,6.55,32.19,60.75,752,2374.9,45,47,55
Turmeric,5.6,24.5,72.66,1287,1969.66,55,49,47
Turmeric,6.87,33.95,63.26,1468,1748.66,52,37,43
Turmeric,6.89,29.38,76.44,695,2287.54,41,40,58
Turmeric,6.09,22.76,79.72,187,1914.32,59,42,56
Turmeric,7.37,24.54,78.99,1429,2371.27,57,49,46
Turmeric,5.95,32.9,75.44,893,1843.51,56,38,50
Turmeric,7.06,31.6,68.73,113,1948.3,57,39,52
Turmeric,7.46,22.06,63.3,679,1921.2,52,41,43
Turmeric,7.49,32.66,68.0,261,1952.63,45,48,46
Turmeric,5.69,31.79,72.65,991,2303.64,49,34,41
Turmeric,7.2,20.09,67.23,1041,2451.96,50,45,55
Turmeric,5.83,28.87,77.78,900,1929.74,47,48,56
Turmeric,7.19,21.56,71.39,1345,2215.56,49,31,59
Turmeric,6.53,33.98,64.47,1352,1913.56,57,45,60
Turmeric,6.82,23.48,65.17,812,1861.09,51,41,57
Turmeric,7.37,30.71,74.14,375,1634.9,50,34,41
Turmeric,5.59,22.26,61.86,849,1620.38,45,41,54
Turmeric,7.29,23.08,74.57,469,2235.62,49,30,49
Turmeric,5.9,28.17,63.09,362,2263.07,50,44,58
Turmeric,5.8,23.67,62.06,62,2366.35,49,43,57
Turmeric,6.66,26.21,78.95,904,2133.71,45,42,48
Turmeric,6.62,27.32,72.55,398,2118.44,55,39,42
Turmeric,7.05,33.87,73.9,799,2030.55,55,45,41
Turmeric,6.2,23.31,62.8,798,2124.59,57,31,50
Turmeric,7.3,34.26,70.38,1461,2382.52,58,30,58
Turmeric,6.97,25.74,60.09,81,2214.81,47,33,50
Turmeric,6.7,32.77,76.37,1297,1832.71,60,48,40
Turmeric,6.08,30.12,71.59,1003,1972.14,60,41,57
Turmeric,6.98,27.19,66.83,464,1545.39,58,35,42
Turmeric,7.37,27.97,66.33,662,1912.55,59,50,52
Turmeric,6.21,21.24,60.53,302,1770.44,47,39,43
Turmeric,5.5,22.54,68.05,424,1895.4,41,31,60
Turmeric,6.91,34.27,70.23,1084,1968.99,44,43,58
Turmeric,5.58,28.97,68.28,716,2324.77,47,49,52
Turmeric,6.64,20.03,68.69,1386,2074.99,41,48,41
Turmeric,5.79,21.22,71.47,1308,1530.05,41,38,58
Turmeric,7.07,22.1,78.24,272,2249.64,48,40,42
Turmeric,7.04,22.5,73.73,1323,1828.06,43,49,59
