Crop,pH,Temperature (Â°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Chillies,7.38,20.07,50.12,482,735.44,61,36,79
Chillies,6.51,28.18,67.71,842,626.01,85,33,71
Chillies,6.55,20.5,59.52,362,713.41,69,42,74
Chillies,6.39,22.02,52.8,927,637.31,65,39,92
Chillies,6.1,27.33,57.66,324,618.45,97,42,86
Chillies,6.04,20.74,60.58,807,674.28,80,47,68
Chillies,6.21,22.87,65.19,501,673.53,77,30,74
Chillies,6.65,25.1,56.36,922,696.24,83,40,80
Chillies,7.34,22.85,62.1,1085,769.78,63,35,85
Chillies,6.89,22.88,62.76,817,730.15,88,45,81
Chillies,7.46,23.92,66.83,1250,621.64,86,48,73
Chillies,6.14,22.55,69.12,406,712.16,71,44,78
Chillies,6.27,20.19,56.49,758,641.28,71,41,76
Chillies,6.37,21.32,66.14,505,754.88,62,39,98
Chillies,6.19,27.19,62.47,82,645.37,62,33,88
Chillies,6.7,26.45,58.33,347,636.97,97,37,85
Chillies,7.2,23.65,69.73,834,681.42,71,40,89
Chillies,6.88,24.66,60.36,230,630.96,100,45,76
Chillies,7.03,25.81,57.55,222,673.09,94,43,63
Chillies,6.48,24.57,68.98,827,663.73,89,45,95
Chillies,6.45,28.28,50.07,1204,764.16,91,32,82
Chillies,7.3,29.0,51.54,93,773.74,82,32,88
Chillies,7.09,25.14,50.36,287,612.45,80,44,79
Chillies,6.32,21.01,52.82,33,773.99,75,44,65
Chillies,6.79,22.49,66.24,212,670.88,93,41,91
Chillies,6.44,24.97,64.37,509,618.06,61,41,66
Chillies,7.38,29.0,54.1,1187,685.88,93,37,80
Chillies,6.2,27.6,53.06,234,665.28,87,36,88
Chillies,6.47,27.44,68.95,275,779.53,81,35,69
Chillies,6.02,27.57,50.14,42,690.4,93,36,61
Chillies,6.31,27.31,62.79,1451,657.62,69,43,87
Chillies,7.22,26.93,59.0,959,618.58,78,30,83
Chillies,7.5,23.18,56.67,438,654.99,99,40,88
Chillies,6.49,21.83,55.07,1255,628.23,65,47,92
Chillies,7.04,27.66,68.09,1257,693.68,84,34,88
Chillies,6.18,22.96,63.97,20,793.08,63,43,100
Chillies,6.95,25.59,60.55,1000,715.59,77,42,79
Chillies,6.83,29.62,64.07,690,715.8,68,48,87
Chillies,6.82,20.87,57.31,256,792.95,98,40,97
Chillies,7.26,28.88,60.7,151,613.36,63,32,67
Chillies,7.04,24.43,58.58,910,711.91,91,50,86
Chillies,7.02,29.21,58.16,1377,751.09,91,50,78
Chillies,6.6,23.6,52.69,799,758.24,90,41,68
Chillies,6.88,27.02,50.79,1060,742.32,100,43,100
Chillies,7.33,27.69,57.74,1456,695.13,77,36,90
Chillies,6.37,24.58,63.47,1134,777.41,72,40,83
Chillies,6.57,28.82,67.92,866,697.73,78,47,84
Chillies,6.97,27.69,69.46,767,740.9,89,49,63
Chillies,6.29,20.31,62.97,319,712.59,62,32,89
Chillies,6.48,24.89,61.9,1102,709.67,78,47,67
Chillies,6.17,21.61,58.1,1114,709.9,69,35,70
Chillies,7.25,28.08,52.22,296,730.98,92,34,77
Chillies,6.28,23.48,66.54,1284,768.01,82,35,69
Chillies,6.26,29.86,52.07,1265,743.69,79,41,88
Chillies,6.49,22.0,66.79,550,656.45,69,49,75
Chillies,6.22,21.62,61.25,1057,626.44,70,47,92
Chillies,6.59,25.99,59.72,625,738.38,64,41,89
Chillies,7.13,28.99,51.37,928,668.0,100,43,78
Chillies,6.8,21.39,65.75,1253,769.33,72,46,60
Chillies,6.63,25.7,60.68,853,680.13,94,36,62
Chillies,7.43,23.39,68.43,1057,675.56,100,39,80
Chillies,6.12,26.04,63.01,1218,734.96,61,50,64
Chillies,7.49,29.94,59.2,841,625.24,92,48,63
Chillies,6.41,22.99,54.62,1434,650.64,100,30,78
Chillies,7.23,22.63,55.05,1082,687.11,77,50,77
Chillies,6.92,28.42,61.1,866,619.89,99,30,67
Chillies,6.61,26.66,57.82,1465,790.46,61,49,76
Chillies,7.04,25.01,64.08,566,673.48,87,40,78
Chillies,6.01,23.39,54.05,24,787.17,72,33,69
Chillies,6.9,28.54,57.77,653,622.98,78,32,65
Chillies,7.48,26.11,53.53,470,749.85,84,43,70
Chillies,7.48,26.77,52.15,527,674.58,77,31,66
Chillies,7.02,27.25,57.11,731,675.34,92,50,67
Chillies,6.39,23.52,60.75,971,685.9,100,46,97
Chillies,6.89,24.37,54.59,1000,610.6,80,43,88
Chillies,6.17,25.98,64.28,1237,699.58,63,30,72
Chillies,6.64,20.72,62.41,1369,766.05,98,45,85
Chillies,7.16,22.26,66.76,1129,752.48,64,41,98
Chillies,6.75,28.39,51.42,895,652.05,67,42,91
Chillies,6.51,29.21,51.2,297,767.72,67,35,60
Chillies,7.3,24.91,67.88,431,619.68,94,50,68
Chillies,6.57,26.8,57.96,1227,707.72,82,32,89
Chillies,7.34,24.5,69.9,1007,784.87,68,48,69
