Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Apricot,7.02,14.25,50.63,157,924.17,118,24,165
Apricot,7.33,27.64,32.8,882,803.44,93,50,112
Apricot,6.75,22.31,33.45,138,996.04,124,69,80
Apricot,6.65,23.46,61.07,532,1093.1,149,48,200
Apricot,7.14,28.99,49.56,102,793.05,87,52,150
Apricot,5.81,13.98,44.2,298,1147.56,114,72,224
Apricot,5.78,29.98,48.75,143,679.33,147,41,123
Apricot,6.43,22.6,71.87,223,1128.26,142,64,186
Apricot,7.45,22.56,62.72,489,1077.65,123,87,248
Apricot,5.84,28.0,39.9,100,777.58,149,48,109
Apricot,7.27,17.39,30.18,875,829.27,142,46,122
Apricot,6.17,27.94,52.1,173,873.1,81,40,217
Apricot,6.77,12.07,42.7,321,879.35,116,26,179
Apricot,7.1,17.98,74.57,918,1181.15,142,87,244
Apricot,5.63,12.91,49.64,605,629.57,111,66,194
Apricot,5.65,19.01,42.62,894,1005.56,137,46,225
Apricot,6.3,23.3,51.2,803,954.19,150,53,173
Apricot,5.7,23.98,75.0,238,754.32,117,57,125
Apricot,7.05,25.23,49.02,485,1091.57,86,67,83
Apricot,7.16,28.5,30.12,972,937.18,135,51,116
Apricot,5.98,26.64,31.47,715,901.91,128,89,181
Apricot,7.5,12.56,61.09,830,859.63,111,26,182
Apricot,7.26,25.49,45.84,969,728.31,137,61,214
Apricot,6.74,26.28,54.11,848,804.08,147,58,100
Apricot,5.61,21.05,66.52,670,703.98,100,62,161
Apricot,7.08,27.41,62.9,470,1030.36,136,38,95
Apricot,6.35,23.48,70.62,279,780.98,106,49,88
Apricot,6.39,20.87,52.38,262,787.43,106,87,130
Apricot,6.76,25.32,58.83,800,1179.98,114,88,122
Apricot,5.82,13.26,37.96,821,1080.66,125,36,139
Apricot,7.4,29.03,30.85,898,822.1,128,33,233
Apricot,6.16,21.86,56.55,755,952.97,83,80,146
Apricot,6.95,14.81,67.35,92,881.25,103,95,104
Apricot,6.21,27.66,54.68,604,899.5,142,28,122
Apricot,7.2,14.41,70.57,917,1012.9,81,51,86
Apricot,7.19,18.96,76.45,162,840.24,94,77,135
Apricot,5.58,27.12,41.79,749,706.16,146,96,81
Apricot,6.41,15.99,36.99,678,781.24,135,39,234
Apricot,6.47,14.46,54.0,82,1006.79,89,64,197
Apricot,7.17,19.57,51.24,914,1066.15,90,37,84
Apricot,5.87,26.25,77.0,68,707.13,91,86,103
Apricot,7.14,18.45,68.3,406,737.82,104,67,138
Apricot,6.47,16.52,54.86,516,1081.78,89,96,92
Apricot,6.36,14.15,44.35,565,829.19,86,97,118
Apricot,6.68,15.16,36.45,201,1086.06,105,52,104
Apricot,5.88,27.35,60.66,431,891.76,82,63,104
Apricot,6.64,27.34,38.38,423,609.45,142,62,204
Apricot,6.78,13.6,72.56,541,806.5,129,64,106
Apricot,6.24,25.04,37.91,370,980.75,129,33,219
Apricot,7.43,12.57,38.92,224,763.89,124,80,189
Apricot,5.81,18.96,77.27,425,869.92,135,63,93
Apricot,6.43,17.01,54.48,350,1146.17,123,49,237
Apricot,5.8,14.38,73.44,863,1004.65,97,23,171
Apricot,5.85,24.8,65.86,64,947.8,130,66,116
Apricot,6.28,25.74,54.01,218,804.0,96,100,92
Apricot,5.84,12.62,40.23,206,1156.7,84,45,81
Apricot,5.97,17.61,46.44,81,1049.52,99,43,87
Apricot,5.78,17.83,79.2,501,691.39,85,68,118
Apricot,7.08,20.3,30.71,386,684.42,109,22,165
Apricot,5.7,28.59,66.88,455,824.47,115,95,214
Apricot,7.03,22.99,46.37,294,612.34,81,47,248
Apricot,5.9,25.54,30.94,688,611.48,119,77,174
Apricot,6.18,14.07,68.97,622,692.22,92,32,92
Apricot,6.6,22.86,74.25,815,1005.75,88,55,177
Apricot,6.76,15.88,56.92,602,858.83,134,34,210
Apricot,6.64,20.43,48.2,711,686.15,123,34,154
Apricot,7.23,27.34,43.47,815,745.4,88,35,237
Apricot,6.68,14.78,42.79,567,923.5,100,29,231
Apricot,7.39,19.87,72.71,742,1056.71,148,45,243
Apricot,6.89,12.46,78.74,256,1007.69,84,40,199
Apricot,6.96,26.41,55.27,793,1099.3,118,53,179
Apricot,6.34,17.47,44.51,524,639.99,144,24,229
Apricot,7.44,24.93,78.07,849,1096.49,142,45,247
Apricot,7.45,14.76,76.11,325,846.61,128,49,140
Apricot,7.27,29.67,37.01,403,623.0,130,88,122
Apricot,5.95,19.15,50.12,566,668.64,90,50,98
