Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Onion,6.25,18.44,66.94,333,541.07,104,29,85
Onion,6.92,21.06,53.02,192,575.09,89,38,106
Onion,7.12,18.14,55.67,542,426.85,101,20,100
Onion,6.57,22.96,59.55,1257,501.33,84,28,105
Onion,7.36,21.94,59.4,1156,522.52,80,23,107
Onion,7.35,19.17,65.72,1330,561.7,103,36,83
Onion,6.11,24.31,58.11,744,404.64,88,38,94
Onion,6.66,19.47,58.92,1448,517.63,101,20,112
Onion,6.57,20.16,66.56,771,596.97,105,20,103
Onion,6.48,20.99,64.75,338,402.65,116,38,84
Onion,7.25,21.81,67.62,68,525.75,99,31,90
Onion,7.27,24.91,56.76,1470,550.51,88,37,91
Onion,6.13,15.11,64.77,1488,429.69,88,32,107
Onion,7.47,19.95,52.68,396,560.42,86,22,107
Onion,6.66,18.56,66.07,478,584.62,81,38,90
Onion,7.03,20.93,61.84,1171,550.09,100,28,119
Onion,7.19,20.5,50.44,138,455.38,103,24,106
Onion,7.34,17.59,55.73,726,485.11,114,37,100
Onion,6.68,18.17,69.03,448,521.9,96,31,110
Onion,6.78,23.67,52.83,978,531.52,84,30,98
Onion,6.34,21.09,64.41,495,443.57,96,26,114
Onion,7.21,22.36,54.64,1097,554.42,84,29,114
Onion,6.6,20.97,59.58,165,463.92,116,40,96
Onion,7.36,20.76,64.15,852,579.06,92,22,80
Onion,6.48,21.42,64.39,562,492.62,95,36,82
Onion,6.17,24.41,53.7,577,508.74,115,21,94
Onion,6.71,18.17,65.36,1231,509.79,89,32,120
Onion,7.31,20.68,66.77,1083,442.44,82,28,111
Onion,6.38,15.61,57.44,66,533.03,95,35,108
Onion,6.19,17.41,60.75,620,577.87,103,23,98
Onion,6.24,20.8,64.89,1219,538.45,120,29,96
Onion,6.91,19.57,62.55,142,434.88,85,36,96
Onion,6.64,22.58,69.68,806,432.7,117,23,86
Onion,6.53,15.1,55.74,543,517.41,118,22,117
Onion,7.23,16.42,66.11,453,511.92,95,27,83
Onion,6.96,21.04,68.91,280,570.11,84,34,90
Onion,6.62,23.06,57.24,1199,564.75,102,33,112
Onion,6.29,17.2,69.84,468,589.8,105,31,114
Onion,6.99,21.57,55.0,791,467.11,89,31,89
Onion,6.68,20.2,51.7,1148,430.04,116,37,83
Onion,7.28,18.07,50.54,463,478.89,88,29,83
Onion,6.8,18.07,69.85,499,534.07,100,39,95
Onion,6.99,20.58,61.88,996,554.31,112,29,102
Onion,7.1,24.81,53.74,327,507.31,118,33,102
Onion,6.44,23.71,68.59,602,533.08,91,28,120
Onion,6.23,16.26,59.57,703,443.51,99,25,82
Onion,7.1,17.89,68.62,1117,464.66,99,27,86
Onion,6.72,17.71,57.82,891,440.65,97,35,117
Onion,7.3,21.62,67.39,896,499.45,116,22,100
Onion,6.53,15.15,66.82,91,516.14,99,21,95
Onion,6.76,19.08,62.67,516,509.65,113,33,89
Onion,7.03,21.16,63.54,1208,467.36,109,20,97
Onion,6.18,23.06,55.64,703,543.49,90,31,108
Onion,7.29,24.56,68.65,824,587.62,91,22,96
Onion,6.42,17.64,69.0,622,454.61,104,22,95
Onion,6.55,15.0,58.85,1239,412.66,106,31,106
Onion,6.06,24.95,52.51,461,581.07,111,23,88
Onion,7.02,20.6,65.41,1495,433.03,105,23,91
Onion,7.37,20.51,66.95,251,546.64,81,20,113
Onion,6.42,22.06,61.96,1179,463.62,106,30,82
Onion,7.18,18.79,57.43,730,417.26,88,28,81
Onion,6.97,22.32,50.48,62,556.01,83,21,88
Onion,7.13,17.71,54.66,1224,599.56,115,37,111
Onion,6.55,23.37,55.06,947,562.03,89,36,104
Onion,6.67,24.09,51.42,1390,565.43,82,28,119
Onion,6.23,16.85,66.42,1066,497.12,94,21,83
Onion,7.05,22.34,64.95,465,533.37,96,39,116
Onion,6.3,17.33,69.57,153,559.71,85,21,120
Onion,6.95,19.83,69.36,749,579.54,115,24,117
Onion,6.46,19.62,61.65,401,515.55,117,40,84
Onion,7.19,15.36,61.01,303,494.44,83,32,101
Onion,7.17,15.94,58.16,1171,495.48,105,25,106
Onion,7.24,19.1,68.74,1401,414.06,99,39,98
Onion,7.35,15.81,61.38,272,425.14,95,23,116
Onion,6.52,16.03,69.6,1356,446.32,106,20,106
Onion,6.44,18.4,62.08,197,548.38,84,35,110
Onion,7.19,24.7,50.03,1142,543.91,94,38,114
Onion,6.8,19.86,60.99,1409,557.66,112,39,109
Onion,6.98,16.53,51.25,675,474.57,95,31,113
Onion,6.82,19.5,54.38,1110,424.1,98,38,117
Onion,6.98,22.2,66.75,1078,576.34,108,34,96
Onion,6.1,17.48,60.8,1341,522.52,116,39,111
Onion,6.26,23.28,68.92,1122,592.28,94,40,105
Onion,6.05,20.18,68.63,393,584.81,107,36,90
Onion,6.68,24.93,58.9,535,452.18,109,26,108
Onion,6.11,20.97,63.69,537,508.0,119,27,104
Onion,6.4,23.84,50.65,133,560.85,114,31,96
Onion,6.14,22.44,69.4,930,516.41,85,31,111
Onion,6.38,21.16,61.66,1256,538.71,85,38,92
Onion,6.23,18.0,52.75,634,418.88,102,22,112
Onion,6.65,18.46,52.42,416,562.84,95,37,116
Onion,7.28,19.72,65.38,1022,435.96,93,27,92
Onion,6.23,18.76,51.3,1165,528.55,105,36,94
Onion,7.46,24.37,60.83,1227,543.33,115,30,84
Onion,6.41,15.24,53.6,451,452.73,82,34,80
Onion,6.29,20.26,54.18,1390,471.93,110,26,107
Onion,6.42,16.85,64.09,668,553.97,87,38,102
Onion,6.08,22.4,65.87,998,459.28,98,35,81
Onion,6.08,17.08,64.3,482,575.76,82,34,102
Onion,6.11,18.97,50.3,911,420.54,94,37,89
Onion,7.44,24.38,56.35,541,476.73,94,21,112
Onion,6.23,15.92,58.61,776,504.71,106,28,92
Onion,6.85,16.79,61.18,1240,483.46,119,25,120
Onion,6.86,17.67,62.89,430,596.65,108,38,119
Onion,6.38,23.36,61.62,120,574.38,112,29,97
Onion,7.38,20.86,64.65,234,433.11,80,38,88
Onion,7.21,22.64,53.59,285,420.72,118,25,117
Onion,6.21,22.17,69.92,1103,434.66,96,35,112
Onion,6.22,20.65,60.96,1052,435.21,94,23,90
Onion,6.0,20.47,58.45,229,575.69,94,30,83
Onion,6.5,16.97,54.09,1445,402.37,84,27,85
Onion,6.75,22.69,53.52,235,434.41,84,22,91
Onion,6.37,21.81,54.36,515,579.39,94,23,95
Onion,6.23,22.82,57.06,110,545.28,117,32,111
Onion,7.3,24.1,51.72,1044,438.83,84,26,117
Onion,6.61,17.0,50.09,305,476.17,118,28,118
Onion,6.46,19.69,68.27,793,469.11,108,36,118
Onion,7.21,22.47,50.01,501,596.33,115,30,83
Onion,6.83,16.2,66.01,130,570.17,98,20,88
Onion,7.42,17.68,64.92,263,567.96,110,26,106
Onion,6.45,15.84,61.73,1307,406.17,119,21,100
Onion,7.35,15.29,68.38,255,451.81,87,23,93
Onion,6.77,18.64,62.57,252,428.04,105,25,115
