Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Papaya,5.76,23.43,79.42,612,1796.55,173,82,277
Papaya,6.01,28.07,73.72,990,1253.59,101,109,245
Papaya,6.45,27.43,79.98,808,1102.03,207,136,220
Papaya,5.67,26.1,75.44,945,1051.78,117,56,247
Papaya,6.77,24.73,75.84,738,1429.08,171,135,265
Papaya,5.73,22.49,72.52,137,1371.93,94,74,266
Papaya,6.32,26.97,77.59,947,1009.11,105,121,279
Papaya,6.19,27.07,76.44,584,1177.56,80,134,259
Papaya,5.53,30.15,76.25,118,1746.9,168,121,272
Papaya,5.55,26.38,74.06,282,1480.65,124,87,260
Papaya,6.85,25.91,75.28,1135,1184.25,131,120,261
Papaya,6.25,24.33,72.67,142,1707.03,183,80,214
Papaya,6.74,23.79,74.62,702,1391.24,216,94,225
Papaya,5.7,31.25,77.51,845,1439.62,220,96,234
Papaya,6.08,22.66,76.11,651,1255.65,240,72,270
Papaya,6.91,26.24,78.09,1119,1514.93,239,38,260
Papaya,6.58,32.34,71.34,145,1773.2,97,89,244
Papaya,5.61,22.61,75.95,101,1503.13,226,130,231
Papaya,6.15,24.02,70.94,938,1249.86,89,100,220
Papaya,6.14,27.84,72.25,846,1783.87,145,66,294
Papaya,6.41,27.7,74.05,135,1203.79,234,107,238
Papaya,5.95,33.51,75.7,1071,1032.74,209,127,270
Papaya,5.77,30.3,72.37,558,1301.91,165,104,296
Papaya,5.93,32.53,70.18,730,1331.6,199,129,281
Papaya,6.11,26.39,76.05,554,1327.24,163,122,265
Papaya,6.58,27.11,75.59,948,1748.15,158,36,300
Papaya,5.97,33.8,72.01,708,1673.54,187,87,295
Papaya,6.81,31.85,73.05,473,1076.3,209,40,217
Papaya,6.26,25.48,70.65,401,1671.58,165,100,212
Papaya,6.4,23.38,71.7,998,1379.49,206,77,260
Papaya,5.84,27.6,75.21,1049,1010.51,223,76,247
Papaya,6.04,28.7,72.18,922,1181.2,229,97,243
Papaya,6.7,24.31,74.34,718,1013.8,142,93,237
Papaya,5.62,26.52,74.01,733,1798.71,187,57,230
Papaya,5.95,25.51,76.61,1005,1305.4,110,97,267
Papaya,6.43,24.18,79.92,845,1232.64,102,135,299
Papaya,6.49,26.5,77.67,966,1759.77,170,79,267
Papaya,6.55,29.15,78.6,665,1389.96,126,120,283
Papaya,6.85,26.52,77.59,523,1101.09,113,140,291
Papaya,6.99,30.3,75.64,165,1624.13,240,117,223
Papaya,6.1,26.49,70.81,870,1552.69,152,112,215
Papaya,6.5,32.19,75.39,703,1311.69,202,30,300
Papaya,6.04,30.08,79.66,643,1191.6,183,36,248
Papaya,6.4,26.25,71.98,876,1430.59,118,117,260
Papaya,7.0,28.75,73.67,508,1342.16,106,128,262
Papaya,5.83,27.91,76.14,1171,1590.0,185,76,272
Papaya,6.79,31.42,76.73,688,1066.84,211,112,250
Papaya,6.47,23.22,78.45,921,1346.34,220,39,249
Papaya,5.99,30.77,78.77,947,1404.75,204,77,243
Papaya,6.0,23.2,76.61,1008,1798.78,146,126,295
Papaya,5.73,30.55,72.51,1137,1228.31,184,38,235
Papaya,6.17,22.83,73.39,986,1197.3,112,86,211
Papaya,6.92,33.33,77.27,798,1566.67,203,57,291
Papaya,6.11,31.3,75.85,1077,1374.64,102,43,272
Papaya,6.17,23.67,76.42,144,1780.76,111,124,225
Papaya,6.66,26.84,71.15,233,1028.51,224,136,267
Papaya,5.99,30.61,72.65,702,1458.16,103,124,266
Papaya,6.28,23.73,75.36,134,1282.13,221,115,293
Papaya,5.92,28.89,74.39,1041,1449.96,173,104,249
Papaya,6.71,29.95,73.4,567,1445.88,150,52,228
Papaya,5.9,24.09,74.09,637,1306.58,179,56,294
Papaya,6.5,32.06,71.06,115,1253.0,183,95,247
Papaya,6.84,23.7,72.14,484,1173.84,196,102,271
Papaya,5.95,27.31,79.71,532,1735.43,114,44,226
Papaya,6.9,25.46,73.97,797,1587.3,133,77,264
Papaya,6.44,33.59,73.45,605,1621.95,140,62,288
Papaya,6.91,32.83,77.66,256,1318.91,148,106,281
Papaya,5.53,24.77,75.19,1165,1593.22,110,85,210
Papaya,5.74,28.99,74.74,688,1615.64,213,73,254
Papaya,6.04,24.32,77.29,1020,1300.3,136,114,283
Papaya,6.69,23.4,72.57,937,1786.48,103,58,276
Papaya,5.82,33.74,75.13,365,1687.15,183,117,285
Papaya,5.69,33.54,76.54,706,1598.87,168,58,249
Papaya,6.13,32.53,78.99,513,1050.24,128,110,277
Papaya,6.5,28.36,79.55,508,1205.9,229,73,205
Papaya,6.58,33.64,77.57,464,1577.23,163,126,201
Papaya,6.4,22.53,71.07,416,1304.78,175,102,205
Papaya,6.18,30.96,74.63,1174,1581.36,134,132,280
Papaya,5.59,27.58,76.23,557,1629.71,134,122,278
Papaya,6.98,32.16,73.57,1185,1629.87,105,136,240
Papaya,5.91,30.91,79.29,626,1349.83,160,103,291
Papaya,6.43,26.88,70.64,624,1585.31,225,41,246
Papaya,5.72,23.86,76.28,515,1489.82,178,41,269
Papaya,5.97,32.35,73.51,967,1570.11,81,86,226
Papaya,5.98,26.17,71.92,126,1735.54,81,72,218
Papaya,5.64,29.81,72.42,235,1268.24,207,56,213
Papaya,6.55,33.34,72.16,268,1756.81,190,132,212
Papaya,6.35,28.47,72.91,894,1515.38,161,61,266
Papaya,5.64,25.55,72.91,1148,1128.46,188,129,286
Papaya,5.93,28.44,77.59,758,1540.59,167,105,238
Papaya,5.7,27.7,74.39,657,1302.02,150,77,232
Papaya,6.95,29.02,79.48,250,1480.09,176,76,244
Papaya,5.7,26.05,70.65,1109,1166.66,134,133,284
Papaya,5.84,28.23,71.21,588,1426.4,92,64,293
Papaya,6.27,33.76,78.06,540,1213.89,125,83,275
Papaya,6.69,32.47,78.46,990,1693.37,98,61,268
Papaya,5.62,33.38,71.82,491,1106.54,209,109,240
Papaya,6.76,27.97,74.06,989,1623.7,205,80,277
Papaya,5.53,31.21,73.67,232,1716.65,135,34,204
Papaya,5.8,26.4,73.34,328,1112.59,191,64,220
Papaya,6.39,29.45,72.71,872,1290.4,211,86,287
Papaya,6.34,33.23,76.78,833,1554.85,204,134,219
