Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Tomato,6.92,24.31,50.34,405,610.83,102,31,115
Tomato,6.86,25.05,63.32,707,740.69,98,28,120
Tomato,6.54,21.3,69.96,1482,732.52,109,35,109
Tomato,6.11,23.95,68.84,163,774.44,87,28,103
Tomato,6.79,26.43,41.94,867,772.87,119,37,82
Tomato,6.2,28.32,54.15,61,796.51,82,29,102
Tomato,6.33,29.99,41.97,687,695.74,105,40,83
Tomato,6.14,25.1,53.21,73,634.59,108,32,94
Tomato,6.86,22.49,55.58,535,739.09,112,37,120
Tomato,6.99,25.73,43.68,701,676.2,92,29,106
Tomato,6.28,24.21,61.68,1023,664.2,116,36,103
Tomato,6.85,26.8,62.65,1067,760.31,96,24,110
Tomato,6.43,27.41,42.88,626,613.06,92,32,102
Tomato,6.65,21.6,53.53,105,724.47,80,38,109
Tomato,6.3,29.82,47.75,2,734.28,92,30,85
Tomato,6.71,29.34,48.87,679,787.26,114,29,94
Tomato,6.26,23.64,64.99,930,659.29,100,26,113
Tomato,6.66,28.65,40.67,1345,603.38,117,35,81
Tomato,6.58,23.0,47.92,804,604.71,116,24,86
Tomato,6.09,27.35,69.44,40,737.83,89,33,91
Tomato,6.32,22.62,61.59,325,692.32,119,40,89
Tomato,6.09,21.48,46.61,471,776.43,86,40,95
Tomato,6.79,22.61,60.15,1294,610.81,88,22,82
Tomato,6.46,22.86,68.68,795,676.01,87,29,96
Tomato,6.12,23.25,53.88,1269,645.03,81,34,113
Tomato,6.68,25.86,69.75,21,661.77,86,36,109
Tomato,6.85,24.09,53.41,551,764.47,115,33,107
Tomato,6.57,27.18,52.98,658,646.63,87,29,111
Tomato,6.97,25.67,48.29,124,742.15,108,26,113
Tomato,6.22,28.07,60.02,1351,784.36,112,28,112
Tomato,6.09,22.3,56.9,867,734.42,109,23,92
Tomato,6.24,22.97,57.34,793,661.24,105,39,83
Tomato,6.93,20.04,48.46,381,619.81,96,29,104
Tomato,6.63,28.33,56.92,411,613.25,104,36,88
Tomato,6.56,21.58,40.81,40,655.01,84,39,95
Tomato,6.57,28.24,59.4,610,694.96,87,21,85
Tomato,6.76,20.39,51.95,471,719.73,120,34,101
Tomato,6.66,27.31,57.9,1142,746.68,98,31,98
Tomato,6.35,22.66,62.37,687,613.25,113,27,97
Tomato,6.68,24.82,51.95,325,698.22,100,24,101
Tomato,6.29,27.15,46.0,889,718.68,115,27,120
Tomato,6.3,27.62,55.22,1067,776.48,85,33,101
Tomato,6.82,26.26,53.8,1206,687.26,106,35,91
Tomato,6.21,22.69,46.95,582,684.0,80,29,100
Tomato,6.63,25.74,45.34,858,720.37,92,26,104
Tomato,6.92,24.05,62.47,1338,602.45,114,29,84
Tomato,6.64,24.8,57.24,735,767.35,90,39,101
Tomato,6.8,20.54,52.51,1212,667.84,118,33,89
Tomato,6.27,21.92,67.98,513,760.28,118,37,92
Tomato,6.5,26.01,40.24,584,608.36,109,22,105
Tomato,6.06,22.58,49.27,756,717.85,105,37,102
Tomato,6.97,22.19,57.4,1052,681.24,80,40,112
Tomato,6.96,24.16,53.58,1222,729.97,96,23,106
Tomato,6.49,25.82,50.27,620,760.93,97,20,109
Tomato,6.48,20.93,60.52,1196,603.38,80,22,102
Tomato,6.91,25.95,45.42,457,719.25,101,26,113
Tomato,6.65,27.96,49.2,661,785.31,119,26,117
Tomato,6.39,29.61,47.46,905,737.46,80,35,112
Tomato,6.68,20.08,53.96,225,741.43,103,40,80
Tomato,6.77,27.89,54.72,1433,781.08,81,27,115
Tomato,6.03,24.61,65.55,1497,637.83,106,26,111
Tomato,6.44,23.51,48.59,1443,666.01,88,32,88
Tomato,6.43,23.39,43.78,226,649.87,90,26,86
Tomato,6.4,23.05,45.59,704,632.13,94,29,117
Tomato,6.23,22.76,62.73,375,768.44,104,23,110
Tomato,6.18,22.12,54.35,1384,757.69,99,28,104
Tomato,6.57,28.95,45.79,975,676.8,96,28,81
Tomato,6.28,21.46,56.28,1251,614.87,87,25,98
Tomato,6.33,27.72,45.49,941,639.43,95,40,95
Tomato,6.69,28.7,60.54,908,702.79,94,20,117
Tomato,6.24,23.17,63.64,1080,632.43,114,37,94
Tomato,6.48,28.23,62.38,685,781.57,106,34,99
Tomato,6.9,21.28,52.34,148,726.59,95,22,100
Tomato,6.61,25.78,68.64,1120,711.77,86,34,115
Tomato,6.52,27.88,62.36,1368,629.52,107,20,92
Tomato,6.8,20.11,63.56,377,792.54,91,37,80
Tomato,6.54,29.16,60.46,580,786.42,84,31,84
Tomato,6.14,23.76,65.18,1417,719.35,84,34,115
Tomato,6.3,26.37,45.5,72,737.83,86,29,93
Tomato,6.83,25.51,54.99,379,607.54,107,39,93
Tomato,6.04,25.81,66.13,1170,663.25,99,23,99
Tomato,6.94,28.58,63.32,655,756.33,103,26,112
Tomato,6.98,20.45,45.44,696,727.53,88,22,94
Tomato,6.1,21.82,58.6,289,769.95,105,20,109
Tomato,6.36,28.81,49.99,784,704.02,92,22,106
Tomato,6.23,24.98,43.78,1382,632.17,107,21,95
Tomato,6.97,24.85,51.81,1417,609.16,119,27,93
Tomato,6.38,21.22,54.18,843,761.59,101,36,90
Tomato,6.72,21.57,44.6,411,702.61,119,32,112
Tomato,6.82,28.37,42.19,889,758.17,118,20,94
Tomato,6.37,23.82,54.18,723,778.23,97,29,117
Tomato,6.16,23.21,60.34,428,678.19,112,32,98
Tomato,6.44,23.92,54.85,272,768.48,83,28,104
Tomato,6.82,26.79,67.59,1022,798.05,89,25,108
Tomato,6.91,23.65,57.09,1159,721.2,107,25,85
Tomato,6.55,21.23,51.92,152,660.16,107,33,90
Tomato,6.58,28.09,52.95,611,655.38,114,27,85
Tomato,6.03,22.2,53.13,396,701.15,80,31,119
Tomato,6.44,27.99,67.08,1415,612.67,110,33,93
Tomato,6.19,23.15,68.2,775,645.46,84,39,102
Tomato,6.12,25.93,62.94,187,632.43,116,39,90
Tomato,6.06,21.19,59.63,1298,646.78,89,28,83
Tomato,6.09,23.4,47.24,1120,659.82,102,31,98
Tomato,6.58,24.12,44.6,332,781.12,99,37,113
Tomato,6.67,20.3,57.06,626,736.16,89,28,83
Tomato,6.93,28.28,56.23,123,630.4,95,40,110
Tomato,6.98,26.87,66.32,1270,617.19,84,24,97
Tomato,6.21,21.91,47.09,340,622.95,120,32,97
Tomato,6.29,26.99,54.35,1310,675.93,110,37,82
Tomato,6.24,25.31,63.28,41,798.37,111,34,112
Tomato,6.37,26.97,66.83,18,747.29,100,26,86
Tomato,6.09,28.57,52.73,1302,753.54,116,30,86
Tomato,6.42,24.85,44.02,1168,694.42,86,25,105
Tomato,6.93,21.66,46.53,1463,605.55,96,21,86
Tomato,6.13,27.68,65.09,806,663.03,100,27,102
Tomato,6.79,29.1,45.8,1210,606.59,82,25,120
Tomato,6.62,21.88,69.81,77,632.15,85,27,82
Tomato,6.35,24.36,60.07,1077,676.98,96,22,88
Tomato,6.36,22.5,57.39,311,669.2,112,23,85
Tomato,6.54,26.43,62.39,637,678.93,109,35,88
Tomato,6.17,23.91,44.81,1237,689.41,84,25,85
Tomato,6.42,25.36,63.59,977,717.36,110,23,114
Tomato,6.81,24.24,59.31,173,731.92,119,30,114
Tomato,6.27,20.81,42.92,1192,674.59,80,34,115
Tomato,6.33,22.17,65.31,403,687.5,102,27,85
Tomato,6.08,27.59,64.71,272,796.16,85,29,98
Tomato,6.65,24.87,61.13,840,640.87,97,22,111
Tomato,6.48,25.74,66.08,703,607.67,104,34,112
Tomato,6.68,28.61,48.14,1430,605.0,81,37,81
Tomato,6.32,25.43,69.96,498,704.14,82,32,113
Tomato,6.75,20.92,57.14,605,722.85,89,39,110
Tomato,6.62,28.57,62.57,1189,607.75,94,37,106
Tomato,6.18,23.06,48.69,207,738.03,84,34,101
Tomato,6.03,21.03,51.73,1238,785.68,112,40,112
Tomato,6.94,22.73,65.18,325,728.24,109,30,100
Tomato,6.54,28.15,44.22,1209,664.76,91,40,92
Tomato,6.29,20.77,68.02,604,601.71,110,34,109
Tomato,6.84,25.63,54.2,1445,627.08,107,36,82
Tomato,6.65,24.63,65.99,1072,775.25,90,27,110
Tomato,6.33,22.49,48.68,983,617.26,115,33,119
Tomato,6.22,25.05,46.24,1411,700.13,115,38,97
Tomato,6.16,28.77,44.66,1462,757.55,99,33,102
Tomato,6.28,27.04,53.65,426,652.46,90,33,89
Tomato,6.63,28.77,51.71,1265,657.08,110,38,87
Tomato,6.63,26.75,63.85,1323,674.28,108,28,110
Tomato,6.62,22.03,54.89,910,708.06,113,40,98
Tomato,6.69,25.12,53.99,193,749.78,117,37,112
Tomato,6.42,20.51,64.51,275,784.81,89,26,101
Tomato,6.92,28.53,46.44,2,760.52,89,31,89
Tomato,6.16,21.27,44.42,488,657.63,85,32,102
Tomato,6.65,24.05,65.37,1446,701.76,94,35,108
Tomato,6.26,21.16,44.78,1425,635.02,120,37,107
Tomato,6.49,22.54,53.96,1480,629.26,89,30,82
Tomato,6.51,25.44,43.53,1071,779.09,86,39,114
Tomato,6.74,28.33,45.93,578,650.93,112,38,104
Tomato,6.18,21.39,47.55,536,769.69,105,40,80
Tomato,6.12,23.51,51.9,865,773.39,87,22,112
Tomato,6.39,27.45,65.07,1276,611.86,99,30,107
Tomato,6.71,24.33,40.52,816,707.02,112,33,92
Tomato,6.99,26.42,69.87,716,717.85,94,33,117
Tomato,6.64,26.82,63.92,1051,678.31,97,20,106
Tomato,6.87,26.21,64.47,451,619.77,105,38,100
Tomato,6.3,23.96,44.0,550,618.19,116,32,99
Tomato,6.35,28.55,43.79,1041,721.99,85,40,85
Tomato,6.89,24.1,44.48,40,760.3,119,25,114
Tomato,6.91,25.08,65.23,1365,604.08,109,22,84
Tomato,6.49,29.08,53.14,29,723.48,93,25,109
Tomato,6.27,27.13,65.65,781,632.41,81,38,80
Tomato,6.16,23.04,53.22,1190,695.28,116,40,91
Tomato,6.71,29.96,44.17,277,656.89,96,29,88
Tomato,6.32,26.28,65.54,1350,756.91,90,40,80
Tomato,6.98,29.27,57.75,1464,713.52,97,25,93
Tomato,6.81,29.13,42.77,842,760.36,89,31,120
Tomato,6.6,24.27,46.17,801,741.67,118,35,93
Tomato,6.27,23.63,56.89,964,657.42,91,39,93
Tomato,6.24,23.22,67.47,1348,613.07,100,25,92
Tomato,6.9,24.72,59.9,297,698.9,91,35,100
Tomato,6.26,25.23,50.7,489,720.2,103,34,107
Tomato,6.12,26.79,58.89,241,646.7,103,28,97
Tomato,6.54,25.29,67.79,687,777.52,97,28,120
Tomato,6.08,23.77,48.44,315,753.23,101,28,97
Tomato,6.0,20.72,46.3,218,606.69,97,34,90
Tomato,6.23,26.15,68.87,1473,668.55,91,25,107
Tomato,6.29,23.48,59.26,1141,705.15,97,38,80
Tomato,6.85,28.78,40.64,1398,766.95,101,22,100
Tomato,6.81,25.46,43.44,1433,688.92,116,32,81
Tomato,6.35,24.12,60.12,324,679.96,95,24,102
Tomato,6.02,26.16,45.82,235,794.57,114,28,118
Tomato,6.39,24.97,57.22,559,730.72,84,22,106
Tomato,6.59,26.44,67.59,131,764.87,88,29,86
Tomato,6.56,25.06,48.38,1488,645.79,82,27,82
Tomato,6.39,28.81,43.44,1314,614.05,120,28,92
Tomato,6.68,23.57,44.33,519,739.61,107,33,118
Tomato,6.09,26.24,62.61,896,654.65,109,38,89
Tomato,6.94,23.8,42.86,137,763.48,89,22,83
Tomato,6.25,20.26,57.59,1494,719.59,89,34,108
Tomato,6.24,22.99,49.71,601,779.83,93,38,96
Tomato,6.57,20.45,55.53,1054,786.25,114,24,99
Tomato,6.95,28.15,52.73,523,646.57,101,27,107
Tomato,6.82,29.31,46.81,175,781.58,94,26,107
