Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Chestnut,6.65,16.15,57.01,1330,1011.65,30,37,1033
Chestnut,6.28,19.06,68.66,255,1135.54,58,32,801
Chestnut,5.67,16.77,63.17,294,724.63,111,24,867
Chestnut,6.95,13.64,58.44,297,815.78,101,24,163
Chestnut,6.1,19.93,54.69,75,994.08,41,20,421
Chestnut,6.74,17.32,55.21,225,613.92,53,26,780
Chestnut,7.15,24.85,40.08,587,932.1,32,27,940
Chestnut,6.62,19.4,48.35,708,967.13,114,36,1144
Chestnut,5.98,15.14,62.19,1379,676.04,115,26,460
Chestnut,6.05,21.95,51.05,233,887.95,61,24,914
Chestnut,5.73,14.45,40.83,266,728.44,43,32,217
Chestnut,6.71,12.22,56.76,390,1073.27,111,26,1086
Chestnut,6.98,24.7,51.94,98,1100.38,112,27,379
Chestnut,6.81,15.95,67.04,241,794.68,68,31,555
Chestnut,5.76,24.67,56.06,687,1043.89,74,40,279
Chestnut,5.6,10.34,63.47,962,864.01,110,27,197
Chestnut,6.09,24.84,59.17,604,996.07,48,32,397
Chestnut,6.15,24.14,44.91,208,602.8,102,30,159
Chestnut,6.4,19.2,66.61,1371,1011.73,56,32,780
Chestnut,5.92,16.51,52.14,106,637.45,100,39,221
Chestnut,5.57,14.5,52.27,1006,1082.87,97,24,518
Chestnut,7.34,16.62,66.94,476,838.0,62,23,483
Chestnut,6.73,24.06,49.02,1037,674.14,74,36,1068
Chestnut,6.84,12.49,43.47,268,1068.96,30,37,227
Chestnut,6.12,24.04,55.87,1166,1002.05,97,37,214
Chestnut,7.11,18.49,47.43,554,777.38,45,31,473
Chestnut,6.96,14.17,40.06,124,1184.14,54,38,496
Chestnut,7.01,23.18,62.5,1449,665.86,113,21,1142
Chestnut,6.62,14.17,45.25,115,690.63,72,24,401
Chestnut,6.34,13.29,40.67,1040,713.03,62,27,498
Chestnut,6.83,11.88,59.8,1373,963.94,115,26,979
Chestnut,5.85,24.86,57.58,564,937.56,109,26,908
Chestnut,6.01,18.38,41.37,813,842.92,84,24,326
Chestnut,6.74,22.96,48.02,821,695.18,113,21,913
Chestnut,5.83,24.25,48.9,164,973.69,66,25,212
Chestnut,5.81,17.54,65.22,732,1194.58,101,40,207
Chestnut,6.24,23.93,44.1,1370,1167.51,90,24,339
Chestnut,7.16,18.6,55.92,260,728.27,82,27,863
Chestnut,6.21,16.12,68.15,243,840.16,37,29,697
Chestnut,5.51,12.85,44.95,72,751.26,63,38,940
Chestnut,6.5,10.47,56.06,1379,1049.85,118,20,1033
Chestnut,6.62,23.18,44.17,644,676.24,54,22,462
Chestnut,6.6,21.12,66.23,1087,1126.79,62,35,634
Chestnut,5.59,14.61,60.15,77,936.21,120,24,528
Chestnut,7.2,21.1,55.41,1311,752.0,89,21,960
Chestnut,5.99,17.76,41.52,66,1116.47,45,23,755
Chestnut,6.28,11.34,58.77,290,794.44,67,22,984
Chestnut,6.6,22.28,59.3,1227,737.05,98,33,1161
Chestnut,5.53,19.51,63.09,1053,868.36,90,29,183
Chestnut,7.18,12.46,65.44,1155,1089.07,97,25,1155
Chestnut,5.69,15.86,48.19,364,701.49,86,34,458
Chestnut,5.99,14.81,52.27,716,1115.55,115,31,1178
Chestnut,6.01,20.87,53.41,1330,904.64,116,27,680
Chestnut,7.25,17.22,62.36,1251,687.14,115,40,1179
Chestnut,5.51,23.85,64.95,203,725.52,91,25,1050
Chestnut,6.32,15.12,59.44,482,742.83,66,33,377
Chestnut,6.99,23.9,59.99,146,682.0,31,26,344
Chestnut,7.29,23.38,67.54,891,628.55,44,28,809
Chestnut,7.25,24.29,58.12,1017,686.2,76,39,634
Chestnut,6.53,21.42,66.79,556,604.49,100,26,327
Chestnut,7.37,21.43,68.81,1351,939.04,119,26,795
Chestnut,5.84,23.7,49.96,641,845.29,35,36,871
Chestnut,6.71,13.56,48.73,346,928.38,88,38,1165
Chestnut,7.06,20.36,45.82,626,1019.59,84,22,326
Chestnut,7.26,18.33,66.34,348,811.06,84,37,889
Chestnut,5.95,11.6,62.37,305,852.84,53,36,984
Chestnut,5.8,11.85,66.32,63,863.73,86,27,821
Chestnut,5.76,21.95,61.92,353,751.75,119,24,328
Chestnut,5.66,23.15,52.27,593,655.67,107,37,249
Chestnut,5.65,12.06,47.13,1327,659.76,45,31,1038
Chestnut,6.97,12.24,57.99,573,650.29,119,21,742
Chestnut,5.89,20.95,61.03,485,643.15,51,30,887
Chestnut,5.86,15.41,67.39,466,840.34,47,32,237
Chestnut,7.17,15.99,66.68,980,614.86,65,20,489
Chestnut,5.87,12.7,42.69,434,869.73,77,24,1048
Chestnut,5.97,10.64,59.5,528,837.53,78,31,173
Chestnut,5.83,20.6,59.06,1180,935.81,63,21,839
Chestnut,7.13,18.95,41.04,1019,751.32,62,27,502
Chestnut,7.49,24.31,67.04,1433,619.43,96,25,476
Chestnut,6.24,20.42,47.59,1038,998.74,96,37,568
Chestnut,7.05,13.43,53.01,626,1191.13,98,22,555
Chestnut,5.55,13.95,64.18,223,1052.03,35,33,958
Chestnut,6.26,14.53,61.13,964,955.93,109,33,403
Chestnut,7.25,10.64,50.48,552,933.83,31,30,85
Chestnut,6.13,21.68,69.27,931,954.85,89,40,714
Chestnut,7.42,14.86,58.89,416,662.52,90,38,341
Chestnut,7.08,12.9,49.24,128,890.79,114,39,620
Chestnut,6.62,24.2,48.31,923,1027.59,56,29,1123
Chestnut,5.86,12.27,44.57,1103,1131.65,51,32,1083
Chestnut,7.48,10.65,52.7,948,1069.62,41,31,1016
Chestnut,6.75,13.25,49.13,1130,1157.36,69,30,213
Chestnut,7.24,15.13,45.2,583,615.75,63,23,975
Chestnut,6.55,14.96,66.68,1473,790.5,105,32,415
Chestnut,6.79,14.75,50.41,1396,768.2,42,37,1065
Chestnut,5.59,19.22,66.87,923,786.36,42,26,551
Chestnut,5.8,18.82,54.89,1009,608.96,59,22,407
Chestnut,6.96,18.33,50.88,465,1011.85,94,26,170
Chestnut,7.11,14.87,43.86,1445,1048.02,76,34,411
Chestnut,6.31,18.01,57.95,136,1114.14,96,26,729
Chestnut,6.96,16.82,50.62,770,763.55,108,25,566
Chestnut,6.92,13.41,61.3,387,779.49,101,37,831
Chestnut,5.84,12.13,44.88,1089,854.67,31,31,353
Chestnut,5.72,10.54,46.04,1074,898.3,77,34,1106
Chestnut,6.98,17.17,44.99,680,884.14,79,37,114
Chestnut,7.11,10.35,65.88,521,1165.87,97,24,947
Chestnut,6.17,18.6,64.74,159,1000.65,87,36,1152
Chestnut,5.53,19.1,56.29,882,887.61,108,32,473
Chestnut,7.41,17.16,67.01,579,908.93,42,38,263
Chestnut,5.88,24.58,64.44,440,1033.62,56,25,951
Chestnut,6.59,12.21,49.02,1125,612.32,91,33,813
Chestnut,6.55,23.07,55.2,938,1004.69,59,25,956
Chestnut,5.51,15.43,54.71,741,624.08,99,31,156
Chestnut,7.47,10.55,54.61,521,733.38,54,25,513
Chestnut,6.11,20.94,61.65,772,1089.97,39,27,1123
Chestnut,6.11,12.68,45.22,504,1064.42,37,28,1003
Chestnut,5.5,15.81,53.36,79,905.42,47,37,620
Chestnut,6.24,22.66,59.41,543,744.39,33,31,892
Chestnut,7.32,15.35,60.2,1003,991.68,52,30,1142
Chestnut,6.02,16.79,45.83,815,865.95,59,33,812
Chestnut,6.37,22.24,60.12,559,661.02,65,24,356
Chestnut,7.08,21.5,57.44,542,746.07,39,24,208
Chestnut,6.9,11.3,40.14,1448,700.0,102,35,1089
Chestnut,5.7,19.14,61.37,242,1145.02,116,26,983
Chestnut,7.48,10.74,63.91,208,1000.63,98,40,1059
Chestnut,7.28,24.7,63.97,1466,776.61,31,26,241
