Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Guava,6.68,27.6,67.58,104,1667.41,198,79,168
Guava,5.84,34.18,62.02,1134,1032.91,129,43,165
Guava,6.84,31.86,65.36,852,1673.23,130,30,165
Guava,6.58,32.93,63.53,675,1533.97,133,77,127
Guava,6.02,32.67,73.44,112,1805.93,109,64,109
Guava,5.72,27.82,58.93,1200,1837.53,129,59,124
Guava,5.77,30.8,66.44,770,1211.23,112,44,111
Guava,7.03,30.96,65.74,478,1330.82,101,41,133
Guava,5.97,24.89,55.74,929,1732.97,119,20,166
Guava,6.59,22.21,60.14,778,1549.96,144,76,173
Guava,7.24,31.22,79.74,196,1874.06,145,45,119
Guava,5.94,23.81,63.82,258,1557.69,113,40,126
Guava,6.5,31.93,64.73,123,1336.52,143,80,132
Guava,7.14,33.56,74.95,532,1881.99,115,77,109
Guava,7.41,33.23,72.84,793,1815.55,109,55,111
Guava,6.91,27.31,68.56,964,1895.72,195,64,157
Guava,5.8,22.55,71.2,768,1003.08,179,30,161
Guava,6.24,32.28,61.95,448,1665.57,144,37,103
Guava,6.45,28.96,63.61,899,1544.49,117,63,173
Guava,7.39,23.08,69.37,1037,1218.89,195,75,135
Guava,6.65,25.49,72.87,433,1037.58,162,70,137
Guava,7.29,26.24,74.32,778,1124.07,103,33,108
Guava,6.46,23.24,58.64,478,1098.02,192,34,174
Guava,6.6,25.2,74.31,1131,1302.87,119,70,156
Guava,6.26,30.76,72.4,851,1444.71,127,80,147
Guava,7.32,32.2,68.31,823,1521.38,193,78,117
Guava,7.35,25.98,68.28,860,1846.72,179,44,144
Guava,5.7,23.86,77.49,683,1474.6,172,58,167
Guava,7.41,22.04,79.23,1087,1428.2,118,31,110
Guava,5.89,34.99,67.58,289,1777.02,105,45,163
Guava,6.37,22.39,70.07,873,1461.66,118,41,155
Guava,6.66,33.34,63.8,742,1504.81,176,49,170
Guava,6.96,24.41,71.5,1131,1453.01,176,35,131
Guava,6.8,26.65,65.62,1124,1563.15,155,33,167
Guava,5.52,31.65,71.97,366,1238.68,103,64,117
Guava,6.86,31.55,74.55,304,1370.82,118,80,149
Guava,6.55,34.74,75.31,864,1422.5,195,30,172
Guava,6.85,34.28,62.17,251,1421.05,199,50,135
Guava,6.35,28.94,77.03,1134,1197.96,159,49,165
Guava,5.81,34.18,55.83,725,1105.95,129,65,164
Guava,6.36,24.15,72.42,1121,1792.25,124,37,155
Guava,5.69,30.21,79.9,289,1440.85,110,25,173
Guava,7.15,29.95,66.07,541,1306.06,102,38,171
Guava,7.43,25.13,63.16,768,1665.23,103,69,125
Guava,6.53,34.82,66.97,166,1449.61,141,77,177
Guava,5.74,34.75,72.05,317,1305.14,141,69,165
Guava,5.92,24.19,59.17,77,1209.51,160,53,109
Guava,6.12,33.77,64.83,111,1438.22,144,74,157
Guava,7.22,27.51,71.34,509,1753.4,153,25,121
Guava,7.19,23.87,73.36,995,1761.47,185,23,158
Guava,7.19,28.03,74.9,249,1223.26,170,48,113
Guava,7.13,29.86,73.87,209,1697.42,162,34,141
Guava,6.47,29.24,64.89,434,1301.42,162,55,148
Guava,7.14,30.46,63.35,1043,1436.74,171,79,115
Guava,6.25,27.12,77.66,740,1820.64,117,46,131
Guava,7.41,27.93,76.39,1172,1050.56,170,64,153
Guava,5.99,32.47,79.81,348,1871.64,177,52,134
Guava,7.19,30.94,70.01,1135,1186.89,157,80,129
Guava,6.1,30.03,58.93,765,1466.9,124,21,100
Guava,6.62,33.59,74.59,896,1259.73,109,38,149
Guava,5.7,33.09,56.31,355,1166.07,131,33,133
Guava,6.66,23.39,71.79,518,1847.91,103,65,107
Guava,6.07,22.8,71.07,990,1149.34,163,26,142
Guava,7.31,32.58,57.36,767,1187.18,173,27,136
Guava,6.95,30.23,79.6,103,1890.54,117,64,121
Guava,6.18,25.54,59.25,678,1659.44,179,80,153
Guava,5.53,33.37,56.92,65,1717.6,170,52,108
Guava,6.77,26.22,75.28,269,1578.36,151,22,100
Guava,7.39,31.8,77.11,1065,1192.21,165,77,178
Guava,7.5,31.2,57.83,486,1487.3,125,42,173
Guava,7.23,28.9,66.25,600,1407.87,169,79,107
Guava,6.06,34.14,73.12,1040,1737.59,109,30,163
Guava,5.72,30.72,56.75,199,1158.97,129,63,142
Guava,5.63,34.25,76.44,753,1135.71,141,42,161
Guava,7.17,30.34,59.81,80,1405.92,111,64,104
Guava,7.17,26.62,72.2,279,1354.77,156,54,142
