Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Jute,7.2,29.48,78.47,484,1765.87,103,44,117
Jute,6.14,28.69,74.24,73,1816.6,120,42,107
Jute,6.55,28.16,70.13,111,2673.26,95,39,117
Jute,6.87,30.98,74.9,325,2566.5,102,37,95
Jute,6.36,32.25,77.16,240,1629.4,118,41,89
Jute,7.25,28.77,76.51,482,1969.66,106,37,117
Jute,7.36,27.51,70.84,112,2196.45,115,31,112
Jute,6.03,30.12,77.0,118,2935.08,101,33,93
Jute,6.82,34.46,74.82,450,2765.24,90,43,112
Jute,6.27,25.96,78.42,110,2884.16,83,45,120
Jute,6.74,27.3,70.97,261,2541.83,118,41,96
Jute,6.77,28.95,71.87,376,2639.98,90,48,87
Jute,7.22,26.99,77.19,298,2849.9,85,38,96
Jute,6.63,31.56,77.38,160,2190.42,103,47,105
Jute,7.46,34.2,77.67,233,2758.69,100,47,99
Jute,6.02,30.96,74.91,491,1708.42,104,32,108
Jute,7.43,29.21,71.23,143,2416.37,97,47,80
Jute,6.23,28.13,79.35,285,1719.94,100,36,85
Jute,7.15,32.7,74.75,433,1780.57,114,31,90
Jute,6.4,32.36,73.42,255,2554.33,117,40,85
Jute,6.09,34.75,74.61,187,2953.35,82,50,96
Jute,7.07,27.88,75.7,214,2781.23,118,38,114
Jute,7.02,25.19,79.51,220,2899.48,81,36,99
Jute,6.52,29.56,77.53,145,2921.41,90,35,89
Jute,6.69,30.04,76.42,313,1855.08,98,50,94
Jute,6.45,33.03,72.85,105,2361.99,109,39,91
Jute,7.45,29.21,78.86,299,1895.0,106,47,97
Jute,6.84,27.02,78.87,261,2065.35,117,33,100
Jute,6.74,30.81,70.98,155,2802.85,119,34,114
Jute,6.05,31.02,77.78,474,1832.96,95,37,114
Jute,6.53,34.9,70.37,275,1989.53,91,49,107
Jute,6.12,26.73,71.43,474,2566.66,116,45,113
Jute,6.16,34.38,76.66,482,2778.31,80,39,90
Jute,6.61,29.39,72.35,487,1789.7,81,35,106
Jute,7.37,26.97,78.08,200,2190.73,98,30,84
Jute,7.07,31.1,75.42,154,2945.29,117,35,103
Jute,6.34,27.97,76.9,340,1513.66,109,41,96
Jute,6.52,32.36,73.65,351,2748.2,101,48,111
Jute,7.08,26.89,70.98,379,1939.02,92,50,119
Jute,7.42,31.55,77.48,303,1692.18,107,36,113
Jute,7.13,26.13,79.99,185,2533.05,99,44,86
Jute,7.16,28.65,73.19,287,2717.81,96,39,80
Jute,6.97,30.1,75.11,241,2201.21,94,38,98
Jute,6.6,32.59,73.89,492,1704.67,107,45,103
Jute,6.1,33.29,75.06,76,1593.37,115,32,89
Jute,6.51,30.29,78.43,254,2837.4,97,42,92
Jute,6.2,34.64,77.39,221,1622.02,92,44,89
Jute,7.27,26.19,73.19,243,1731.88,92,33,87
Jute,7.41,33.14,74.97,314,2439.29,82,40,86
Jute,7.12,31.43,73.6,248,2146.59,86,35,83
Jute,6.24,31.11,77.18,280,2733.72,100,46,86
Jute,6.8,25.5,79.3,305,1572.45,112,30,118
Jute,7.23,26.16,73.84,199,1588.4,102,43,114
Jute,6.71,33.19,73.68,493,1771.14,102,44,92
Jute,6.31,27.86,76.31,292,2895.65,107,49,111
Jute,6.02,34.86,76.29,299,2504.83,99,39,87
Jute,6.06,30.3,78.41,148,2279.79,116,42,88
Jute,6.59,31.24,71.16,447,1986.03,91,41,98
Jute,7.38,33.0,73.98,372,1524.68,91,45,96
Jute,6.24,29.31,77.16,371,2616.02,95,36,109
Jute,7.5,32.08,79.1,127,1980.43,113,34,90
Jute,7.03,29.91,70.19,191,1502.22,95,34,112
Jute,7.14,27.06,74.87,229,2890.82,105,47,85
Jute,6.53,33.83,70.05,217,1772.18,80,41,107
Jute,6.06,28.86,71.52,212,1640.84,100,42,91
Jute,7.06,32.02,75.76,234,1672.83,106,39,95
Jute,6.56,33.04,74.3,191,2142.56,80,37,117
Jute,6.31,34.39,79.33,331,2222.17,100,43,85
Jute,6.77,31.21,79.93,69,2406.47,82,31,117
Jute,6.43,31.18,72.39,443,1789.83,94,43,114
Jute,7.32,27.6,70.75,413,2281.03,94,41,118
Jute,7.29,26.72,77.44,111,1899.01,93,33,96
Jute,7.48,29.37,71.61,361,1688.16,82,33,91
Jute,7.09,28.31,77.25,462,2142.36,107,40,119
Jute,7.05,33.24,76.24,269,2395.01,99,38,89
Jute,7.06,32.63,70.53,169,1511.16,93,41,105
Jute,7.29,29.32,77.35,172,2659.55,111,31,95
Jute,6.12,25.68,73.92,99,2418.68,82,47,88
Jute,7.0,29.65,77.55,498,1509.02,82,48,84
Jute,6.95,29.69,79.73,92,1859.86,112,34,115
Jute,6.54,28.23,77.13,214,2715.18,100,45,113
Jute,7.0,32.44,75.58,169,2169.67,118,34,102
Jute,6.75,25.56,79.13,491,2967.2,100,40,114
Jute,7.04,31.86,72.85,221,2332.04,101,42,86
Jute,7.42,29.18,71.27,257,1970.91,83,39,99
Jute,6.14,30.37,76.53,484,1812.82,96,48,113
Jute,6.42,28.01,77.99,127,2129.16,112,37,85
Jute,6.19,29.21,76.81,345,1987.92,117,33,99
Jute,7.49,33.68,74.61,340,1924.84,94,44,120
Jute,6.74,30.01,76.62,75,1900.5,102,49,110
Jute,7.1,32.47,78.28,480,2425.22,102,31,100
Jute,7.31,26.51,71.74,254,1996.35,88,45,103
Jute,6.16,34.09,76.32,265,2030.0,113,35,87
Jute,6.76,29.48,78.98,342,2625.14,114,46,116
Jute,6.51,31.22,76.47,307,2378.31,86,49,93
Jute,6.41,26.74,74.15,223,1609.14,105,47,116
Jute,6.88,34.35,79.7,193,2763.0,95,32,108
