Crop,pH,Temperature (°C),Humidity (%),Altitude (m),Rainfall (mm),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg)
Red Kidney Beans,6.79,25.63,53.37,1385,663.13,66,34,90
Red Kidney Beans,7.46,29.42,67.26,905,592.2,78,32,98
Red Kidney Beans,7.16,20.56,53.09,939,799.61,74,33,74
Red Kidney Beans,6.34,24.95,52.75,1224,604.7,92,45,76
Red Kidney Beans,7.13,27.36,56.44,1028,540.13,90,43,78
Red Kidney Beans,6.09,29.4,63.96,498,647.07,87,49,89
Red Kidney Beans,7.34,28.91,68.57,1294,648.67,65,33,71
Red Kidney Beans,7.13,20.14,51.32,1078,675.47,62,38,99
Red Kidney Beans,6.67,26.11,54.11,653,748.36,68,42,68
Red Kidney Beans,6.09,29.49,63.92,594,564.87,90,42,96
Red Kidney Beans,7.39,22.81,69.89,1196,619.22,69,43,97
Red Kidney Beans,6.52,29.55,54.28,1291,558.94,67,32,75
Red Kidney Beans,6.43,28.18,65.47,1487,767.71,84,32,76
Red Kidney Beans,7.21,21.5,50.19,1394,529.97,90,49,74
Red Kidney Beans,7.07,20.24,69.34,171,705.26,83,32,80
Red Kidney Beans,7.27,21.65,68.1,513,622.71,73,33,78
Red Kidney Beans,7.13,24.37,66.29,1493,720.96,67,35,65
Red Kidney Beans,6.68,28.23,53.04,1120,575.07,82,45,91
Red Kidney Beans,6.03,27.53,65.72,623,580.87,71,50,80
Red Kidney Beans,6.46,27.71,63.11,374,769.13,71,34,68
Red Kidney Beans,7.1,28.49,51.22,666,781.0,100,46,72
Red Kidney Beans,7.33,21.48,68.15,1100,772.02,66,43,94
Red Kidney Beans,7.07,22.24,55.81,890,566.14,96,41,87
Red Kidney Beans,6.79,24.46,67.49,1174,760.42,99,39,62
Red Kidney Beans,7.05,21.14,67.64,1378,685.15,64,50,91
Red Kidney Beans,6.01,27.95,57.91,121,747.72,63,49,69
Red Kidney Beans,6.92,26.28,56.76,77,568.0,72,46,79
Red Kidney Beans,7.45,29.14,58.89,640,675.95,66,44,67
Red Kidney Beans,6.64,26.49,52.75,1006,775.98,67,42,76
Red Kidney Beans,6.81,25.8,64.08,65,606.77,94,31,81
Red Kidney Beans,6.06,27.63,65.95,76,608.14,100,31,85
Red Kidney Beans,7.48,24.51,52.26,1458,790.23,61,49,81
Red Kidney Beans,6.26,23.92,55.95,971,527.15,85,47,82
Red Kidney Beans,6.81,28.87,68.08,870,761.78,100,30,100
Red Kidney Beans,7.23,27.07,53.75,142,676.87,69,47,79
Red Kidney Beans,7.36,20.03,57.96,893,513.45,83,33,72
Red Kidney Beans,6.78,25.29,58.8,169,709.14,64,32,91
Red Kidney Beans,7.36,27.15,60.97,1150,562.86,89,48,91
Red Kidney Beans,6.37,24.06,65.96,19,719.13,97,36,68
Red Kidney Beans,6.71,24.76,67.64,420,756.17,70,35,83
Red Kidney Beans,7.5,24.25,60.27,189,552.32,98,39,95
Red Kidney Beans,6.09,20.2,51.63,1476,773.01,97,39,99
Red Kidney Beans,6.93,28.28,64.4,1071,587.88,61,35,78
Red Kidney Beans,7.3,24.31,51.7,1484,507.53,88,40,93
Red Kidney Beans,6.13,25.53,59.52,185,725.39,74,35,96
Red Kidney Beans,7.26,25.14,55.98,1336,779.73,64,42,77
Red Kidney Beans,6.3,20.34,67.21,1115,737.49,97,38,91
Red Kidney Beans,6.84,21.47,50.01,1093,753.98,83,37,61
Red Kidney Beans,6.28,24.34,62.56,560,750.28,84,48,97
Red Kidney Beans,7.44,23.03,52.67,645,666.69,68,40,98
Red Kidney Beans,6.73,24.45,61.53,1378,560.05,74,40,79
Red Kidney Beans,7.29,21.98,51.9,767,709.13,83,30,68
Red Kidney Beans,7.1,28.18,69.5,883,646.23,82,45,88
Red Kidney Beans,7.22,27.54,51.29,1398,511.23,70,45,69
Red Kidney Beans,7.43,21.05,56.3,832,751.54,68,48,72
Red Kidney Beans,7.32,25.29,67.13,83,506.41,90,39,81
Red Kidney Beans,6.61,21.11,60.88,722,506.94,97,45,71
Red Kidney Beans,6.17,23.59,67.45,510,789.44,94,43,70
Red Kidney Beans,7.35,24.0,59.93,647,596.19,88,50,61
Red Kidney Beans,6.69,29.29,51.97,1108,585.63,77,45,96
Red Kidney Beans,6.97,21.21,56.35,1321,549.69,76,40,95
Red Kidney Beans,6.45,26.22,50.92,590,585.04,92,30,87
Red Kidney Beans,7.34,27.5,50.5,460,700.99,72,33,71
Red Kidney Beans,6.18,25.15,64.1,470,579.38,99,41,77
Red Kidney Beans,6.23,23.09,50.05,648,586.59,68,48,89
Red Kidney Beans,6.83,26.36,54.9,1178,600.87,99,36,94
Red Kidney Beans,6.3,28.8,62.74,1179,516.57,64,31,72
Red Kidney Beans,6.81,20.18,54.78,753,686.08,83,43,65
Red Kidney Beans,6.58,20.04,64.72,327,506.94,87,49,62
Red Kidney Beans,6.65,22.95,58.74,1458,646.85,80,39,96
Red Kidney Beans,7.03,20.77,53.15,728,515.31,67,35,88
Red Kidney Beans,6.61,22.26,62.2,894,700.47,77,43,76
Red Kidney Beans,6.6,20.89,56.92,685,542.23,65,45,61
Red Kidney Beans,7.15,29.45,52.82,1207,773.41,76,47,85
Red Kidney Beans,7.19,22.3,61.09,1397,552.96,70,43,77
Red Kidney Beans,7.13,25.52,68.81,197,562.4,66,31,64
Red Kidney Beans,7.03,20.64,51.38,1342,535.87,81,49,61
Red Kidney Beans,6.05,23.66,58.54,749,566.02,100,34,78
Red Kidney Beans,6.5,28.25,60.18,3,733.08,86,46,87
Red Kidney Beans,6.14,27.04,69.33,495,645.74,60,45,90
Red Kidney Beans,6.82,23.05,55.06,1252,513.09,76,48,63
Red Kidney Beans,7.08,23.58,53.82,837,710.6,74,33,70
Red Kidney Beans,6.52,29.53,69.44,1282,665.9,79,36,79
Red Kidney Beans,6.26,25.5,51.03,218,519.41,75,43,75
Red Kidney Beans,6.35,24.46,63.03,1277,561.38,76,47,63
Red Kidney Beans,6.24,28.42,50.51,609,636.83,93,35,96
Red Kidney Beans,7.18,25.26,59.56,1403,766.74,100,34,66
Red Kidney Beans,7.18,29.15,53.95,453,764.74,99,40,81
Red Kidney Beans,7.4,26.96,62.7,1123,717.77,65,41,84
Red Kidney Beans,7.37,23.59,58.95,395,531.1,81,47,93
Red Kidney Beans,6.56,20.36,50.92,644,670.6,61,30,65
Red Kidney Beans,6.27,23.97,60.52,404,698.24,95,46,66
Red Kidney Beans,6.04,25.14,60.67,1379,612.18,81,37,65
Red Kidney Beans,7.35,22.17,55.41,1334,575.06,73,31,87
Red Kidney Beans,6.66,29.47,63.47,162,711.06,98,45,60
Red Kidney Beans,6.88,23.32,66.23,1488,600.35,99,44,99
Red Kidney Beans,6.39,27.09,68.94,700,578.08,75,44,78
Red Kidney Beans,7.41,20.23,66.89,939,709.09,99,47,62
Red Kidney Beans,7.36,25.26,56.34,503,692.04,60,41,68
Red Kidney Beans,6.5,25.0,59.94,128,726.7,71,32,64
Red Kidney Beans,7.28,20.08,53.22,354,678.7,84,31,76
Red Kidney Beans,6.26,23.72,50.31,74,701.96,89,47,80
Red Kidney Beans,7.04,26.67,62.9,367,581.08,84,31,74
Red Kidney Beans,7.19,21.12,64.53,430,508.03,74,32,92
Red Kidney Beans,6.74,25.09,68.04,1494,689.17,94,37,85
Red Kidney Beans,7.45,28.4,60.89,242,584.61,91,37,70
